Response Date,Fixed Time CallClosed,Address,City,Latitude,Longitude,Problem,Problem_Simple,Unix,Date,Hour,Grid_Num
2021-02-07 19:44:33,2021-02-07 20:46:05.750,3511 Rossville Blvd,CHATTANOOGA,35.003064,-85.292849,ACC2-MVC No Injuries,,1612727073.0,2021-02-07,19,
2021-02-07 19:25:02,2021-02-07 20:02:34.520,2500 WESTSIDE DR,CHATTANOOGA,35.010184,-85.271137,ACC2-MVC No Injuries,,1612725902.0,2021-02-07,19,
2021-02-07 19:03:55,2021-02-07 19:31:17.763,5912 Brainerd Rd,CHATTANOOGA,35.014802,-85.209229,ACC2-MVC No Injuries,,1612724635.0,2021-02-07,19,
2021-02-07 17:51:25,2021-02-07 19:24:35.413,8727 Highway 58,HAMILTON COUNTY,35.174911,-85.073068,ACC2-MVC No Injuries,,1612720285.0,2021-02-07,17,
2021-02-07 17:27:05,2021-02-07 17:34:46.247,Montlake Rd / Dayton Pike,SODDY DAISY,35.223341,-85.219235,ACC2-MVC No Injuries,,1612718825.0,2021-02-07,17,
2021-02-07 17:09:00,2021-02-07 17:19:12.700,670 Highway 153 Nb,CHATTANOOGA,35.104278,-85.229018,ACC3-MVC Unknown Injuries,,1612717740.0,2021-02-07,17,
2021-02-07 17:01:30,2021-02-07 17:01:54.000,6901 Lee Hwy,CHATTANOOGA,35.043,-85.167391,ACC2-MVC No Injuries,,1612717290.0,2021-02-07,17,
2021-02-07 16:29:06,2021-02-07 17:40:06.317,E 31st St / 12th Ave,CHATTANOOGA,35.005294,-85.277866,ACC2-MVC No Injuries,,1612715346.0,2021-02-07,16,
2021-02-07 16:24:00,2021-02-07 17:21:24.493,1300 INTERSTATE 75 SB,CHATTANOOGA,35.101727,-85.053485,ACC2-MVC No Injuries,,1612715040.0,2021-02-07,16,
2021-02-07 16:18:01,2021-02-07 16:41:09.950,E Martin Luther King Blvd / Market St,CHATTANOOGA,35.045763,-85.309399,ACC2-MVC No Injuries,,1612714681.0,2021-02-07,16,
2021-02-07 16:12:57,2021-02-07 18:00:59.100,3215 Rossville Blvd,CHATTANOOGA,35.006787,-85.293633,ACCDEL-MVC Delayed,,1612714377.0,2021-02-07,16,
2021-02-07 15:38:18,2021-02-07 16:26:43.487,7330 Gamble Rd,HAMILTON COUNTY,35.257702,-85.012837,ACC2-MVC No Injuries,,1612712298.0,2021-02-07,15,
2021-02-07 15:37:16,2021-02-07 16:02:59.607,7700 E Brainerd Rd,CHATTANOOGA,35.010462,-85.155384,ACC2-MVC No Injuries,,1612712236.0,2021-02-07,15,
2021-02-07 15:35:50,2021-02-07 15:57:58.203,E 20th St / Market St,CHATTANOOGA,35.031481,-85.308826,ACCDEL-MVC Delayed,,1612712150.0,2021-02-07,15,
2021-02-07 15:04:11,2021-02-07 16:14:28.653,6521-6799 Standifer Gap Rd,CHATTANOOGA,35.05643,-85.16099,ACC2-MVC No Injuries,,1612710251.0,2021-02-07,15,
2021-02-07 15:00:09,2021-02-07 15:10:55.857,Exit Jones Gap Rd On Ramp Nb / Jones Gap Rd,HAMILTON COUNTY,35.345866,-85.18379,ACC3-MVC Unknown Injuries,,1612710009.0,2021-02-07,15,
2021-02-07 13:50:08,2021-02-07 16:47:53.127,480 GREENWAY VIEW DR,CHATTANOOGA,35.010559,-85.2044,ACC2-MVC No Injuries,,1612705808.0,2021-02-07,13,
2021-02-07 13:23:57,2021-02-07 14:06:38.230,3600 Hixson Pike,CHATTANOOGA,35.106069,-85.271275,ACC2-MVC No Injuries,,1612704237.0,2021-02-07,13,
2021-02-07 13:16:50,2021-02-07 14:27:36.007,6201 Harrison Ooltewah Rd,HAMILTON COUNTY,35.117763,-85.118738,ACCDEL-MVC Delayed,,1612703810.0,2021-02-07,13,
2021-02-07 13:15:05,2021-02-07 14:26:33.373,9200 LEE HWY,COLLEGEDALE,35.083861,-85.063324,ACC2-MVC No Injuries,,1612703705.0,2021-02-07,13,
2021-02-07 13:10:08,2021-02-07 13:35:06.430,300 Brookfield Ave,CHATTANOOGA,35.012409,-85.239515,ACC2-MVC No Injuries,,1612703408.0,2021-02-07,13,
2021-02-07 12:40:37,2021-02-07 13:09:15.920,Dayton Pike / Harrison Ln,SODDY DAISY,35.237139,-85.199121,ACC2-MVC No Injuries,,1612701637.0,2021-02-07,12,
2021-02-07 12:28:36,2021-02-07 13:56:56.767,6500 SAWYER RD,HAMILTON COUNTY,35.195527,-85.312357,ACC2-MVC No Injuries,,1612700916.0,2021-02-07,12,
2021-02-07 12:23:59,2021-02-07 12:33:40.370,2081 Mae Dell Rd,CHATTANOOGA,35.0425,-85.175899,ACC2-MVC No Injuries,,1612700639.0,2021-02-07,12,
2021-02-07 12:22:28,2021-02-07 12:25:16.143,6220 Shallowford Rd,CHATTANOOGA,35.051571,-85.177861,ACC3-MVC Unknown Injuries,,1612700548.0,2021-02-07,12,
2021-02-07 12:22:10,2021-02-07 14:38:53.450,6606-6624 Shallowford Rd,CHATTANOOGA,35.04794,-85.17096,ACC2-MVC No Injuries,,1612700530.0,2021-02-07,12,
2021-02-07 11:53:09,2021-02-07 12:54:00.950,930 Douglas,CHATTANOOGA,35.043151,-85.30296,ACCDEL-MVC Delayed,,1612698789.0,2021-02-07,11,
2021-02-07 11:30:58,2021-02-07 12:41:55.307,1-99 W MAIN ST,CHATTANOOGA,35.036151,-85.307353,ACC2-MVC No Injuries,,1612697458.0,2021-02-07,11,
2021-02-07 10:58:16,2021-02-07 11:04:27.000,13300-15099 Highway 111 Sb,HAMILTON COUNTY,35.344289,-85.229383,ACC3-MVC Unknown Injuries,,1612695496.0,2021-02-07,10,
2021-02-07 10:45:03,2021-02-07 12:11:37.013,2727 GLASS ST,CHATTANOOGA,35.067382,-85.243471,ACC2-MVC No Injuries,,1612694703.0,2021-02-07,10,
2021-02-07 09:41:50,2021-02-07 11:00:41.770,15 S MOORE RD,CHATTANOOGA,35.012353,-85.228915,ACC2-MVC No Injuries,,1612690910.0,2021-02-07,09,
2021-02-07 09:22:16,2021-02-07 10:22:20.373,7951 E Brainerd Rd,CHATTANOOGA,35.005782,-85.152794,ACC2-MVC No Injuries,,1612689736.0,2021-02-07,09,
2021-02-07 09:22:31,2021-02-07 09:53:40.647,3818 Forest Highland Dr,CHATTANOOGA,35.113775,-85.268022,ACC2-MVC No Injuries,,1612689751.0,2021-02-07,09,
2021-02-07 09:10:16,2021-02-07 10:59:36.157,200 Signal Mountain Rd,RED BANK,35.084595,-85.324828,ACC2-MVC No Injuries,,1612689016.0,2021-02-07,09,
2021-02-07 08:50:36,2021-02-07 08:52:58.000,12108-13098 Highway 111 Nb,HAMILTON COUNTY,35.343368,-85.17044,ACC1-MVC Injuries,,1612687836.0,2021-02-07,08,
2021-02-07 08:50:36,2021-02-07 08:52:55.863,12108-13098 Highway 111 Nb,HAMILTON COUNTY,35.343368,-85.17044,ACC1-MVC Injuries,,1612687836.0,2021-02-07,08,
2021-02-07 08:49:54,2021-02-07 08:53:46.000,12108-13098 Highway 111 Nb,HAMILTON COUNTY,35.343368,-85.17044,ACC1-MVC Injuries,,1612687794.0,2021-02-07,08,
2021-02-07 07:30:54,2021-02-07 07:40:38.800,Highway 27 Nb / Highway 111 Nb,SODDY DAISY,35.29862,-85.150717,ACC3-MVC Unknown Injuries,,1612683054.0,2021-02-07,07,
2021-02-07 07:26:49,2021-02-07 07:40:25.040,Highway 27 Nb / Highway 111 Nb,SODDY DAISY,35.29862,-85.150717,ACC3-MVC Unknown Injuries,,1612682809.0,2021-02-07,07,
2021-02-07 04:37:26,2021-02-07 04:41:42.000,12108-13099 Highway 111 Nb,HAMILTON COUNTY,35.330713,-85.164285,ACC3-MVC Unknown Injuries,,1612672646.0,2021-02-07,04,
2021-02-07 04:23:32,2021-02-07 04:30:14.000,17800 Interstate 24 Eb,CHATTANOOGA,35.02629,-85.323702,ACC1-MVC Injuries,,1612671812.0,2021-02-07,04,
2021-02-07 04:23:32,2021-02-07 04:29:20.150,17800 Interstate 24 Eb,CHATTANOOGA,35.02629,-85.323702,ACC1-MVC Injuries,,1612671812.0,2021-02-07,04,
2021-02-07 04:20:50,2021-02-07 05:42:42.627,17800 Interstate 24 Eb,CHATTANOOGA,35.02629,-85.323702,ACC2-MVC No Injuries,,1612671650.0,2021-02-07,04,
2021-02-07 04:09:02,2021-02-07 05:53:21.577,17810 INTERSTATE 24 EB,CHATTANOOGA,35.027617,-85.323059,ACC2-MVC No Injuries,,1612670942.0,2021-02-07,04,
2021-02-07 02:26:56,2021-02-07 02:59:46.783,6200 HARRISON OOLTEWAH RD,HAMILTON COUNTY,35.117925,-85.118485,ACC3-MVC Unknown Injuries,,1612664816.0,2021-02-07,02,
2021-02-07 02:26:47,2021-02-07 02:30:38.157,6209 Harrison Ooltewah Rd,HAMILTON COUNTY,35.118447,-85.11913,ACC3-MVC Unknown Injuries,,1612664807.0,2021-02-07,02,
2021-02-07 02:13:34,2021-02-07 02:20:35.790,600 N GERMANTOWN RD,CHATTANOOGA,35.031165,-85.242582,ACC1-MVC Injuries,,1612664014.0,2021-02-07,02,
2021-02-07 02:13:34,2021-02-07 02:19:33.450,600 N GERMANTOWN RD,CHATTANOOGA,35.031165,-85.242582,ACC1-MVC Injuries,,1612664014.0,2021-02-07,02,
2021-02-07 02:12:56,2021-02-07 03:19:10.740,600 N GERMANTOWN RD,CHATTANOOGA,35.031165,-85.242582,ACC2-MVC No Injuries,,1612663976.0,2021-02-07,02,
2021-02-07 02:04:48,2021-02-07 02:21:04.677,18100 INTERSTATE 24 EB,CHATTANOOGA,35.016491,-85.28069,ACC2-MVC No Injuries,,1612663488.0,2021-02-07,02,
2021-02-07 01:43:07,2021-02-07 03:50:08.410,5700 Ringgold Rd,EAST RIDGE,34.991133,-85.224631,ACC2-MVC No Injuries,,1612662187.0,2021-02-07,01,
2021-02-07 01:19:51,2021-02-07 01:22:42.000,12108-13099 Highway 111 Nb,HAMILTON COUNTY,35.340754,-85.168331,ACC2-MVC No Injuries,,1612660791.0,2021-02-07,01,
2021-02-07 00:24:55,2021-02-07 01:36:57.000,400 TALLEY RD,CHATTANOOGA,35.025002,-85.234501,ACC2-MVC No Injuries,,1612657495.0,2021-02-07,00,
2021-02-07 00:03:30,2021-02-08 00:31:17.393,12600 HIGHWAY 111 NB,HAMILTON COUNTY,35.330483,-85.164205,ACC2-MVC No Injuries,,1612656210.0,2021-02-07,00,
