Grid_Num,Join_Count,GRID_ID,coords,X,Y,NBR_LANES,TY_TERRAIN,FUNC_CLASS,Center_Lat,Center_Long
357,7,Z-18,"-85.27936845277014, 35.0722475109327, -85.28181903434665, 35.06800297913429, -85.28672019749939, 35.06800297913429, -85.28917077907573, 35.0722475109327, -85.28672019749939, 35.076492042731104, -85.28181903434665, 35.076492042731104, -85.27936845277014, 35.0722475109327","-85.27936845277014, -85.28181903434665, -85.28672019749939, -85.28917077907573, -85.28672019749939, -85.28181903434665, -85.27936845277014","35.0722475109327, 35.06800297913429, 35.06800297913429, 35.0722475109327, 35.076492042731104, 35.076492042731104, 35.0722475109327",2,2,19,35.07224751,-85.28426962
358,7,AA-18,"-85.27201670804106, 35.06800297913429, -85.2744672896174, 35.063758447335715, -85.27936845277014, 35.063758447335715, -85.28181903434665, 35.06800297913429, -85.27936845277014, 35.0722475109327, -85.2744672896174, 35.0722475109327, -85.27201670804106, 35.06800297913429","-85.27201670804106, -85.2744672896174, -85.27936845277014, -85.28181903434665, -85.27936845277014, -85.2744672896174, -85.27201670804106","35.06800297913429, 35.063758447335715, 35.063758447335715, 35.06800297913429, 35.0722475109327, 35.0722475109327, 35.06800297913429",NA,NA,NA,35.06800298,-85.27691787
359,124,AB-18,"-85.26466496331182, 35.0722475109327, -85.26711554488821, 35.06800297913429, -85.27201670804106, 35.06800297913429, -85.2744672896174, 35.0722475109327, -85.27201670804106, 35.076492042731104, -85.26711554488821, 35.076492042731104, -85.26466496331182, 35.0722475109327","-85.26466496331182, -85.26711554488821, -85.27201670804106, -85.2744672896174, -85.27201670804106, -85.26711554488821, -85.26466496331182","35.0722475109327, 35.06800297913429, 35.06800297913429, 35.0722475109327, 35.076492042731104, 35.076492042731104, 35.0722475109327",2,2,19,35.07224751,-85.26956613
360,18,AC-18,"-85.25731321858262, 35.06800297913429, -85.25976380015896, 35.063758447335715, -85.26466496331182, 35.063758447335715, -85.26711554488821, 35.06800297913429, -85.26466496331182, 35.0722475109327, -85.25976380015896, 35.0722475109327, -85.25731321858262, 35.06800297913429","-85.25731321858262, -85.25976380015896, -85.26466496331182, -85.26711554488821, -85.26466496331182, -85.25976380015896, -85.25731321858262","35.06800297913429, 35.063758447335715, 35.063758447335715, 35.06800297913429, 35.0722475109327, 35.0722475109327, 35.06800297913429",2,2,19,35.06800298,-85.26221438
361,60,AD-18,"-85.24996147385338, 35.0722475109327, -85.25241205542983, 35.06800297913429, -85.25731321858262, 35.06800297913429, -85.25976380015896, 35.0722475109327, -85.25731321858262, 35.076492042731104, -85.25241205542983, 35.076492042731104, -85.24996147385338, 35.0722475109327","-85.24996147385338, -85.25241205542983, -85.25731321858262, -85.25976380015896, -85.25731321858262, -85.25241205542983, -85.24996147385338","35.0722475109327, 35.06800297913429, 35.06800297913429, 35.0722475109327, 35.076492042731104, 35.076492042731104, 35.0722475109327",2,2,19,35.07224751,-85.25486264
362,149,AE-18,"-85.24260972912424, 35.06800297913429, -85.24506031070064, 35.063758447335715, -85.24996147385338, 35.063758447335715, -85.25241205542983, 35.06800297913429, -85.24996147385338, 35.0722475109327, -85.24506031070064, 35.0722475109327, -85.24260972912424, 35.06800297913429","-85.24260972912424, -85.24506031070064, -85.24996147385338, -85.25241205542983, -85.24996147385338, -85.24506031070064, -85.24260972912424","35.06800297913429, 35.063758447335715, 35.063758447335715, 35.06800297913429, 35.0722475109327, 35.0722475109327, 35.06800297913429",2,2,19,35.06800298,-85.24751089
363,79,AF-18,"-85.23525798439505, 35.0722475109327, -85.23770856597139, 35.06800297913429, -85.24260972912424, 35.06800297913429, -85.24506031070064, 35.0722475109327, -85.24260972912424, 35.076492042731104, -85.23770856597139, 35.076492042731104, -85.23525798439505, 35.0722475109327","-85.23525798439505, -85.23770856597139, -85.24260972912424, -85.24506031070064, -85.24260972912424, -85.23770856597139, -85.23525798439505","35.0722475109327, 35.06800297913429, 35.06800297913429, 35.0722475109327, 35.076492042731104, 35.076492042731104, 35.0722475109327",2,2,19,35.07224751,-85.24015915
364,36,AG-18,"-85.2279062396658, 35.06800297913429, -85.2303568212422, 35.063758447335715, -85.23525798439505, 35.063758447335715, -85.23770856597139, 35.06800297913429, -85.23525798439505, 35.0722475109327, -85.2303568212422, 35.0722475109327, -85.2279062396658, 35.06800297913429","-85.2279062396658, -85.2303568212422, -85.23525798439505, -85.23770856597139, -85.23525798439505, -85.2303568212422, -85.2279062396658","35.06800297913429, 35.063758447335715, 35.063758447335715, 35.06800297913429, 35.0722475109327, 35.0722475109327, 35.06800297913429",2,2,19,35.06800298,-85.2328074
365,2,AH-18,"-85.22055449493655, 35.0722475109327, -85.22300507651306, 35.06800297913429, -85.2279062396658, 35.06800297913429, -85.2303568212422, 35.0722475109327, -85.2279062396658, 35.076492042731104, -85.22300507651306, 35.076492042731104, -85.22055449493655, 35.0722475109327","-85.22055449493655, -85.22300507651306, -85.2279062396658, -85.2303568212422, -85.2279062396658, -85.22300507651306, -85.22055449493655","35.0722475109327, 35.06800297913429, 35.06800297913429, 35.0722475109327, 35.076492042731104, 35.076492042731104, 35.0722475109327",2,2,19,35.07224751,-85.22545566
366,17,AI-18,"-85.21320275020747, 35.06800297913429, -85.21565333178387, 35.063758447335715, -85.22055449493655, 35.063758447335715, -85.22300507651306, 35.06800297913429, -85.22055449493655, 35.0722475109327, -85.21565333178387, 35.0722475109327, -85.21320275020747, 35.06800297913429","-85.21320275020747, -85.21565333178387, -85.22055449493655, -85.22300507651306, -85.22055449493655, -85.21565333178387, -85.21320275020747","35.06800297913429, 35.063758447335715, 35.063758447335715, 35.06800297913429, 35.0722475109327, 35.0722475109327, 35.06800297913429",2,2,17,35.06800298,-85.21810391
367,18,AJ-18,"-85.20585100547828, 35.0722475109327, -85.20830158705462, 35.06800297913429, -85.21320275020747, 35.06800297913429, -85.21565333178387, 35.0722475109327, -85.21320275020747, 35.076492042731104, -85.20830158705462, 35.076492042731104, -85.20585100547828, 35.0722475109327","-85.20585100547828, -85.20830158705462, -85.21320275020747, -85.21565333178387, -85.21320275020747, -85.20830158705462, -85.20585100547828","35.0722475109327, 35.06800297913429, 35.06800297913429, 35.0722475109327, 35.076492042731104, 35.076492042731104, 35.0722475109327",2,2,19,35.07224751,-85.21075217
368,9,AK-18,"-85.19849926074903, 35.06800297913429, -85.20094984232549, 35.063758447335715, -85.20585100547828, 35.063758447335715, -85.20830158705462, 35.06800297913429, -85.20585100547828, 35.0722475109327, -85.20094984232549, 35.0722475109327, -85.19849926074903, 35.06800297913429","-85.19849926074903, -85.20094984232549, -85.20585100547828, -85.20830158705462, -85.20585100547828, -85.20094984232549, -85.19849926074903","35.06800297913429, 35.063758447335715, 35.063758447335715, 35.06800297913429, 35.0722475109327, 35.0722475109327, 35.06800297913429",2,2,19,35.06800298,-85.20340042
369,181,AL-18,"-85.1911475160199, 35.0722475109327, -85.1935980975963, 35.06800297913429, -85.19849926074903, 35.06800297913429, -85.20094984232549, 35.0722475109327, -85.19849926074903, 35.076492042731104, -85.1935980975963, 35.076492042731104, -85.1911475160199, 35.0722475109327","-85.1911475160199, -85.1935980975963, -85.19849926074903, -85.20094984232549, -85.19849926074903, -85.1935980975963, -85.1911475160199","35.0722475109327, 35.06800297913429, 35.06800297913429, 35.0722475109327, 35.076492042731104, 35.076492042731104, 35.0722475109327",4,2,14,35.07224751,-85.19604868
370,32,AM-18,"-85.1837957712907, 35.06800297913429, -85.18624635286704, 35.063758447335715, -85.1911475160199, 35.063758447335715, -85.1935980975963, 35.06800297913429, -85.1911475160199, 35.0722475109327, -85.18624635286704, 35.0722475109327, -85.1837957712907, 35.06800297913429","-85.1837957712907, -85.18624635286704, -85.1911475160199, -85.1935980975963, -85.1911475160199, -85.18624635286704, -85.1837957712907","35.06800297913429, 35.063758447335715, 35.063758447335715, 35.06800297913429, 35.0722475109327, 35.0722475109327, 35.06800297913429",2,2,16,35.06800298,-85.18869693
371,90,AN-18,"-85.17644402656146, 35.0722475109327, -85.17889460813785, 35.06800297913429, -85.1837957712907, 35.06800297913429, -85.18624635286704, 35.0722475109327, -85.1837957712907, 35.076492042731104, -85.17889460813785, 35.076492042731104, -85.17644402656146, 35.0722475109327","-85.17644402656146, -85.17889460813785, -85.1837957712907, -85.18624635286704, -85.1837957712907, -85.17889460813785, -85.17644402656146","35.0722475109327, 35.06800297913429, 35.06800297913429, 35.0722475109327, 35.076492042731104, 35.076492042731104, 35.0722475109327",2,2,19,35.07224751,-85.18134519
372,24,AO-18,"-85.16909228183226, 35.06800297913429, -85.17154286340872, 35.063758447335715, -85.17644402656146, 35.063758447335715, -85.17889460813785, 35.06800297913429, -85.17644402656146, 35.0722475109327, -85.17154286340872, 35.0722475109327, -85.16909228183226, 35.06800297913429","-85.16909228183226, -85.17154286340872, -85.17644402656146, -85.17889460813785, -85.17644402656146, -85.17154286340872, -85.16909228183226","35.06800297913429, 35.063758447335715, 35.063758447335715, 35.06800297913429, 35.0722475109327, 35.0722475109327, 35.06800297913429",2,2,19,35.06800298,-85.17399344
373,146,AP-18,"-85.16174053710313, 35.0722475109327, -85.16419111867953, 35.06800297913429, -85.16909228183226, 35.06800297913429, -85.17154286340872, 35.0722475109327, -85.16909228183226, 35.076492042731104, -85.16419111867953, 35.076492042731104, -85.16174053710313, 35.0722475109327","-85.16174053710313, -85.16419111867953, -85.16909228183226, -85.17154286340872, -85.16909228183226, -85.16419111867953, -85.16174053710313","35.0722475109327, 35.06800297913429, 35.06800297913429, 35.0722475109327, 35.076492042731104, 35.076492042731104, 35.0722475109327",2,2,19,35.07224751,-85.1666417
374,48,AQ-18,"-85.15438879237394, 35.06800297913429, -85.15683937395028, 35.063758447335715, -85.16174053710313, 35.063758447335715, -85.16419111867953, 35.06800297913429, -85.16174053710313, 35.0722475109327, -85.15683937395028, 35.0722475109327, -85.15438879237394, 35.06800297913429","-85.15438879237394, -85.15683937395028, -85.16174053710313, -85.16419111867953, -85.16174053710313, -85.15683937395028, -85.15438879237394","35.06800297913429, 35.063758447335715, 35.063758447335715, 35.06800297913429, 35.0722475109327, 35.0722475109327, 35.06800297913429",2,2,16,35.06800298,-85.15928996
375,127,AR-18,"-85.14703704764469, 35.0722475109327, -85.14948762922103, 35.06800297913429, -85.15438879237388, 35.06800297913429, -85.15683937395028, 35.0722475109327, -85.15438879237388, 35.076492042731104, -85.14948762922103, 35.076492042731104, -85.14703704764469, 35.0722475109327","-85.14703704764469, -85.14948762922103, -85.15438879237388, -85.15683937395028, -85.15438879237388, -85.14948762922103, -85.14703704764469","35.0722475109327, 35.06800297913429, 35.06800297913429, 35.0722475109327, 35.076492042731104, 35.076492042731104, 35.0722475109327",2,2,14,35.07224751,-85.15193821
376,176,AS-18,"-85.13968530291544, 35.06800297913429, -85.14213588449195, 35.063758447335715, -85.14703704764469, 35.063758447335715, -85.14948762922103, 35.06800297913429, -85.14703704764469, 35.0722475109327, -85.14213588449195, 35.0722475109327, -85.13968530291544, 35.06800297913429","-85.13968530291544, -85.14213588449195, -85.14703704764469, -85.14948762922103, -85.14703704764469, -85.14213588449195, -85.13968530291544","35.06800297913429, 35.063758447335715, 35.063758447335715, 35.06800297913429, 35.0722475109327, 35.0722475109327, 35.06800297913429",2,2,17,35.06800298,-85.14458647
377,22,AT-18,"-85.13233355818636, 35.0722475109327, -85.1347841397627, 35.06800297913429, -85.13968530291544, 35.06800297913429, -85.14213588449195, 35.0722475109327, -85.13968530291544, 35.076492042731104, -85.1347841397627, 35.076492042731104, -85.13233355818636, 35.0722475109327","-85.13233355818636, -85.1347841397627, -85.13968530291544, -85.14213588449195, -85.13968530291544, -85.1347841397627, -85.13233355818636","35.0722475109327, 35.06800297913429, 35.06800297913429, 35.0722475109327, 35.076492042731104, 35.076492042731104, 35.0722475109327",4,2,17,35.07224751,-85.13723472
378,6,AU-18,"-85.12498181345711, 35.06800297913429, -85.12743239503351, 35.063758447335715, -85.13233355818636, 35.063758447335715, -85.1347841397627, 35.06800297913429, -85.13233355818636, 35.0722475109327, -85.12743239503351, 35.0722475109327, -85.12498181345711, 35.06800297913429","-85.12498181345711, -85.12743239503351, -85.13233355818636, -85.1347841397627, -85.13233355818636, -85.12743239503351, -85.12498181345711","35.06800297913429, 35.063758447335715, 35.063758447335715, 35.06800297913429, 35.0722475109327, 35.0722475109327, 35.06800297913429",2,2,19,35.06800298,-85.12988298
379,14,AV-18,"-85.11763006872792, 35.0722475109327, -85.12008065030426, 35.06800297913429, -85.12498181345711, 35.06800297913429, -85.12743239503351, 35.0722475109327, -85.12498181345711, 35.076492042731104, -85.12008065030426, 35.076492042731104, -85.11763006872792, 35.0722475109327","-85.11763006872792, -85.12008065030426, -85.12498181345711, -85.12743239503351, -85.12498181345711, -85.12008065030426, -85.11763006872792","35.0722475109327, 35.06800297913429, 35.06800297913429, 35.0722475109327, 35.076492042731104, 35.076492042731104, 35.0722475109327",8,2,11,35.07224751,-85.12253123
380,54,AW-18,"-85.11027832399867, 35.06800297913429, -85.11272890557512, 35.063758447335715, -85.11763006872792, 35.063758447335715, -85.12008065030426, 35.06800297913429, -85.11763006872792, 35.0722475109327, -85.11272890557512, 35.0722475109327, -85.11027832399867, 35.06800297913429","-85.11027832399867, -85.11272890557512, -85.11763006872792, -85.12008065030426, -85.11763006872792, -85.11272890557512, -85.11027832399867","35.06800297913429, 35.063758447335715, 35.063758447335715, 35.06800297913429, 35.0722475109327, 35.0722475109327, 35.06800297913429",2,2,11,35.06800298,-85.11517949
381,192,AX-18,"-85.10292657926954, 35.0722475109327, -85.10537716084593, 35.06800297913429, -85.11027832399867, 35.06800297913429, -85.11272890557512, 35.0722475109327, -85.11027832399867, 35.076492042731104, -85.10537716084593, 35.076492042731104, -85.10292657926954, 35.0722475109327","-85.10292657926954, -85.10537716084593, -85.11027832399867, -85.11272890557512, -85.11027832399867, -85.10537716084593, -85.10292657926954","35.0722475109327, 35.06800297913429, 35.06800297913429, 35.0722475109327, 35.076492042731104, 35.076492042731104, 35.0722475109327",4,2,11,35.07224751,-85.10782774
382,89,AY-18,"-85.09557483454034, 35.06800297913429, -85.09802541611668, 35.063758447335715, -85.10292657926954, 35.063758447335715, -85.10537716084593, 35.06800297913429, -85.10292657926954, 35.0722475109327, -85.09802541611668, 35.0722475109327, -85.09557483454034, 35.06800297913429","-85.09557483454034, -85.09802541611668, -85.10292657926954, -85.10537716084593, -85.10292657926954, -85.09802541611668, -85.09557483454034","35.06800297913429, 35.063758447335715, 35.063758447335715, 35.06800297913429, 35.0722475109327, 35.0722475109327, 35.06800297913429",2,2,16,35.06800298,-85.100476
383,20,AZ-18,"-85.0882230898111, 35.0722475109327, -85.09067367138749, 35.06800297913429, -85.09557483454034, 35.06800297913429, -85.09802541611668, 35.0722475109327, -85.09557483454034, 35.076492042731104, -85.09067367138749, 35.076492042731104, -85.0882230898111, 35.0722475109327","-85.0882230898111, -85.09067367138749, -85.09557483454034, -85.09802541611668, -85.09557483454034, -85.09067367138749, -85.0882230898111","35.0722475109327, 35.06800297913429, 35.06800297913429, 35.0722475109327, 35.076492042731104, 35.076492042731104, 35.0722475109327",2,2,19,35.07224751,-85.09312425
384,11,BA-18,"-85.0808713450819, 35.06800297913429, -85.08332192665836, 35.063758447335715, -85.0882230898111, 35.063758447335715, -85.09067367138749, 35.06800297913429, -85.0882230898111, 35.0722475109327, -85.08332192665836, 35.0722475109327, -85.0808713450819, 35.06800297913429","-85.0808713450819, -85.08332192665836, -85.0882230898111, -85.09067367138749, -85.0882230898111, -85.08332192665836, -85.0808713450819","35.06800297913429, 35.063758447335715, 35.063758447335715, 35.06800297913429, 35.0722475109327, 35.0722475109327, 35.06800297913429",2,2,19,35.06800298,-85.08577251
385,0,P-17,"-85.35288590006218, 35.08073657452945, -85.35533648163857, 35.076492042731104, -85.36023764479137, 35.076492042731104, -85.36268822636777, 35.08073657452945, -85.36023764479137, 35.08498110632786, -85.35533648163857, 35.08498110632786, -85.35288590006218, 35.08073657452945","-85.35288590006218, -85.35533648163857, -85.36023764479137, -85.36268822636777, -85.36023764479137, -85.35533648163857, -85.35288590006218","35.08073657452945, 35.076492042731104, 35.076492042731104, 35.08073657452945, 35.08498110632786, 35.08498110632786, 35.08073657452945",1,2,19,35.08073657,-85.35778706
386,0,Q-17,"-85.34553415533298, 35.076492042731104, -85.34798473690932, 35.0722475109327, -85.35288590006218, 35.0722475109327, -85.35533648163857, 35.076492042731104, -85.35288590006218, 35.08073657452945, -85.34798473690932, 35.08073657452945, -85.34553415533298, 35.076492042731104","-85.34553415533298, -85.34798473690932, -85.35288590006218, -85.35533648163857, -85.35288590006218, -85.34798473690932, -85.34553415533298","35.076492042731104, 35.0722475109327, 35.0722475109327, 35.076492042731104, 35.08073657452945, 35.08073657452945, 35.076492042731104",1,2,19,35.07649204,-85.35043532
387,0,S-17,"-85.3308306658746, 35.076492042731104, -85.333281247451, 35.0722475109327, -85.33818241060374, 35.0722475109327, -85.34063299218019, 35.076492042731104, -85.33818241060374, 35.08073657452945, -85.333281247451, 35.08073657452945, -85.3308306658746, 35.076492042731104","-85.3308306658746, -85.333281247451, -85.33818241060374, -85.34063299218019, -85.33818241060374, -85.333281247451, -85.3308306658746","35.076492042731104, 35.0722475109327, 35.0722475109327, 35.076492042731104, 35.08073657452945, 35.08073657452945, 35.076492042731104",2,2,19,35.07649204,-85.33573183
388,37,T-17,"-85.32347892114541, 35.08073657452945, -85.32592950272175, 35.076492042731104, -85.3308306658746, 35.076492042731104, -85.333281247451, 35.08073657452945, -85.3308306658746, 35.08498110632786, -85.32592950272175, 35.08498110632786, -85.32347892114541, 35.08073657452945","-85.32347892114541, -85.32592950272175, -85.3308306658746, -85.333281247451, -85.3308306658746, -85.32592950272175, -85.32347892114541","35.08073657452945, 35.076492042731104, 35.076492042731104, 35.08073657452945, 35.08498110632786, 35.08498110632786, 35.08073657452945",2,2,17,35.08073657,-85.32838008
389,181,U-17,"-85.31612717641616, 35.076492042731104, -85.31857775799256, 35.0722475109327, -85.32347892114541, 35.0722475109327, -85.32592950272175, 35.076492042731104, -85.32347892114541, 35.08073657452945, -85.31857775799256, 35.08073657452945, -85.31612717641616, 35.076492042731104","-85.31612717641616, -85.31857775799256, -85.32347892114541, -85.32592950272175, -85.32347892114541, -85.31857775799256, -85.31612717641616","35.076492042731104, 35.0722475109327, 35.0722475109327, 35.076492042731104, 35.08073657452945, 35.08073657452945, 35.076492042731104",2,2,19,35.07649204,-85.32102834
390,18,V-17,"-85.30877543168691, 35.08073657452945, -85.31122601326342, 35.076492042731104, -85.31612717641616, 35.076492042731104, -85.31857775799256, 35.08073657452945, -85.31612717641616, 35.08498110632786, -85.31122601326342, 35.08498110632786, -85.30877543168691, 35.08073657452945","-85.30877543168691, -85.31122601326342, -85.31612717641616, -85.31857775799256, -85.31612717641616, -85.31122601326342, -85.30877543168691","35.08073657452945, 35.076492042731104, 35.076492042731104, 35.08073657452945, 35.08498110632786, 35.08498110632786, 35.08073657452945",2,2,19,35.08073657,-85.31367659
391,64,W-17,"-85.30142368695783, 35.076492042731104, -85.30387426853423, 35.0722475109327, -85.30877543168691, 35.0722475109327, -85.31122601326342, 35.076492042731104, -85.30877543168691, 35.08073657452945, -85.30387426853423, 35.08073657452945, -85.30142368695783, 35.076492042731104","-85.30142368695783, -85.30387426853423, -85.30877543168691, -85.31122601326342, -85.30877543168691, -85.30387426853423, -85.30142368695783","35.076492042731104, 35.0722475109327, 35.0722475109327, 35.076492042731104, 35.08073657452945, 35.08073657452945, 35.076492042731104",2,2,19,35.07649204,-85.30632485
392,98,X-17,"-85.29407194222858, 35.08073657452945, -85.29652252380498, 35.076492042731104, -85.30142368695783, 35.076492042731104, -85.30387426853417, 35.08073657452945, -85.30142368695783, 35.08498110632786, -85.29652252380498, 35.08498110632786, -85.29407194222858, 35.08073657452945","-85.29407194222858, -85.29652252380498, -85.30142368695783, -85.30387426853417, -85.30142368695783, -85.29652252380498, -85.29407194222858","35.08073657452945, 35.076492042731104, 35.076492042731104, 35.08073657452945, 35.08498110632786, 35.08498110632786, 35.08073657452945",2,2,19,35.08073657,-85.29897311
393,32,Y-17,"-85.28672019749939, 35.076492042731104, -85.28917077907573, 35.0722475109327, -85.29407194222858, 35.0722475109327, -85.29652252380498, 35.076492042731104, -85.29407194222858, 35.08073657452945, -85.28917077907573, 35.08073657452945, -85.28672019749939, 35.076492042731104","-85.28672019749939, -85.28917077907573, -85.29407194222858, -85.29652252380498, -85.29407194222858, -85.28917077907573, -85.28672019749939","35.076492042731104, 35.0722475109327, 35.0722475109327, 35.076492042731104, 35.08073657452945, 35.08073657452945, 35.076492042731104",2,2,19,35.07649204,-85.29162136
394,2,Z-17,"-85.27936845277014, 35.08073657452945, -85.28181903434665, 35.076492042731104, -85.28672019749939, 35.076492042731104, -85.28917077907573, 35.08073657452945, -85.28672019749939, 35.08498110632786, -85.28181903434665, 35.08498110632786, -85.27936845277014, 35.08073657452945","-85.27936845277014, -85.28181903434665, -85.28672019749939, -85.28917077907573, -85.28672019749939, -85.28181903434665, -85.27936845277014","35.08073657452945, 35.076492042731104, 35.076492042731104, 35.08073657452945, 35.08498110632786, 35.08498110632786, 35.08073657452945",2,2,19,35.08073657,-85.28426962
395,2,AA-17,"-85.27201670804106, 35.076492042731104, -85.2744672896174, 35.0722475109327, -85.27936845277014, 35.0722475109327, -85.28181903434665, 35.076492042731104, -85.27936845277014, 35.08073657452945, -85.2744672896174, 35.08073657452945, -85.27201670804106, 35.076492042731104","-85.27201670804106, -85.2744672896174, -85.27936845277014, -85.28181903434665, -85.27936845277014, -85.2744672896174, -85.27201670804106","35.076492042731104, 35.0722475109327, 35.0722475109327, 35.076492042731104, 35.08073657452945, 35.08073657452945, 35.076492042731104",NA,NA,NA,35.07649204,-85.27691787
396,21,AB-17,"-85.26466496331182, 35.08073657452945, -85.26711554488821, 35.076492042731104, -85.27201670804106, 35.076492042731104, -85.2744672896174, 35.08073657452945, -85.27201670804106, 35.08498110632786, -85.26711554488821, 35.08498110632786, -85.26466496331182, 35.08073657452945","-85.26466496331182, -85.26711554488821, -85.27201670804106, -85.2744672896174, -85.27201670804106, -85.26711554488821, -85.26466496331182","35.08073657452945, 35.076492042731104, 35.076492042731104, 35.08073657452945, 35.08498110632786, 35.08498110632786, 35.08073657452945",1,2,19,35.08073657,-85.26956613
397,117,AC-17,"-85.25731321858262, 35.076492042731104, -85.25976380015896, 35.0722475109327, -85.26466496331182, 35.0722475109327, -85.26711554488821, 35.076492042731104, -85.26466496331182, 35.08073657452945, -85.25976380015896, 35.08073657452945, -85.25731321858262, 35.076492042731104","-85.25731321858262, -85.25976380015896, -85.26466496331182, -85.26711554488821, -85.26466496331182, -85.25976380015896, -85.25731321858262","35.076492042731104, 35.0722475109327, 35.0722475109327, 35.076492042731104, 35.08073657452945, 35.08073657452945, 35.076492042731104",2,2,19,35.07649204,-85.26221438
398,27,AD-17,"-85.24996147385338, 35.08073657452945, -85.25241205542983, 35.076492042731104, -85.25731321858262, 35.076492042731104, -85.25976380015896, 35.08073657452945, -85.25731321858262, 35.08498110632786, -85.25241205542983, 35.08498110632786, -85.24996147385338, 35.08073657452945","-85.24996147385338, -85.25241205542983, -85.25731321858262, -85.25976380015896, -85.25731321858262, -85.25241205542983, -85.24996147385338","35.08073657452945, 35.076492042731104, 35.076492042731104, 35.08073657452945, 35.08498110632786, 35.08498110632786, 35.08073657452945",2,2,19,35.08073657,-85.25486264
399,48,AE-17,"-85.24260972912424, 35.076492042731104, -85.24506031070064, 35.0722475109327, -85.24996147385338, 35.0722475109327, -85.25241205542983, 35.076492042731104, -85.24996147385338, 35.08073657452945, -85.24506031070064, 35.08073657452945, -85.24260972912424, 35.076492042731104","-85.24260972912424, -85.24506031070064, -85.24996147385338, -85.25241205542983, -85.24996147385338, -85.24506031070064, -85.24260972912424","35.076492042731104, 35.0722475109327, 35.0722475109327, 35.076492042731104, 35.08073657452945, 35.08073657452945, 35.076492042731104",2,2,19,35.07649204,-85.24751089
400,46,AF-17,"-85.23525798439505, 35.08073657452945, -85.23770856597139, 35.076492042731104, -85.24260972912424, 35.076492042731104, -85.24506031070064, 35.08073657452945, -85.24260972912424, 35.08498110632786, -85.23770856597139, 35.08498110632786, -85.23525798439505, 35.08073657452945","-85.23525798439505, -85.23770856597139, -85.24260972912424, -85.24506031070064, -85.24260972912424, -85.23770856597139, -85.23525798439505","35.08073657452945, 35.076492042731104, 35.076492042731104, 35.08073657452945, 35.08498110632786, 35.08498110632786, 35.08073657452945",2,2,19,35.08073657,-85.24015915
401,55,AG-17,"-85.2279062396658, 35.076492042731104, -85.2303568212422, 35.0722475109327, -85.23525798439505, 35.0722475109327, -85.23770856597139, 35.076492042731104, -85.23525798439505, 35.08073657452945, -85.2303568212422, 35.08073657452945, -85.2279062396658, 35.076492042731104","-85.2279062396658, -85.2303568212422, -85.23525798439505, -85.23770856597139, -85.23525798439505, -85.2303568212422, -85.2279062396658","35.076492042731104, 35.0722475109327, 35.0722475109327, 35.076492042731104, 35.08073657452945, 35.08073657452945, 35.076492042731104",2,2,19,35.07649204,-85.2328074
402,57,AH-17,"-85.22055449493655, 35.08073657452945, -85.22300507651306, 35.076492042731104, -85.2279062396658, 35.076492042731104, -85.2303568212422, 35.08073657452945, -85.2279062396658, 35.08498110632786, -85.22300507651306, 35.08498110632786, -85.22055449493655, 35.08073657452945","-85.22055449493655, -85.22300507651306, -85.2279062396658, -85.2303568212422, -85.2279062396658, -85.22300507651306, -85.22055449493655","35.08073657452945, 35.076492042731104, 35.076492042731104, 35.08073657452945, 35.08498110632786, 35.08498110632786, 35.08073657452945",2,2,19,35.08073657,-85.22545566
403,31,AI-17,"-85.21320275020747, 35.076492042731104, -85.21565333178387, 35.0722475109327, -85.22055449493655, 35.0722475109327, -85.22300507651306, 35.076492042731104, -85.22055449493655, 35.08073657452945, -85.21565333178387, 35.08073657452945, -85.21320275020747, 35.076492042731104","-85.21320275020747, -85.21565333178387, -85.22055449493655, -85.22300507651306, -85.22055449493655, -85.21565333178387, -85.21320275020747","35.076492042731104, 35.0722475109327, 35.0722475109327, 35.076492042731104, 35.08073657452945, 35.08073657452945, 35.076492042731104",2,2,19,35.07649204,-85.21810391
404,186,AJ-17,"-85.20585100547828, 35.08073657452945, -85.20830158705462, 35.076492042731104, -85.21320275020747, 35.076492042731104, -85.21565333178387, 35.08073657452945, -85.21320275020747, 35.08498110632786, -85.20830158705462, 35.08498110632786, -85.20585100547828, 35.08073657452945","-85.20585100547828, -85.20830158705462, -85.21320275020747, -85.21565333178387, -85.21320275020747, -85.20830158705462, -85.20585100547828","35.08073657452945, 35.076492042731104, 35.076492042731104, 35.08073657452945, 35.08498110632786, 35.08498110632786, 35.08073657452945",2,2,14,35.08073657,-85.21075217
405,80,AK-17,"-85.19849926074903, 35.076492042731104, -85.20094984232549, 35.0722475109327, -85.20585100547828, 35.0722475109327, -85.20830158705462, 35.076492042731104, -85.20585100547828, 35.08073657452945, -85.20094984232549, 35.08073657452945, -85.19849926074903, 35.076492042731104","-85.19849926074903, -85.20094984232549, -85.20585100547828, -85.20830158705462, -85.20585100547828, -85.20094984232549, -85.19849926074903","35.076492042731104, 35.0722475109327, 35.0722475109327, 35.076492042731104, 35.08073657452945, 35.08073657452945, 35.076492042731104",2,2,19,35.07649204,-85.20340042
