Accident,Longitude,Latitude,Unix,Hour,Date,Join_Count,GRID_ID,Grid_Num,NBR_LANES,TY_TERRAIN,FUNC_CLASS,cloudCover,dewPoint,humidity,precipIntensity,pressure,temperature,uvIndex,visibility,windSpeed,Rain,Cloudy,Foggy,Snow,Clear,RainBefore,DayFrame,WeekDay,DayOfWeek
1,-85.195016,35.131588,1578391200,10,1/7/2020,10,AL-11,592,2,2,19,0.89,45.01,0.86,0.0194,1014.7,49.08,0,9.945,6.48,1,0,0,0,0,1,3,1,1
1,-85.211162,35.001823,1578387600,9,1/7/2020,661,AJ-26,70,4,1,11,0.86,43.8,0.86,0.0318,1014.9,47.78,0,9.27,3.89,1,0,0,0,0,1,2,1,1
1,-85.29589,35.01579,1578387600,9,1/7/2020,17,X-25,97,2,2,19,0.84,44.02,0.84,0.0303,1015.1,48.54,0,9.648,5.25,1,0,0,0,0,1,2,1,1
1,-85.190369,35.011004,1578387600,9,1/7/2020,194,AM-25,111,8,2,11,0.87,43.75,0.86,0.0336,1014.9,47.68,0,9.182,5.5,1,0,0,0,0,1,2,1,1
1,-85.238444,35.122929,1578384000,8,1/7/2020,942,AF-12,566,2,2,19,0.85,41.04,0.82,0.041,1015.5,46.36,0,8.203,5.29,1,0,0,0,0,0,2,1,1
1,-85.310189,35.026626,1578384000,8,1/7/2020,221,W-23,175,8,2,11,0.85,41.89,0.81,0.0309,1015.5,47.36,0,8.615,5.65,1,0,0,0,0,0,2,1,1
1,-85.132229,35.037222,1578384000,8,1/7/2020,92,AU-22,236,2,2,16,0.78,40.31,0.8,0.0281,1015.5,46.02,0,8.674,6.59,1,0,0,0,0,0,2,1,1
1,-85.200274,35.008246,1578380400,7,1/7/2020,833,AK-25,109,8,2,11,0.86,39.04,0.78,0.0041,1015.8,45.66,0,10,4.24,0,1,0,0,0,0,2,1,1
1,-85.309493,35.055404,1578380400,7,1/7/2020,764,V-20,281,6,2,11,0.82,39.93,0.78,0.008,1016,46.28,0,10,4.45,1,0,0,0,0,0,2,1,1
1,-85.135135,35.032279,1578380400,7,1/7/2020,27,AT-23,198,2,2,19,0.81,38.23,0.77,0.0058,1016.1,45.14,0,10,5.06,0,1,0,0,0,0,2,1,1
1,-85.176864,35.01057,1578380400,7,1/7/2020,13,AO-25,113,2,2,19,0.83,38.71,0.77,0.0048,1015.9,45.38,0,10,4.66,0,1,0,0,0,0,2,1,1
1,-85.230901,35.007378,1578380400,7,1/7/2020,356,AG-25,105,2,2,19,0.84,39.13,0.78,0.0059,1015.9,45.5,0,10,4.11,0,1,0,0,0,0,2,1,1
1,-85.124033,35.029954,1578380400,7,1/7/2020,54,AV-23,200,2,2,19,0.8,37.99,0.77,0.0058,1016.1,44.92,0,10,5.23,0,1,0,0,0,0,2,1,1
1,-85.065146,35.088278,1578380400,7,1/7/2020,289,BD-16,460,2,2,16,0.81,37.52,0.75,0.0063,1016.2,44.95,0,10,5.22,0,1,0,0,0,0,2,1,1
1,-85.177674,35.019094,1578380400,7,1/7/2020,417,AO-24,153,2,2,19,0.84,38.74,0.77,0.0045,1015.9,45.48,0,10,4.57,0,1,0,0,0,0,2,1,1
1,-85.078179,35.082723,1578380400,7,1/7/2020,322,BB-17,423,2,2,19,0.8,37.76,0.76,0.0064,1016.2,45.02,0,10,5.21,0,1,0,0,0,0,2,1,1
1,-85.078179,35.082723,1578380400,7,1/7/2020,322,BB-17,423,2,2,19,0.8,37.76,0.76,0.0064,1016.2,45.02,0,10,5.21,0,1,0,0,0,0,2,1,1
1,-85.078179,35.082723,1578380400,7,1/7/2020,322,BB-17,423,2,2,19,0.8,37.76,0.76,0.0064,1016.2,45.02,0,10,5.21,0,1,0,0,0,0,2,1,1
1,-85.078179,35.082723,1578380400,7,1/7/2020,322,BB-17,423,2,2,19,0.8,37.76,0.76,0.0064,1016.2,45.02,0,10,5.21,0,1,0,0,0,0,2,1,1
1,-85.078179,35.082723,1578380400,7,1/7/2020,322,BB-17,423,2,2,19,0.8,37.76,0.76,0.0064,1016.2,45.02,0,10,5.21,0,1,0,0,0,0,2,1,1
1,-85.073441,35.084142,1578380400,7,1/7/2020,447,BC-16,459,2,2,16,0.8,37.63,0.75,0.0064,1016.2,44.99,0,10,5.22,0,1,0,0,0,0,2,1,1
1,-85.07327,35.084202,1578380400,7,1/7/2020,447,BC-16,459,2,2,16,0.8,37.63,0.75,0.0064,1016.2,44.99,0,10,5.22,0,1,0,0,0,0,2,1,1
1,-85.105657,35.075656,1578380400,7,1/7/2020,192,AX-18,382,4,2,11,0.81,38.06,0.77,0.0067,1016.1,45,0,10,5.08,0,1,0,0,0,0,2,1,1
1,-85.3161,35.118812,1578376800,6,1/7/2020,29,V-13,533,2,2,19,0.85,38.13,0.76,0.0037,1016.7,45.18,0,10,3.33,0,1,0,0,0,0,2,1,1
1,-85.309567,35.049668,1578369600,4,1/7/2020,999,W-20,282,2,2,16,0.6,36.21,0.69,0.0003,1018.7,45.61,0,10,2.37,0,1,0,0,0,0,1,1,1
1,-85.314016,35.049911,1578520800,22,1/8/2020,1252,V-21,245,2,2,17,0.01,32.93,0.42,0,1029.6,55.88,0,10,2.28,0,0,0,0,1,0,1,1,2
1,-85.31401,35.05019,1578520800,22,1/8/2020,1252,V-21,245,2,2,17,0.01,32.93,0.42,0,1029.6,55.88,0,10,2.28,0,0,0,0,1,0,1,1,2
1,-85.314703,35.053533,1578520800,22,1/8/2020,764,V-20,281,6,2,11,0,32.58,0.38,0,1029.6,57.85,0,10,2.3,0,0,0,0,1,0,1,1,2
1,-85.314444,35.053305,1578520800,22,1/8/2020,764,V-20,281,6,2,11,0,32.58,0.38,0,1029.6,57.85,0,10,2.3,0,0,0,0,1,0,1,1,2
1,-85.246468,35.024158,1578517200,21,1/8/2020,485,AE-23,183,2,2,19,0,30.58,0.35,0,1029.2,57.84,1,10,2.9,0,0,0,0,1,0,1,1,2
1,-85.120562,35.053429,1578517200,21,1/8/2020,12,AV-20,307,2,2,19,0,31.34,0.38,0,1029.1,56.98,1,10,2.73,0,0,0,0,1,0,1,1,2
1,-85.120562,35.053429,1578517200,21,1/8/2020,12,AV-20,307,2,2,19,0,31.34,0.38,0,1029.1,56.98,1,10,2.73,0,0,0,0,1,0,1,1,2
1,-85.327973,35.098369,1578513600,20,1/8/2020,372,T-15,466,2,2,19,0,31.22,0.34,0,1028.9,59.48,2,10,2.83,0,0,0,0,1,0,1,1,2
1,-85.314188,35.049615,1578506400,18,1/8/2020,1252,V-21,245,2,2,17,0,30.38,0.37,0,1029.4,56.05,3,10,3.38,0,0,0,0,1,0,4,1,2
1,-85.308387,35.047125,1578506400,18,1/8/2020,999,W-20,282,2,2,16,0,30.31,0.38,0,1029.4,55.39,3,10,3.53,0,0,0,0,1,0,4,1,2
1,-85.307153,35.045547,1578502800,17,1/8/2020,543,W-21,246,2,2,17,0,31.48,0.46,0,1030.2,51.72,3,10,3.49,0,0,0,0,1,0,4,1,2
1,-85.245876,35.137652,1578502800,17,1/8/2020,430,AE-10,605,6,2,14,0,31.98,0.47,0,1030.1,51.74,3,10,3.85,0,0,0,0,1,0,4,1,2
1,-85.078216,35.082937,1578502800,17,1/8/2020,322,BB-17,423,2,2,19,0,31.1,0.46,0,1030.2,51.04,3,10,3.5,0,0,0,0,1,0,4,1,2
1,-85.293208,35.016024,1578502800,17,1/8/2020,467,Y-24,137,2,2,14,0,31.09,0.45,0,1030.3,51.6,3,10,3.34,0,0,0,0,1,0,4,1,2
1,-85.17141,35.07441,1578502800,17,1/8/2020,77,AO-17,410,2,2,19,0,30.81,0.45,0,1030.3,51.68,3,10,3.65,0,0,0,0,1,0,4,1,2
1,-85.254881,35.027655,1578502800,17,1/8/2020,170,AD-23,182,2,2,19,0,30.06,0.44,0,1030.2,51.46,3,10,3.49,0,0,0,0,1,0,4,1,2
1,-85.264294,35.031053,1578502800,17,1/8/2020,395,AC-22,218,2,2,19,0,30.48,0.44,0,1030.3,51.41,3,10,3.44,0,0,0,0,1,0,4,1,2
1,-85.19614,35.0238,1578502800,17,1/8/2020,258,AL-24,150,2,2,19,0,28.19,0.39,0,1030.5,52.72,3,10,4.05,0,0,0,0,1,0,4,1,2
1,-85.28921,35.06875,1578502800,17,1/8/2020,155,Y-18,357,2,2,19,0,31.54,0.46,0,1030.2,51.68,3,10,3.58,0,0,0,0,1,0,4,1,2
1,-85.289238,35.067734,1578502800,17,1/8/2020,155,Y-18,357,2,2,19,0,31.54,0.46,0,1030.2,51.68,3,10,3.58,0,0,0,0,1,0,4,1,2
1,-85.28932,35.06901,1578502800,17,1/8/2020,155,Y-18,357,2,2,19,0,31.54,0.46,0,1030.2,51.68,3,10,3.58,0,0,0,0,1,0,4,1,2
1,-85.26761,35.034727,1578499200,16,1/8/2020,373,AB-22,217,2,2,19,0,31.42,0.53,0,1031.3,47.55,2,10,3.39,0,0,0,0,1,0,4,1,2
1,-85.304479,35.033705,1578499200,16,1/8/2020,561,W-22,212,2,2,19,0,31.64,0.54,0,1031.3,47.56,2,10,3.43,0,0,0,0,1,0,4,1,2
1,-85.218494,35.091529,1578499200,16,1/8/2020,180,AI-15,478,2,2,12,0,31.36,0.53,0,1031.2,47.61,2,10,3.58,0,0,0,0,1,0,4,1,2
1,-85.27073,35.03143,1578499200,16,1/8/2020,203,AB-23,180,2,2,19,0,31.31,0.53,0,1031.3,47.43,2,10,3.36,0,0,0,0,1,0,4,1,2
1,-85.231596,35.006421,1578499200,16,1/8/2020,356,AG-25,105,2,2,19,0,30.74,0.52,0,1031.3,47.29,2,10,3.23,0,0,0,0,1,0,4,1,2
1,-85.384217,35.018905,1578495600,15,1/8/2020,53,L-24,124,2,2,16,0,31.22,0.65,0,1031.3,42.02,1,10,3.36,0,0,0,0,1,0,4,1,2
1,-85.246697,35.182577,1578495600,15,1/8/2020,176,AE-5,680,4,2,14,0,32.18,0.65,0,1031.2,43.32,1,10,3.09,0,0,0,0,1,0,4,1,2
1,-85.16043,35.04416,1578495600,15,1/8/2020,833,AQ-21,266,4,2,14,0,30.99,0.64,0,1031.2,42.26,1,10,3.07,0,0,0,0,1,0,4,1,2
1,-85.16043,35.04416,1578495600,15,1/8/2020,833,AQ-21,266,4,2,14,0,30.99,0.64,0,1031.2,42.26,1,10,3.07,0,0,0,0,1,0,4,1,2
1,-85.16043,35.04416,1578495600,15,1/8/2020,833,AQ-21,266,4,2,14,0,30.99,0.64,0,1031.2,42.26,1,10,3.07,0,0,0,0,1,0,4,1,2
1,-85.229724,35.141442,1578495600,15,1/8/2020,139,AG-9,627,2,2,19,0,31.75,0.64,0,1031.2,43.08,1,10,3.09,0,0,0,0,1,0,4,1,2
1,-85.229724,35.141442,1578495600,15,1/8/2020,139,AG-9,627,2,2,19,0,31.75,0.64,0,1031.2,43.08,1,10,3.09,0,0,0,0,1,0,4,1,2
1,-85.291874,35.084751,1578495600,15,1/8/2020,111,Y-16,433,2,2,19,0,31.7,0.65,0,1031.3,42.52,1,10,3.16,0,0,0,0,1,0,4,1,2
1,-85.219714,35.03487,1578492000,14,1/8/2020,45,AI-22,224,2,2,19,0,29.55,0.78,0,1030.3,35.69,0,10,3.3,0,0,0,0,1,0,4,1,2
1,-85.229724,35.141442,1578492000,14,1/8/2020,139,AG-9,627,2,2,19,0,28.59,0.72,0,1030.5,36.73,0,10,3.52,0,0,0,0,1,0,4,1,2
1,-85.341613,35.023411,1578492000,14,1/8/2020,94,R-24,130,2,3,16,0,28.91,0.74,0,1030.5,36.46,0,10,3.14,0,0,0,0,1,0,4,1,2
1,-85.224144,35.035171,1578488400,13,1/8/2020,60,AH-22,223,2,2,19,0,27.52,0.84,0,1029.8,31.76,0,10,1.73,0,0,0,0,1,0,3,1,2
1,-85.224144,35.035171,1578488400,13,1/8/2020,60,AH-22,223,2,2,19,0,27.52,0.84,0,1029.8,31.76,0,10,1.73,0,0,0,0,1,0,3,1,2
1,-85.224144,35.035171,1578488400,13,1/8/2020,60,AH-22,223,2,2,19,0,27.52,0.84,0,1029.8,31.76,0,10,1.73,0,0,0,0,1,0,3,1,2
1,-85.160277,35.104579,1578488400,13,1/8/2020,163,AQ-14,518,4,2,14,0,26.7,0.76,0.0009,1029.7,33.33,0,10,3.38,0,0,0,0,1,0,3,1,2
1,-85.24303,35.095546,1578488400,13,1/8/2020,184,AF-15,475,4,2,14,0,26.54,0.75,0.0009,1029.7,33.47,0,10,3.45,0,0,0,0,1,0,3,1,2
1,-85.280918,35.097491,1578484800,12,1/8/2020,39,Z-15,469,2,2,19,0,26.57,0.78,0.0008,1028.9,32.75,0,10,3.3,0,0,0,0,1,0,3,1,2
1,-85.26977,35.071166,1578484800,12,1/8/2020,124,AB-18,360,2,2,19,0,25.84,0.76,0.0008,1028.9,32.5,0,10,3.1,0,0,0,0,1,0,3,1,2
1,-85.159313,35.033379,1578481200,11,1/8/2020,884,AQ-22,232,2,2,17,0,25.23,0.76,0,1028,32.03,0,10,2.96,0,0,0,0,1,0,3,1,2
1,-85.256848,35.114504,1578481200,11,1/8/2020,208,AD-13,540,2,2,19,0,25.59,0.74,0,1027.9,32.9,0,10,3.35,0,0,0,0,1,0,3,1,2
1,-85.216379,35.009723,1578477600,10,1/8/2020,592,AI-25,107,2,2,19,0,26.17,0.79,0,1028.1,31.92,0,10,2.06,0,0,0,0,1,0,3,1,2
1,-85.224552,35.004693,1578477600,10,1/8/2020,486,AH-26,68,2,2,19,0,26.04,0.78,0,1028.1,31.98,0,10,2.29,0,0,0,0,1,0,3,1,2
1,-85.242831,35.012894,1578477600,10,1/8/2020,455,AF-25,104,2,2,19,0,26.23,0.79,0,1028.1,32.07,0,10,2.41,0,0,0,0,1,0,3,1,2
1,-85.296023,35.060062,1578474000,9,1/8/2020,4,Y-19,319,2,2,19,0,25.55,0.73,0,1028,33.2,0,10,3.01,0,0,0,0,1,0,2,1,2
1,-85.242539,35.048515,1578474000,9,1/8/2020,224,AF-21,255,2,2,19,0,26.01,0.75,0,1027.7,33.19,0,10,2.33,0,0,0,0,1,0,2,1,2
1,-85.240227,35.04847,1578474000,9,1/8/2020,224,AF-21,255,2,2,19,0,26.01,0.75,0,1027.7,33.19,0,10,2.33,0,0,0,0,1,0,2,1,2
1,-85.240227,35.04847,1578474000,9,1/8/2020,224,AF-21,255,2,2,19,0,26.01,0.75,0,1027.7,33.19,0,10,2.33,0,0,0,0,1,0,2,1,2
1,-85.157528,35.069278,1578474000,9,1/8/2020,48,AQ-18,375,2,2,16,0,25.16,0.73,0,1027.9,32.75,0,10,2.49,0,0,0,0,1,0,2,1,2
1,-85.266832,35.031026,1578470400,8,1/8/2020,203,AB-23,180,2,2,19,0,26.05,0.72,0,1027.5,33.97,0,10,2.76,0,0,0,0,1,0,2,1,2
1,-85.291404,35.041063,1578470400,8,1/8/2020,359,Y-21,248,2,2,19,0,25.95,0.72,0,1027.5,34,0,10,3.03,0,0,0,0,1,0,2,1,2
1,-85.291404,35.041063,1578470400,8,1/8/2020,359,Y-21,248,2,2,19,0,25.95,0.72,0,1027.5,34,0,10,3.03,0,0,0,0,1,0,2,1,2
1,-85.290932,35.041926,1578470400,8,1/8/2020,359,Y-21,248,2,2,19,0,25.95,0.72,0,1027.5,34,0,10,3.03,0,0,0,0,1,0,2,1,2
1,-85.302885,35.036544,1578470400,8,1/8/2020,561,W-22,212,2,2,19,0,25.86,0.72,0,1027.6,33.96,0,10,3.07,0,0,0,0,1,0,2,1,2
1,-85.268992,35.055589,1578470400,8,1/8/2020,134,AB-20,287,2,2,19,0,25.8,0.71,0,1027.5,34.07,0,10,2.98,0,0,0,0,1,0,2,1,2
1,-85.168199,35.041233,1578470400,8,1/8/2020,174,AP-22,231,2,2,19,0,26.89,0.75,0,1027.4,33.99,0,10,2.1,0,0,0,0,1,0,2,1,2
1,-85.168199,35.041233,1578470400,8,1/8/2020,174,AP-22,231,2,2,19,0,26.89,0.75,0,1027.4,33.99,0,10,2.1,0,0,0,0,1,0,2,1,2
1,-85.168199,35.041233,1578470400,8,1/8/2020,174,AP-22,231,2,2,19,0,26.89,0.75,0,1027.4,33.99,0,10,2.1,0,0,0,0,1,0,2,1,2
1,-85.256664,35.04964,1578470400,8,1/8/2020,74,AD-21,253,2,2,19,0,26.13,0.72,0,1027.3,34.17,0,10,2.72,0,0,0,0,1,0,2,1,2
1,-85.282862,35.038935,1578470400,8,1/8/2020,241,Z-22,215,2,2,19,0,25.91,0.72,0,1027.5,33.96,0,10,2.95,0,0,0,0,1,0,2,1,2
1,-85.277176,35.048789,1578463200,6,1/8/2020,18,AA-20,286,2,2,19,0,26.62,0.69,0.0013,1026.7,35.93,0,10,2.93,0,0,0,0,1,0,2,1,2
1,-85.333517,35.105778,1578463200,6,1/8/2020,112,S-14,498,2,2,16,0,26.57,0.69,0.0014,1026.6,35.83,0,10,3.24,0,0,0,0,1,0,2,1,2
1,-85.348061,35.105783,1578463200,6,1/8/2020,48,Q-14,496,3,2,16,0,26.66,0.68,0.0014,1026.6,36.31,0,10,3.24,0,0,0,0,1,0,2,1,2
1,-85.126783,35.055188,1578463200,6,1/8/2020,12,AV-20,307,2,2,19,0,26.55,0.7,0.0015,1026.7,35.49,0,10,2.75,0,0,0,0,1,0,2,1,2
1,-85.126783,35.055188,1578463200,6,1/8/2020,12,AV-20,307,2,2,19,0,26.55,0.7,0.0015,1026.7,35.49,0,10,2.75,0,0,0,0,1,0,2,1,2
1,-85.126783,35.055188,1578463200,6,1/8/2020,12,AV-20,307,2,2,19,0,26.55,0.7,0.0015,1026.7,35.49,0,10,2.75,0,0,0,0,1,0,2,1,2
1,-85.126783,35.055188,1578463200,6,1/8/2020,12,AV-20,307,2,2,19,0,26.55,0.7,0.0015,1026.7,35.49,0,10,2.75,0,0,0,0,1,0,2,1,2
1,-85.259003,35.092753,1578607200,22,1/9/2020,6,AC-15,472,2,2,19,0.73,33.86,0.4,0.0004,1029,57.96,0,10,8.85,0,1,0,0,0,0,1,1,3
1,-85.249463,35.064166,1578603600,21,1/9/2020,149,AE-18,363,2,2,19,0.74,32.86,0.37,0.0007,1029,59.21,1,10,9.41,0,1,0,0,0,0,1,1,3
1,-85.150002,35.040336,1578603600,21,1/9/2020,1359,AR-22,233,4,2,19,0.7,31.85,0.35,0.0009,1029.1,59.7,1,10,9.83,0,1,0,0,0,0,1,1,3
1,-85.203262,35.007414,1578600000,20,1/9/2020,833,AK-25,109,8,2,11,0.74,31.05,0.32,0,1029.3,61.12,2,10,12.08,0,1,0,0,0,0,1,1,3
1,-85.216034,35.006075,1578600000,20,1/9/2020,592,AI-25,107,2,2,19,0.73,31.16,0.32,0,1029.3,61.16,2,10,11.99,0,1,0,0,0,0,1,1,3
1,-85.216034,35.006075,1578600000,20,1/9/2020,592,AI-25,107,2,2,19,0.73,31.16,0.32,0,1029.3,61.16,2,10,11.99,0,1,0,0,0,0,1,1,3
1,-85.227148,35.005132,1578600000,20,1/9/2020,486,AH-26,68,2,2,19,0.73,31.08,0.32,0,1029.4,61.09,2,10,12,0,1,0,0,0,0,1,1,3
1,-85.222083,35.004561,1578600000,20,1/9/2020,486,AH-26,68,2,2,19,0.73,31.08,0.32,0,1029.4,61.09,2,10,12,0,1,0,0,0,0,1,1,3
1,-85.238046,35.008957,1578600000,20,1/9/2020,455,AF-25,104,2,2,19,0.73,31.17,0.32,0,1029.3,60.92,2,10,11.9,0,1,0,0,0,0,1,1,3
1,-85.24899,35.14329,1578596400,19,1/9/2020,491,AE-9,625,2,2,19,0.8,32.61,0.35,0.0014,1029.7,60.16,2,10,12.24,0,1,0,0,0,0,1,1,3
1,-85.263069,35.116283,1578596400,19,1/9/2020,176,AC-12,563,2,2,16,0.79,32.12,0.35,0.0012,1029.7,60.2,2,10,12.23,0,1,0,0,0,0,1,1,3
1,-85.078711,35.091322,1578596400,19,1/9/2020,76,BB-16,458,2,2,19,0.83,30.41,0.31,0.0016,1029.8,61.07,2,10,12.9,0,1,0,0,0,0,1,1,3
1,-85.314581,35.067464,1578592800,18,1/9/2020,382,V-19,316,2,2,19,0.66,31.83,0.36,0.0013,1030.3,58.82,3,10,12.04,0,1,0,0,0,0,4,1,3
1,-85.243044,35.015209,1578592800,18,1/9/2020,455,AF-25,104,2,2,19,0.65,30.83,0.33,0,1030.5,59.86,3,10,12.7,0,1,0,0,0,0,4,1,3
1,-85.243044,35.015209,1578592800,18,1/9/2020,455,AF-25,104,2,2,19,0.65,30.83,0.33,0,1030.5,59.86,3,10,12.7,0,1,0,0,0,0,4,1,3
1,-85.243044,35.015209,1578592800,18,1/9/2020,455,AF-25,104,2,2,19,0.65,30.83,0.33,0,1030.5,59.86,3,10,12.7,0,1,0,0,0,0,4,1,3
1,-85.243683,35.011387,1578592800,18,1/9/2020,455,AF-25,104,2,2,19,0.65,30.83,0.33,0,1030.5,59.86,3,10,12.7,0,1,0,0,0,0,4,1,3
1,-85.321853,35.079397,1578592800,18,1/9/2020,181,U-17,390,2,2,19,0.66,31.82,0.36,0.0013,1030.3,58.43,3,10,12,0,1,0,0,0,0,4,1,3
1,-85.158819,35.024214,1578592800,18,1/9/2020,659,AQ-23,195,2,2,19,0.66,30.86,0.33,0.0012,1030.5,60.02,3,10,12.73,0,1,0,0,0,0,4,1,3
1,-85.177982,35.09333,1578589200,17,1/9/2020,72,AO-15,484,2,2,19,0.52,33.54,0.47,0,1031.9,53.39,3,10,10.15,0,1,0,0,0,0,4,1,3
1,-85.177982,35.09333,1578589200,17,1/9/2020,72,AO-15,484,2,2,19,0.52,33.54,0.47,0,1031.9,53.39,3,10,10.15,0,1,0,0,0,0,4,1,3
1,-85.177982,35.09333,1578589200,17,1/9/2020,72,AO-15,484,2,2,19,0.52,33.54,0.47,0,1031.9,53.39,3,10,10.15,0,1,0,0,0,0,4,1,3
1,-85.246182,35.187162,1578589200,17,1/9/2020,212,AE-4,684,4,2,12,0.55,34.86,0.52,0,1031.8,51.7,2,10,10.2,0,1,0,0,0,0,4,1,3
1,-85.248128,35.074614,1578589200,17,1/9/2020,48,AE-17,400,2,2,19,0.54,33.61,0.47,0,1031.9,53.08,3,10,10.09,0,1,0,0,0,0,4,1,3
1,-85.217049,35.089304,1578589200,17,1/9/2020,180,AI-15,478,2,2,12,0.54,33.54,0.47,0,1031.9,53.16,3,10,10.13,0,1,0,0,0,0,4,1,3
1,-85.217049,35.089304,1578589200,17,1/9/2020,180,AI-15,478,2,2,12,0.54,33.54,0.47,0,1031.9,53.16,3,10,10.13,0,1,0,0,0,0,4,1,3
1,-85.27459,35.032886,1578585600,16,1/9/2020,229,AA-22,216,2,2,19,0.46,33.31,0.56,0.001,1032.9,48.27,2,10,6.95,0,1,0,0,0,0,4,1,3
1,-85.281571,35.032456,1578585600,16,1/9/2020,175,Z-23,178,2,2,19,0.45,33.29,0.56,0.001,1032.9,48.33,2,10,6.95,0,1,0,0,0,0,4,1,3
1,-85.399774,34.99451,1578582000,15,1/9/2020,125,J-27,28,4,2,11,0.37,32.42,0.66,0.0007,1033.1,42.94,1,10,5.32,0,1,0,0,0,0,4,1,3
1,-85.199872,35.022073,1578582000,15,1/9/2020,258,AL-24,150,2,2,19,0.35,33.05,0.75,0,1033.5,40.31,1,10,1.59,0,1,0,0,0,0,4,1,3
1,-85.066502,35.086089,1578582000,15,1/9/2020,289,BD-16,460,2,2,16,0.34,31.82,0.68,0.0006,1033.3,41.79,1,10,3.81,0,1,0,0,0,0,4,1,3
1,-85.051507,35.105349,1578582000,15,1/9/2020,124,BF-14,526,2,2,19,0.34,31.79,0.68,0.0006,1033.3,41.69,1,10,3.72,0,1,0,0,0,0,4,1,3
1,-85.244335,35.140052,1578582000,15,1/9/2020,230,AF-10,606,2,2,19,0.37,32.39,0.69,0.0005,1033.1,41.73,1,10,4.88,0,1,0,0,0,0,4,1,3
1,-85.293814,35.040408,1578582000,15,1/9/2020,359,Y-21,248,2,2,19,0.36,32.52,0.69,0.0006,1033.2,42.03,1,10,4.36,0,1,0,0,0,0,4,1,3
1,-85.327992,35.09943,1578582000,15,1/9/2020,372,T-15,466,2,2,19,0.37,32.62,0.68,0.0006,1033,42.48,1,10,5.31,0,1,0,0,0,0,4,1,3
1,-85.227048,35.145359,1578578400,14,1/9/2020,97,AH-9,628,2,2,19,0.3,29.8,0.74,0,1033.1,37.5,0,10,4.29,0,0,0,0,1,0,4,1,3
1,-85.36037,35.021323,1578571200,12,1/9/2020,24,P-24,128,2,2,16,0.15,27.54,0.78,0,1031.8,33.57,0,10,3.6,0,0,0,0,1,0,3,1,3
1,-85.280788,35.015887,1578571200,12,1/9/2020,882,AA-24,139,2,2,19,0.21,26.86,0.8,0,1031.8,32.24,0,10,2.55,0,0,0,0,1,0,3,1,3
1,-85.151938,35.033209,1578567600,11,1/9/2020,648,AR-23,196,2,2,17,0.11,25.61,0.78,0,1031.1,31.61,0,10,1.52,0,0,0,0,1,0,3,1,3
1,-85.158287,35.011928,1578567600,11,1/9/2020,196,AQ-25,115,2,2,19,0.11,25.39,0.78,0,1031.1,31.4,0,10,1.37,0,0,0,0,1,0,3,1,3
1,-85.29587,35.043228,1578564000,10,1/9/2020,359,Y-21,248,2,2,19,0.07,26.38,0.8,0.0004,1031.2,31.88,0,10,1.82,0,0,0,0,1,0,3,1,3
1,-85.263459,35.081433,1578564000,10,1/9/2020,249,AC-16,437,4,2,14,0.08,26.56,0.78,0,1031.2,32.66,0,10,1.96,0,0,0,0,1,0,3,1,3
1,-85.405751,34.986406,1578560400,9,1/9/2020,38,J-28,4,4,2,11,0.01,27.41,0.79,0,1031.1,33.26,0,10,2.46,0,0,0,0,1,0,2,1,3
1,-85.306628,35.06239,1578560400,9,1/9/2020,450,W-19,317,2,2,19,0.01,27.18,0.78,0,1031.3,33.17,0,10,2.09,0,0,0,0,1,0,2,1,3
1,-85.133984,34.994548,1578556800,8,1/9/2020,11,AT-27,51,2,2,19,0.01,27.05,0.77,0,1031.3,33.59,0,10,1.75,0,0,0,0,1,0,2,1,3
1,-85.319003,35.072771,1578556800,8,1/9/2020,181,U-17,390,2,2,19,0.01,27.91,0.78,0,1031.3,34.13,0,10,2.52,0,0,0,0,1,0,2,1,3
1,-85.318667,35.072769,1578556800,8,1/9/2020,181,U-17,390,2,2,19,0.01,27.91,0.78,0,1031.3,34.13,0,10,2.52,0,0,0,0,1,0,2,1,3
1,-85.238303,35.201065,1578556800,8,1/9/2020,16,AF-3,688,4,2,12,0,28,0.76,0,1031.4,34.9,0,10,2.77,0,0,0,0,1,0,2,1,3
1,-85.317391,35.025278,1578556800,8,1/9/2020,304,U-23,173,2,2,11,0.01,27.46,0.77,0,1031.3,33.77,0,10,2.33,0,0,0,0,1,0,2,1,3
1,-85.30737,35.028248,1578556800,8,1/9/2020,221,W-23,175,8,2,11,0.01,27.46,0.78,0,1031.3,33.63,0,10,2.24,0,0,0,0,1,0,2,1,3
1,-85.249825,35.025642,1578553200,7,1/9/2020,485,AE-23,183,2,2,19,0.01,28.05,0.79,0,1030.7,33.93,0,10,1.95,0,0,0,0,1,0,2,1,3
1,-85.31466,35.04591,1578553200,7,1/9/2020,1252,V-21,245,2,2,17,0.01,27.8,0.76,0,1030.6,34.53,0,10,2.68,0,0,0,0,1,0,2,1,3
1,-85.25145,35.097599,1578553200,7,1/9/2020,72,AD-15,473,6,2,12,0.01,27.93,0.76,0,1030.7,34.73,0,10,2.64,0,0,0,0,1,0,2,1,3
1,-85.260691,35.030787,1578553200,7,1/9/2020,395,AC-22,218,2,2,19,0.01,27.93,0.78,0,1030.7,34.07,0,10,2.18,0,0,0,0,1,0,2,1,3
1,-85.25926,35.03027,1578553200,7,1/9/2020,170,AD-23,182,2,2,19,0.01,28,0.78,0,1030.6,34.03,0,10,2.07,0,0,0,0,1,0,2,1,3
