Latitude,Longitude,Hour,WeekDay,WeekEnd,Visibility,Precipitation_Intensity,Precip_Intensity_Max,Clear,Cloudy,Rain,Fog,Snow,RainBefore,Grid_Block,Grid_Row,Grid_Col,Highway,Land_Use_Mode,Road_Count,Event,Conditions,EventBefore,ConditionBefore,Precipitation_Type
35.0508,-85.26875,4,,,,,,,,,,,,412,,,,,,,,,,
35.0508,-85.26079545,4,,,,,,,,,,,,413,,,,,,,,,,
35.0508,-85.25284091,4,,,,,,,,,,,,414,,,,,,,,,,
35.0508,-85.24488636,4,,,,,,,,,,,,415,,,,,,,,,,
35.0508,-85.23693182,4,,,,,,,,,,,,416,,,,,,,,,,
35.0508,-85.22897727,4,,,,,,,,,,,,417,,,,,,,,,,
35.0508,-85.22102273,4,,,,,,,,,,,,418,,,,,,,,,,
35.0508,-85.21306818,4,,,,,,,,,,,,419,,,,,,,,,,
35.0508,-85.20511364,4,,,,,,,,,,,,420,,,,,,,,,,
35.0508,-85.19715909,4,,,,,,,,,,,,421,,,,,,,,,,
35.0508,-85.18920455,4,,,,,,,,,,,,422,,,,,,,,,,
35.0508,-85.18125,4,,,,,,,,,,,,423,,,,,,,,,,
35.0508,-85.17329545,4,,,,,,,,,,,,424,,,,,,,,,,
35.0508,-85.16534091,4,,,,,,,,,,,,425,,,,,,,,,,
35.0508,-85.15738636,4,,,,,,,,,,,,426,,,,,,,,,,
35.0508,-85.14943182,4,,,,,,,,,,,,427,,,,,,,,,,
35.0508,-85.14147727,4,,,,,,,,,,,,428,,,,,,,,,,
35.0508,-85.13352273,4,,,,,,,,,,,,429,,,,,,,,,,
35.0508,-85.12556818,4,,,,,,,,,,,,430,,,,,,,,,,
35.0508,-85.11761364,4,,,,,,,,,,,,431,,,,,,,,,,
35.0508,-85.10965909,4,,,,,,,,,,,,432,,,,,,,,,,
35.0508,-85.10170455,4,,,,,,,,,,,,433,,,,,,,,,,
35.0508,-85.09375,4,,,,,,,,,,,,434,,,,,,,,,,
35.0508,-85.08579545,4,,,,,,,,,,,,435,,,,,,,,,,
35.0508,-85.07784091,4,,,,,,,,,,,,436,,,,,,,,,,
35.0508,-85.06988636,4,,,,,,,,,,,,437,,,,,,,,,,
35.0508,-85.06193182,4,,,,,,,,,,,,438,,,,,,,,,,
35.0572,-85.39602273,4,,,,,,,,,,,,440,,,,,,,,,,
35.0572,-85.36420455,4,,,,,,,,,,,,444,,,,,,,,,,
35.0572,-85.34829545,4,,,,,,,,,,,,446,,,,,,,,,,
35.0572,-85.34034091,4,,,,,,,,,,,,447,,,,,,,,,,
35.0572,-85.32443182,4,,,,,,,,,,,,449,,,,,,,,,,
35.0572,-85.31647727,4,,,,,,,,,,,,450,,,,,,,,,,
35.0572,-85.30852273,4,,,,,,,,,,,,451,,,,,,,,,,
35.0572,-85.30056818,4,,,,,,,,,,,,452,,,,,,,,,,
35.0572,-85.29261364,4,,,,,,,,,,,,453,,,,,,,,,,
35.0572,-85.27670455,4,,,,,,,,,,,,455,,,,,,,,,,
35.0572,-85.26875,4,,,,,,,,,,,,456,,,,,,,,,,
35.0572,-85.26079545,4,,,,,,,,,,,,457,,,,,,,,,,
35.0572,-85.25284091,4,,,,,,,,,,,,458,,,,,,,,,,
35.0572,-85.24488636,4,,,,,,,,,,,,459,,,,,,,,,,
35.0572,-85.23693182,4,,,,,,,,,,,,460,,,,,,,,,,
35.0572,-85.22897727,4,,,,,,,,,,,,461,,,,,,,,,,
35.0572,-85.22102273,4,,,,,,,,,,,,462,,,,,,,,,,
35.0572,-85.21306818,4,,,,,,,,,,,,463,,,,,,,,,,
35.0572,-85.20511364,4,,,,,,,,,,,,464,,,,,,,,,,
35.0572,-85.19715909,4,,,,,,,,,,,,465,,,,,,,,,,
35.0572,-85.18920455,4,,,,,,,,,,,,466,,,,,,,,,,
35.0572,-85.18125,4,,,,,,,,,,,,467,,,,,,,,,,
35.0572,-85.17329545,4,,,,,,,,,,,,468,,,,,,,,,,
35.0572,-85.16534091,4,,,,,,,,,,,,469,,,,,,,,,,
35.0572,-85.15738636,4,,,,,,,,,,,,470,,,,,,,,,,
35.0572,-85.14943182,4,,,,,,,,,,,,471,,,,,,,,,,
35.0572,-85.14147727,4,,,,,,,,,,,,472,,,,,,,,,,
35.0572,-85.13352273,4,,,,,,,,,,,,473,,,,,,,,,,
35.0572,-85.12556818,4,,,,,,,,,,,,474,,,,,,,,,,
35.0572,-85.11761364,4,,,,,,,,,,,,475,,,,,,,,,,
35.0572,-85.10965909,4,,,,,,,,,,,,476,,,,,,,,,,
35.0572,-85.10170455,4,,,,,,,,,,,,477,,,,,,,,,,
35.0572,-85.09375,4,,,,,,,,,,,,478,,,,,,,,,,
35.0572,-85.08579545,4,,,,,,,,,,,,479,,,,,,,,,,
35.0572,-85.07784091,4,,,,,,,,,,,,480,,,,,,,,,,
35.0572,-85.06988636,4,,,,,,,,,,,,481,,,,,,,,,,
35.0572,-85.06193182,4,,,,,,,,,,,,482,,,,,,,,,,
35.0572,-85.05397727,4,,,,,,,,,,,,483,,,,,,,,,,
35.0636,-85.39602273,4,,,,,,,,,,,,484,,,,,,,,,,
35.0636,-85.36420455,4,,,,,,,,,,,,488,,,,,,,,,,
35.0636,-85.35625,4,,,,,,,,,,,,489,,,,,,,,,,
35.0636,-85.34829545,4,,,,,,,,,,,,490,,,,,,,,,,
35.0636,-85.34034091,4,,,,,,,,,,,,491,,,,,,,,,,
35.0636,-85.32443182,4,,,,,,,,,,,,493,,,,,,,,,,
35.0636,-85.31647727,4,,,,,,,,,,,,494,,,,,,,,,,
35.0636,-85.30852273,4,,,,,,,,,,,,495,,,,,,,,,,
35.0636,-85.30056818,4,,,,,,,,,,,,496,,,,,,,,,,
35.0636,-85.29261364,4,,,,,,,,,,,,497,,,,,,,,,,
35.0636,-85.28465909,4,,,,,,,,,,,,498,,,,,,,,,,
35.0636,-85.27670455,4,,,,,,,,,,,,499,,,,,,,,,,
35.0636,-85.26875,4,,,,,,,,,,,,500,,,,,,,,,,
35.0636,-85.26079545,4,,,,,,,,,,,,501,,,,,,,,,,
35.0636,-85.25284091,4,,,,,,,,,,,,502,,,,,,,,,,
35.0636,-85.24488636,4,,,,,,,,,,,,503,,,,,,,,,,
35.0636,-85.23693182,4,,,,,,,,,,,,504,,,,,,,,,,
35.0636,-85.22897727,4,,,,,,,,,,,,505,,,,,,,,,,
35.0636,-85.22102273,4,,,,,,,,,,,,506,,,,,,,,,,
35.0636,-85.20511364,4,,,,,,,,,,,,508,,,,,,,,,,
35.0636,-85.19715909,4,,,,,,,,,,,,509,,,,,,,,,,
35.0636,-85.18920455,4,,,,,,,,,,,,510,,,,,,,,,,
35.0636,-85.18125,4,,,,,,,,,,,,511,,,,,,,,,,
35.0636,-85.17329545,4,,,,,,,,,,,,512,,,,,,,,,,
35.0636,-85.16534091,4,,,,,,,,,,,,513,,,,,,,,,,
35.0636,-85.15738636,4,,,,,,,,,,,,514,,,,,,,,,,
35.0636,-85.14943182,4,,,,,,,,,,,,515,,,,,,,,,,
35.0636,-85.14147727,4,,,,,,,,,,,,516,,,,,,,,,,
35.0636,-85.13352273,4,,,,,,,,,,,,517,,,,,,,,,,
35.0636,-85.12556818,4,,,,,,,,,,,,518,,,,,,,,,,
35.0636,-85.11761364,4,,,,,,,,,,,,519,,,,,,,,,,
35.0636,-85.10965909,4,,,,,,,,,,,,520,,,,,,,,,,
35.0636,-85.10170455,4,,,,,,,,,,,,521,,,,,,,,,,
35.0636,-85.09375,4,,,,,,,,,,,,522,,,,,,,,,,
35.0636,-85.08579545,4,,,,,,,,,,,,523,,,,,,,,,,
35.0636,-85.07784091,4,,,,,,,,,,,,524,,,,,,,,,,
35.0636,-85.06988636,4,,,,,,,,,,,,525,,,,,,,,,,
35.0636,-85.06193182,4,,,,,,,,,,,,526,,,,,,,,,,
35.0636,-85.05397727,4,,,,,,,,,,,,527,,,,,,,,,,
35.07,-85.39602273,4,,,,,,,,,,,,528,,,,,,,,,,
35.07,-85.36420455,4,,,,,,,,,,,,532,,,,,,,,,,
35.07,-85.35625,4,,,,,,,,,,,,533,,,,,,,,,,
35.07,-85.34829545,4,,,,,,,,,,,,534,,,,,,,,,,
35.07,-85.32443182,4,,,,,,,,,,,,537,,,,,,,,,,
35.07,-85.31647727,4,,,,,,,,,,,,538,,,,,,,,,,
35.07,-85.30852273,4,,,,,,,,,,,,539,,,,,,,,,,
35.07,-85.30056818,4,,,,,,,,,,,,540,,,,,,,,,,
35.07,-85.29261364,4,,,,,,,,,,,,541,,,,,,,,,,
35.07,-85.28465909,4,,,,,,,,,,,,542,,,,,,,,,,
35.07,-85.27670455,4,,,,,,,,,,,,543,,,,,,,,,,
35.07,-85.26079545,4,,,,,,,,,,,,545,,,,,,,,,,
35.07,-85.25284091,4,,,,,,,,,,,,546,,,,,,,,,,
35.07,-85.24488636,4,,,,,,,,,,,,547,,,,,,,,,,
35.07,-85.23693182,4,,,,,,,,,,,,548,,,,,,,,,,
35.07,-85.22897727,4,,,,,,,,,,,,549,,,,,,,,,,
35.07,-85.22102273,4,,,,,,,,,,,,550,,,,,,,,,,
35.07,-85.21306818,4,,,,,,,,,,,,551,,,,,,,,,,
35.07,-85.20511364,4,,,,,,,,,,,,552,,,,,,,,,,
35.07,-85.19715909,4,,,,,,,,,,,,553,,,,,,,,,,
35.07,-85.18920455,4,,,,,,,,,,,,554,,,,,,,,,,
35.07,-85.18125,4,,,,,,,,,,,,555,,,,,,,,,,
35.07,-85.17329545,4,,,,,,,,,,,,556,,,,,,,,,,
35.07,-85.16534091,4,,,,,,,,,,,,557,,,,,,,,,,
35.07,-85.15738636,4,,,,,,,,,,,,558,,,,,,,,,,
35.07,-85.14943182,4,,,,,,,,,,,,559,,,,,,,,,,
35.07,-85.14147727,4,,,,,,,,,,,,560,,,,,,,,,,
35.07,-85.13352273,4,,,,,,,,,,,,561,,,,,,,,,,
35.07,-85.12556818,4,,,,,,,,,,,,562,,,,,,,,,,
35.07,-85.11761364,4,,,,,,,,,,,,563,,,,,,,,,,
35.07,-85.10965909,4,,,,,,,,,,,,564,,,,,,,,,,
35.07,-85.10170455,4,,,,,,,,,,,,565,,,,,,,,,,
35.07,-85.09375,4,,,,,,,,,,,,566,,,,,,,,,,
35.07,-85.08579545,4,,,,,,,,,,,,567,,,,,,,,,,
35.07,-85.07784091,4,,,,,,,,,,,,568,,,,,,,,,,
35.07,-85.06988636,4,,,,,,,,,,,,569,,,,,,,,,,
35.07,-85.06193182,4,,,,,,,,,,,,570,,,,,,,,,,
35.07,-85.05397727,4,,,,,,,,,,,,571,,,,,,,,,,
35.0764,-85.39602273,4,,,,,,,,,,,,572,,,,,,,,,,
35.0764,-85.34829545,4,,,,,,,,,,,,578,,,,,,,,,,
35.0764,-85.33238636,4,,,,,,,,,,,,580,,,,,,,,,,
35.0764,-85.32443182,4,,,,,,,,,,,,581,,,,,,,,,,
35.0764,-85.31647727,4,,,,,,,,,,,,582,,,,,,,,,,
35.0764,-85.30852273,4,,,,,,,,,,,,583,,,,,,,,,,
35.0764,-85.30056818,4,,,,,,,,,,,,584,,,,,,,,,,
35.0764,-85.29261364,4,,,,,,,,,,,,585,,,,,,,,,,
35.0764,-85.28465909,4,,,,,,,,,,,,586,,,,,,,,,,
35.0764,-85.27670455,4,,,,,,,,,,,,587,,,,,,,,,,
35.0764,-85.26079545,4,,,,,,,,,,,,589,,,,,,,,,,
35.0764,-85.25284091,4,,,,,,,,,,,,590,,,,,,,,,,
35.0764,-85.24488636,4,,,,,,,,,,,,591,,,,,,,,,,
35.0764,-85.23693182,4,,,,,,,,,,,,592,,,,,,,,,,
35.0764,-85.22897727,4,,,,,,,,,,,,593,,,,,,,,,,
35.0764,-85.22102273,4,,,,,,,,,,,,594,,,,,,,,,,
35.0764,-85.21306818,4,,,,,,,,,,,,595,,,,,,,,,,
35.0764,-85.20511364,4,,,,,,,,,,,,596,,,,,,,,,,
35.0764,-85.19715909,4,,,,,,,,,,,,597,,,,,,,,,,
35.0764,-85.18920455,4,,,,,,,,,,,,598,,,,,,,,,,
35.0764,-85.18125,4,,,,,,,,,,,,599,,,,,,,,,,
35.0764,-85.17329545,4,,,,,,,,,,,,600,,,,,,,,,,
35.0764,-85.16534091,4,,,,,,,,,,,,601,,,,,,,,,,
35.0764,-85.15738636,4,,,,,,,,,,,,602,,,,,,,,,,
35.0764,-85.14943182,4,,,,,,,,,,,,603,,,,,,,,,,
35.0764,-85.14147727,4,,,,,,,,,,,,604,,,,,,,,,,
35.0764,-85.13352273,4,,,,,,,,,,,,605,,,,,,,,,,
35.0764,-85.12556818,4,,,,,,,,,,,,606,,,,,,,,,,
35.0764,-85.11761364,4,,,,,,,,,,,,607,,,,,,,,,,
35.0764,-85.10965909,4,,,,,,,,,,,,608,,,,,,,,,,
35.0764,-85.10170455,4,,,,,,,,,,,,609,,,,,,,,,,
35.0764,-85.09375,4,,,,,,,,,,,,610,,,,,,,,,,
35.0764,-85.08579545,4,,,,,,,,,,,,611,,,,,,,,,,
35.0764,-85.07784091,4,,,,,,,,,,,,612,,,,,,,,,,
35.0764,-85.06988636,4,,,,,,,,,,,,613,,,,,,,,,,
35.0764,-85.06193182,4,,,,,,,,,,,,614,,,,,,,,,,
35.0764,-85.05397727,4,,,,,,,,,,,,615,,,,,,,,,,
35.0828,-85.39602273,4,,,,,,,,,,,,616,,,,,,,,,,
35.0828,-85.34829545,4,,,,,,,,,,,,622,,,,,,,,,,
35.0828,-85.32443182,4,,,,,,,,,,,,625,,,,,,,,,,
35.0828,-85.31647727,4,,,,,,,,,,,,626,,,,,,,,,,
35.0828,-85.30852273,4,,,,,,,,,,,,627,,,,,,,,,,
35.0828,-85.30056818,4,,,,,,,,,,,,628,,,,,,,,,,
35.0828,-85.29261364,4,,,,,,,,,,,,629,,,,,,,,,,
35.0828,-85.28465909,4,,,,,,,,,,,,630,,,,,,,,,,
35.0828,-85.27670455,4,,,,,,,,,,,,631,,,,,,,,,,
35.0828,-85.26079545,4,,,,,,,,,,,,633,,,,,,,,,,
35.0828,-85.25284091,4,,,,,,,,,,,,634,,,,,,,,,,
35.0828,-85.24488636,4,,,,,,,,,,,,635,,,,,,,,,,
35.0828,-85.23693182,4,,,,,,,,,,,,636,,,,,,,,,,
35.0828,-85.22897727,4,,,,,,,,,,,,637,,,,,,,,,,
35.0828,-85.22102273,4,,,,,,,,,,,,638,,,,,,,,,,
35.0828,-85.21306818,4,,,,,,,,,,,,639,,,,,,,,,,
35.0828,-85.20511364,4,,,,,,,,,,,,640,,,,,,,,,,
35.0828,-85.19715909,4,,,,,,,,,,,,641,,,,,,,,,,
35.0828,-85.18920455,4,,,,,,,,,,,,642,,,,,,,,,,
35.0828,-85.18125,4,,,,,,,,,,,,643,,,,,,,,,,
35.0828,-85.17329545,4,,,,,,,,,,,,644,,,,,,,,,,
35.0828,-85.16534091,4,,,,,,,,,,,,645,,,,,,,,,,
35.0828,-85.15738636,4,,,,,,,,,,,,646,,,,,,,,,,
35.0828,-85.14943182,4,,,,,,,,,,,,647,,,,,,,,,,
35.0828,-85.14147727,4,,,,,,,,,,,,648,,,,,,,,,,
35.0828,-85.08579545,4,,,,,,,,,,,,655,,,,,,,,,,
35.0828,-85.07784091,4,,,,,,,,,,,,656,,,,,,,,,,
35.0828,-85.06988636,4,,,,,,,,,,,,657,,,,,,,,,,
35.0828,-85.06193182,4,,,,,,,,,,,,658,,,,,,,,,,
35.0828,-85.05397727,4,,,,,,,,,,,,659,,,,,,,,,,
35.0892,-85.39602273,4,,,,,,,,,,,,660,,,,,,,,,,
35.0892,-85.34829545,4,,,,,,,,,,,,666,,,,,,,,,,
35.0892,-85.32443182,4,,,,,,,,,,,,669,,,,,,,,,,
35.0892,-85.31647727,4,,,,,,,,,,,,670,,,,,,,,,,
35.0892,-85.30852273,4,,,,,,,,,,,,671,,,,,,,,,,
35.0892,-85.30056818,4,,,,,,,,,,,,672,,,,,,,,,,
35.0892,-85.29261364,4,,,,,,,,,,,,673,,,,,,,,,,
35.0892,-85.28465909,4,,,,,,,,,,,,674,,,,,,,,,,
35.0892,-85.27670455,4,,,,,,,,,,,,675,,,,,,,,,,
35.0892,-85.26875,4,,,,,,,,,,,,676,,,,,,,,,,
35.0892,-85.25284091,4,,,,,,,,,,,,678,,,,,,,,,,
35.0892,-85.24488636,4,,,,,,,,,,,,679,,,,,,,,,,
35.0892,-85.23693182,4,,,,,,,,,,,,680,,,,,,,,,,
35.0892,-85.22897727,4,,,,,,,,,,,,681,,,,,,,,,,
35.0892,-85.22102273,4,,,,,,,,,,,,682,,,,,,,,,,
35.0892,-85.21306818,4,,,,,,,,,,,,683,,,,,,,,,,
35.0892,-85.20511364,4,,,,,,,,,,,,684,,,,,,,,,,
35.0892,-85.19715909,4,,,,,,,,,,,,685,,,,,,,,,,
35.0892,-85.18920455,4,,,,,,,,,,,,686,,,,,,,,,,
35.0892,-85.18125,4,,,,,,,,,,,,687,,,,,,,,,,
35.0892,-85.17329545,4,,,,,,,,,,,,688,,,,,,,,,,
35.0892,-85.16534091,4,,,,,,,,,,,,689,,,,,,,,,,
35.0892,-85.15738636,4,,,,,,,,,,,,690,,,,,,,,,,
35.0892,-85.14943182,4,,,,,,,,,,,,691,,,,,,,,,,
35.0892,-85.08579545,4,,,,,,,,,,,,699,,,,,,,,,,
35.0892,-85.07784091,4,,,,,,,,,,,,700,,,,,,,,,,
35.0892,-85.06988636,4,,,,,,,,,,,,701,,,,,,,,,,
35.0892,-85.06193182,4,,,,,,,,,,,,702,,,,,,,,,,
35.0892,-85.05397727,4,,,,,,,,,,,,703,,,,,,,,,,
35.0956,-85.39602273,4,,,,,,,,,,,,704,,,,,,,,,,
35.0956,-85.34829545,4,,,,,,,,,,,,710,,,,,,,,,,
35.0956,-85.32443182,4,,,,,,,,,,,,713,,,,,,,,,,
35.0956,-85.31647727,4,,,,,,,,,,,,714,,,,,,,,,,
35.0956,-85.30852273,4,,,,,,,,,,,,715,,,,,,,,,,
35.0956,-85.30056818,4,,,,,,,,,,,,716,,,,,,,,,,
35.0956,-85.29261364,4,,,,,,,,,,,,717,,,,,,,,,,
35.0956,-85.28465909,4,,,,,,,,,,,,718,,,,,,,,,,
35.0956,-85.27670455,4,,,,,,,,,,,,719,,,,,,,,,,
35.0956,-85.26875,4,,,,,,,,,,,,720,,,,,,,,,,
35.0956,-85.26079545,4,,,,,,,,,,,,721,,,,,,,,,,
35.0956,-85.25284091,4,,,,,,,,,,,,722,,,,,,,,,,
35.0956,-85.24488636,4,,,,,,,,,,,,723,,,,,,,,,,
35.0956,-85.23693182,4,,,,,,,,,,,,724,,,,,,,,,,
35.0956,-85.22897727,4,,,,,,,,,,,,725,,,,,,,,,,
35.0956,-85.22102273,4,,,,,,,,,,,,726,,,,,,,,,,
35.0956,-85.21306818,4,,,,,,,,,,,,727,,,,,,,,,,
35.0956,-85.20511364,4,,,,,,,,,,,,728,,,,,,,,,,
35.0956,-85.19715909,4,,,,,,,,,,,,729,,,,,,,,,,
35.0956,-85.18920455,4,,,,,,,,,,,,730,,,,,,,,,,
35.0956,-85.18125,4,,,,,,,,,,,,731,,,,,,,,,,
35.0956,-85.17329545,4,,,,,,,,,,,,732,,,,,,,,,,
35.0956,-85.16534091,4,,,,,,,,,,,,733,,,,,,,,,,
35.0956,-85.14943182,4,,,,,,,,,,,,735,,,,,,,,,,
35.0956,-85.12556818,4,,,,,,,,,,,,738,,,,,,,,,,
35.0956,-85.08579545,4,,,,,,,,,,,,743,,,,,,,,,,
35.0956,-85.07784091,4,,,,,,,,,,,,744,,,,,,,,,,
35.0956,-85.06988636,4,,,,,,,,,,,,745,,,,,,,,,,
35.0956,-85.06193182,4,,,,,,,,,,,,746,,,,,,,,,,
35.0956,-85.05397727,4,,,,,,,,,,,,747,,,,,,,,,,
35.102,-85.39602273,4,,,,,,,,,,,,748,,,,,,,,,,
35.102,-85.35625,4,,,,,,,,,,,,753,,,,,,,,,,
35.102,-85.34829545,4,,,,,,,,,,,,754,,,,,,,,,,
35.102,-85.34034091,4,,,,,,,,,,,,755,,,,,,,,,,
35.102,-85.33238636,4,,,,,,,,,,,,756,,,,,,,,,,
35.102,-85.32443182,4,,,,,,,,,,,,757,,,,,,,,,,
35.102,-85.31647727,4,,,,,,,,,,,,758,,,,,,,,,,
35.102,-85.30852273,4,,,,,,,,,,,,759,,,,,,,,,,
35.102,-85.30056818,4,,,,,,,,,,,,760,,,,,,,,,,
35.102,-85.29261364,4,,,,,,,,,,,,761,,,,,,,,,,
35.102,-85.28465909,4,,,,,,,,,,,,762,,,,,,,,,,
35.102,-85.27670455,4,,,,,,,,,,,,763,,,,,,,,,,
35.102,-85.26875,4,,,,,,,,,,,,764,,,,,,,,,,
35.102,-85.26079545,4,,,,,,,,,,,,765,,,,,,,,,,
35.102,-85.25284091,4,,,,,,,,,,,,766,,,,,,,,,,
35.102,-85.24488636,4,,,,,,,,,,,,767,,,,,,,,,,
35.102,-85.22897727,4,,,,,,,,,,,,769,,,,,,,,,,
35.102,-85.22102273,4,,,,,,,,,,,,770,,,,,,,,,,
35.102,-85.18920455,4,,,,,,,,,,,,774,,,,,,,,,,
35.102,-85.18125,4,,,,,,,,,,,,775,,,,,,,,,,
35.102,-85.17329545,4,,,,,,,,,,,,776,,,,,,,,,,
35.102,-85.16534091,4,,,,,,,,,,,,777,,,,,,,,,,
35.102,-85.15738636,4,,,,,,,,,,,,778,,,,,,,,,,
35.102,-85.14943182,4,,,,,,,,,,,,779,,,,,,,,,,
35.102,-85.13352273,4,,,,,,,,,,,,781,,,,,,,,,,
35.102,-85.12556818,4,,,,,,,,,,,,782,,,,,,,,,,
35.102,-85.10170455,4,,,,,,,,,,,,785,,,,,,,,,,
35.102,-85.09375,4,,,,,,,,,,,,786,,,,,,,,,,
35.102,-85.08579545,4,,,,,,,,,,,,787,,,,,,,,,,
35.102,-85.07784091,4,,,,,,,,,,,,788,,,,,,,,,,
35.102,-85.06988636,4,,,,,,,,,,,,789,,,,,,,,,,
35.102,-85.06193182,4,,,,,,,,,,,,790,,,,,,,,,,
35.102,-85.05397727,4,,,,,,,,,,,,791,,,,,,,,,,
35.1084,-85.39602273,4,,,,,,,,,,,,792,,,,,,,,,,
35.1084,-85.36420455,4,,,,,,,,,,,,796,,,,,,,,,,
35.1084,-85.35625,4,,,,,,,,,,,,797,,,,,,,,,,
35.1084,-85.34829545,4,,,,,,,,,,,,798,,,,,,,,,,
35.1084,-85.34034091,4,,,,,,,,,,,,799,,,,,,,,,,
35.1084,-85.33238636,4,,,,,,,,,,,,800,,,,,,,,,,
35.1084,-85.32443182,4,,,,,,,,,,,,801,,,,,,,,,,
35.1084,-85.31647727,4,,,,,,,,,,,,802,,,,,,,,,,
35.1084,-85.30852273,4,,,,,,,,,,,,803,,,,,,,,,,
35.1084,-85.30056818,4,,,,,,,,,,,,804,,,,,,,,,,
35.1084,-85.29261364,4,,,,,,,,,,,,805,,,,,,,,,,
35.1084,-85.28465909,4,,,,,,,,,,,,806,,,,,,,,,,
35.1084,-85.27670455,4,,,,,,,,,,,,807,,,,,,,,,,
35.1084,-85.26875,4,,,,,,,,,,,,808,,,,,,,,,,
35.1084,-85.26079545,4,,,,,,,,,,,,809,,,,,,,,,,
35.1084,-85.25284091,4,,,,,,,,,,,,810,,,,,,,,,,
35.1084,-85.24488636,4,,,,,,,,,,,,811,,,,,,,,,,
35.1084,-85.23693182,4,,,,,,,,,,,,812,,,,,,,,,,
35.1084,-85.22897727,4,,,,,,,,,,,,813,,,,,,,,,,
35.1084,-85.22102273,4,,,,,,,,,,,,814,,,,,,,,,,
35.1084,-85.21306818,4,,,,,,,,,,,,815,,,,,,,,,,
35.1084,-85.20511364,4,,,,,,,,,,,,816,,,,,,,,,,
35.1084,-85.17329545,4,,,,,,,,,,,,820,,,,,,,,,,
35.1084,-85.16534091,4,,,,,,,,,,,,821,,,,,,,,,,
35.1084,-85.15738636,4,,,,,,,,,,,,822,,,,,,,,,,
35.1084,-85.14943182,4,,,,,,,,,,,,823,,,,,,,,,,
35.1084,-85.14147727,4,,,,,,,,,,,,824,,,,,,,,,,
35.1084,-85.13352273,4,,,,,,,,,,,,825,,,,,,,,,,
35.1084,-85.12556818,4,,,,,,,,,,,,826,,,,,,,,,,
35.1084,-85.11761364,4,,,,,,,,,,,,827,,,,,,,,,,
35.1084,-85.10170455,4,,,,,,,,,,,,829,,,,,,,,,,
35.1084,-85.09375,4,,,,,,,,,,,,830,,,,,,,,,,
35.1084,-85.08579545,4,,,,,,,,,,,,831,,,,,,,,,,
35.1084,-85.07784091,4,,,,,,,,,,,,832,,,,,,,,,,
35.1084,-85.06988636,4,,,,,,,,,,,,833,,,,,,,,,,
35.1084,-85.06193182,4,,,,,,,,,,,,834,,,,,,,,,,
35.1084,-85.05397727,4,,,,,,,,,,,,835,,,,,,,,,,
35.1148,-85.39602273,4,,,,,,,,,,,,836,,,,,,,,,,
35.1148,-85.37215909,4,,,,,,,,,,,,839,,,,,,,,,,
35.1148,-85.36420455,4,,,,,,,,,,,,840,,,,,,,,,,
35.1148,-85.35625,4,,,,,,,,,,,,841,,,,,,,,,,
35.1148,-85.34829545,4,,,,,,,,,,,,842,,,,,,,,,,
35.1148,-85.34034091,4,,,,,,,,,,,,843,,,,,,,,,,
35.1148,-85.33238636,4,,,,,,,,,,,,844,,,,,,,,,,
35.1148,-85.32443182,4,,,,,,,,,,,,845,,,,,,,,,,
35.1148,-85.31647727,4,,,,,,,,,,,,846,,,,,,,,,,
35.1148,-85.30852273,4,,,,,,,,,,,,847,,,,,,,,,,
35.1148,-85.30056818,4,,,,,,,,,,,,848,,,,,,,,,,
35.1148,-85.29261364,4,,,,,,,,,,,,849,,,,,,,,,,
35.1148,-85.28465909,4,,,,,,,,,,,,850,,,,,,,,,,
35.1148,-85.27670455,4,,,,,,,,,,,,851,,,,,,,,,,
35.1148,-85.26875,4,,,,,,,,,,,,852,,,,,,,,,,
35.1148,-85.26079545,4,,,,,,,,,,,,853,,,,,,,,,,
35.1148,-85.25284091,4,,,,,,,,,,,,854,,,,,,,,,,
35.1148,-85.24488636,4,,,,,,,,,,,,855,,,,,,,,,,
35.1148,-85.23693182,4,,,,,,,,,,,,856,,,,,,,,,,
35.1148,-85.22897727,4,,,,,,,,,,,,857,,,,,,,,,,
35.1148,-85.22102273,4,,,,,,,,,,,,858,,,,,,,,,,
35.1148,-85.21306818,4,,,,,,,,,,,,859,,,,,,,,,,
35.1148,-85.20511364,4,,,,,,,,,,,,860,,,,,,,,,,
35.1148,-85.19715909,4,,,,,,,,,,,,861,,,,,,,,,,
35.1148,-85.16534091,4,,,,,,,,,,,,865,,,,,,,,,,
35.1148,-85.15738636,4,,,,,,,,,,,,866,,,,,,,,,,
35.1148,-85.14943182,4,,,,,,,,,,,,867,,,,,,,,,,
35.1148,-85.14147727,4,,,,,,,,,,,,868,,,,,,,,,,
35.1148,-85.13352273,4,,,,,,,,,,,,869,,,,,,,,,,
35.1148,-85.12556818,4,,,,,,,,,,,,870,,,,,,,,,,
35.1148,-85.11761364,4,,,,,,,,,,,,871,,,,,,,,,,
35.1148,-85.10965909,4,,,,,,,,,,,,872,,,,,,,,,,
35.1148,-85.10170455,4,,,,,,,,,,,,873,,,,,,,,,,
35.1148,-85.09375,4,,,,,,,,,,,,874,,,,,,,,,,
35.1148,-85.08579545,4,,,,,,,,,,,,875,,,,,,,,,,
35.1148,-85.07784091,4,,,,,,,,,,,,876,,,,,,,,,,
35.1148,-85.06988636,4,,,,,,,,,,,,877,,,,,,,,,,
35.1148,-85.06193182,4,,,,,,,,,,,,878,,,,,,,,,,
