,Accident,Route,Longitude,Latitude,sums,Log_Mile,City,Hour,Temperature,Temp_Max,Temp_Min,Daily_Avg_Temp,Monthly_Avg_Temp,Relative_Temp,Dewpoint,Humidity,Month,Weekday,Visibility,Cloud_Coverage,Precipitation_Type,Precipitation_Intensity,Precip_Intensity_Max,Precip_Intensity_Time,Clear,Cloudy,Rain,Fog,Snow,RainBefore,Terrain,Land_Use,Access_Control,Illumination,Operation,Speed_Limit,Thru_Lanes,Num_Lanes,Ad_Sys,Gov_Cont,Func_Class,AADT,DHV,Pavement_Width,Pavement_Type,Event,Conditions,EventBefore,ConditionBefore,Probability,Prediction
86,,33SR008001,-85.33131800000001,35.094367999999996,5,2.029,,4,59.06,60.0,49.26,,,,53.28,0.81,3.0,,2.42,0.82,rain,0.0195,0.0953,1551448800,,,,,,,2,2,0,1,2,45,8,8,2,1,22,129750,9,48,18,cloudy,Overcast,partly-cloudy-night,Mostly Cloudy,,
87,,3303601001,-85.200161,35.055347999999995,5,0.679,,4,59.8,61.8,50.58,,,,54.32,0.82,3.0,,3.06,0.88,rain,0.0208,0.0975,1551445200,,,,,,,2,2,0,1,2,40,2,2,18,2,16,3390,22,22,15,cloudy,Overcast,partly-cloudy-night,Mostly Cloudy,,
88,,3304986001,-85.153824,35.041303000000006,5,2.1630000000000003,,4,60.03,62.37,51.04,,,,54.86,0.83,3.0,,3.16,0.88,rain,0.0222,0.0999,1551445200,,,,,,,2,2,0,1,2,35,3,3,18,4,17,5180,13,12,15,cloudy,Overcast,partly-cloudy-night,Mostly Cloudy,,
89,,3304986001,-85.15870600000001,35.034528,5,1.464,,4,60.11,62.42,51.13,,,,54.92,0.83,3.0,,3.08,0.88,rain,0.0222,0.1005,1551445200,,,,,,,2,2,0,1,2,35,3,3,18,4,17,5180,13,24,15,cloudy,Overcast,partly-cloudy-night,Mostly Cloudy,,
90,,3304428001,-85.24562,35.152975,9,0.551,,5,57.39,60.6,48.63,,,,53.11,0.86,3.0,,6.65,0.82,rain,0.0194,0.0942,1551448800,,,,,,,2,0,0,1,2,35,4,4,13,1,14,27320,22,24,15,cloudy,Overcast,partly-cloudy-night,Mostly Cloudy,,
91,,33I0075001,-85.200274,35.008246,9,0.136,,5,59.35,62.09,51.04,,,,55.47,0.87,3.0,,5.31,0.89,rain,0.0213,0.1036,1551445200,,,,,,,2,4,2,1,2,55,2,2,12,4,19,0,0,22,15,cloudy,Overcast,partly-cloudy-night,Mostly Cloudy,,
92,,33I0075001,-85.21086600000001,35.001294,8,1.202,,5,59.41,62.11,51.11,,,,55.52,0.87,3.0,,5.21,0.89,rain,0.0212,0.1053,1551445200,,,,,,,1,0,2,1,2,55,4,4,2,1,22,108850,9,24,15,cloudy,Overcast,cloudy,Overcast,,
93,,330A702001,-85.26760999999999,35.034727000000004,7,0.092,,5,59.01,61.36,50.42,,,,54.63,0.85,3.0,,5.4,0.89,rain,0.0202,0.104,1551445200,,,,,,,2,7,0,1,2,25,2,2,12,4,19,0,0,30,15,cloudy,Overcast,partly-cloudy-night,Mostly Cloudy,,
94,,33I0075001,-85.207205,35.005828,7,1.615,,5,59.38,62.1,51.07,,,,55.47,0.87,3.0,,5.27,0.89,rain,0.0212,0.1041,1551445200,,,,,,,1,2,2,1,2,55,2,2,18,4,17,5180,13,12,15,cloudy,Overcast,cloudy,Overcast,,
95,,33SR320001,-85.163699,35.015214,7,2.6069999999999998,,5,59.5,62.48,51.32,,,,55.55,0.87,3.0,,5.46,0.89,rain,0.0223,0.1025,1551445200,,,,,,,2,2,0,1,2,40,4,4,21,1,14,42060,10,22,15,cloudy,Overcast,partly-cloudy-night,Mostly Cloudy,,
96,,33I0024002,-85.297892,35.021809000000005,7,0.213,,5,59.16,61.02,50.45,,,,54.61,0.85,3.0,,5.21,0.89,rain,0.0201,0.104,1551445200,,,,,,,2,2,2,1,2,55,2,2,12,4,19,0,0,24,15,cloudy,Overcast,partly-cloudy-night,Mostly Cloudy,,
97,,33I0024002,-85.237709,35.008661,6,1.391,,5,59.14,61.83,50.85,,,,55.15,0.87,3.0,,5.24,0.89,rain,0.02,0.1021,1551445200,,,,,,,2,2,2,1,2,55,4,4,2,1,22,108850,9,24,15,cloudy,Overcast,cloudy,Overcast,,
98,,3303603001,-85.181912,35.016889,6,0.002,,5,59.4,62.36,51.2,,,,55.45,0.87,3.0,,5.45,0.89,rain,0.0217,0.1027,1551445200,,,,,,,2,2,0,1,2,35,2,2,18,4,16,13120,12,12,15,cloudy,Overcast,partly-cloudy-night,Mostly Cloudy,,
99,,330D228001,-85.197621,35.083886,6,0.059000000000000004,,5,58.6,61.43,50.04,,,,54.36,0.86,3.0,,6.19,0.88,rain,0.021,0.0977,1551445200,,,,,,,2,0,0,-10,2,-10,2,2,12,4,19,0,0,26,15,cloudy,Overcast,partly-cloudy-night,Mostly Cloudy,,
100,,3303580001,-85.162464,35.044885,6,1.695,,5,59.32,62.38,51.03,,,,55.2,0.86,3.0,,5.85,0.88,rain,0.022,0.1,1551445200,,,,,,,2,2,0,1,2,45,4,4,18,4,14,28810,10,24,15,cloudy,Overcast,partly-cloudy-night,Mostly Cloudy,,
101,,33I0024002,-85.254192,35.015817999999996,6,1.0390000000000001,,5,58.71,61.26,50.47,,,,54.99,0.87,3.0,,5.28,0.89,rain,0.0197,0.1016,1551445200,,,,,,,2,0,2,1,2,55,4,4,13,1,14,29170,10,22,15,cloudy,Overcast,partly-cloudy-night,Mostly Cloudy,,
102,,33I0024002,-85.28069,35.016490999999995,6,10.06,,5,59.12,61.3,50.58,,,,54.81,0.86,3.0,,5.24,0.89,rain,0.0194,0.1003,1551445200,,,,,,,2,2,2,1,2,55,6,6,2,1,22,0,0,36,15,cloudy,Overcast,partly-cloudy-night,Mostly Cloudy,,
103,,3303580001,-85.166282,35.046274,6,1.538,,5,59.34,62.38,51.02,,,,55.17,0.86,3.0,,5.86,0.88,rain,0.0219,0.1001,1551445200,,,,,,,2,7,0,1,2,45,4,4,18,4,14,28810,10,24,15,cloudy,Overcast,partly-cloudy-night,Mostly Cloudy,,
104,,33SR008001,-85.33131800000001,35.094367999999996,5,2.029,,5,58.56,60.0,49.26,,,,53.51,0.83,3.0,,2.59,0.82,rain,0.0195,0.0953,1551448800,,,,,,,2,2,0,1,2,45,8,8,2,1,22,129750,9,48,18,cloudy,Overcast,partly-cloudy-night,Mostly Cloudy,,
105,,3303601001,-85.200161,35.055347999999995,5,0.679,,5,59.06,61.8,50.58,,,,54.72,0.86,3.0,,5.87,0.88,rain,0.0208,0.0975,1551445200,,,,,,,2,2,0,1,2,40,2,2,18,2,16,3390,22,22,15,cloudy,Overcast,partly-cloudy-night,Mostly Cloudy,,
106,,3304986001,-85.153824,35.041303000000006,5,2.1630000000000003,,5,59.29,62.37,51.04,,,,55.28,0.87,3.0,,5.83,0.88,rain,0.0222,0.0999,1551445200,,,,,,,2,2,0,1,2,35,3,3,18,4,17,5180,13,12,15,cloudy,Overcast,partly-cloudy-night,Mostly Cloudy,,
107,,3304986001,-85.15870600000001,35.034528,5,1.464,,5,59.38,62.42,51.13,,,,55.34,0.86,3.0,,5.73,0.88,rain,0.0222,0.1005,1551445200,,,,,,,2,2,0,1,2,35,3,3,18,4,17,5180,13,24,15,cloudy,Overcast,partly-cloudy-night,Mostly Cloudy,,
108,,3304428001,-85.24562,35.152975,9,0.551,,6,56.91,60.6,48.63,,,,52.96,0.87,3.0,,3.44,0.82,rain,0.0194,0.0942,1551448800,,,,,,,2,0,0,1,2,35,4,4,13,1,14,27320,22,24,15,rain,Light Rain,partly-cloudy-night,Mostly Cloudy,,
109,,33I0075001,-85.200274,35.008246,9,0.136,,6,59.0,62.09,51.04,,,,55.15,0.87,3.0,,3.4,0.89,rain,0.0213,0.1036,1551445200,,,,,,,2,4,2,1,2,55,2,2,12,4,19,0,0,22,15,rain,Light Rain,partly-cloudy-night,Mostly Cloudy,,
110,,33I0075001,-85.21086600000001,35.001294,8,1.202,,6,59.06,62.11,51.11,,,,55.19,0.87,3.0,,3.32,0.89,rain,0.0212,0.1053,1551445200,,,,,,,1,0,2,1,2,55,4,4,2,1,22,108850,9,24,15,rain,Light Rain,cloudy,Overcast,,
111,,330A702001,-85.26760999999999,35.034727000000004,7,0.092,,6,58.42,61.36,50.42,,,,54.34,0.86,3.0,,3.03,0.89,rain,0.0202,0.104,1551445200,,,,,,,2,7,0,1,2,25,2,2,12,4,19,0,0,30,15,rain,Light Rain,partly-cloudy-night,Mostly Cloudy,,
112,,33I0075001,-85.207205,35.005828,7,1.615,,6,59.03,62.1,51.07,,,,55.15,0.87,3.0,,3.35,0.89,rain,0.0212,0.1041,1551445200,,,,,,,1,2,2,1,2,55,2,2,18,4,17,5180,13,12,15,rain,Light Rain,cloudy,Overcast,,
113,,33SR320001,-85.163699,35.015214,7,2.6069999999999998,,6,59.06,62.48,51.32,,,,55.29,0.87,3.0,,3.65,0.89,rain,0.0223,0.1025,1551445200,,,,,,,2,2,0,1,2,40,4,4,21,1,14,42060,10,22,15,rain,Light Rain,partly-cloudy-night,Mostly Cloudy,,
114,,33I0024002,-85.297892,35.021809000000005,7,0.213,,6,58.55,61.02,50.45,,,,54.32,0.86,3.0,,3.04,0.89,rain,0.0201,0.104,1551445200,,,,,,,2,2,2,1,2,55,2,2,12,4,19,0,0,24,15,rain,Light Rain,partly-cloudy-night,Mostly Cloudy,,
115,,33I0024002,-85.237709,35.008661,6,1.391,,6,58.63,61.83,50.85,,,,54.82,0.87,3.0,,3.19,0.89,rain,0.0201,0.1021,1551445200,,,,,,,2,2,2,1,2,55,4,4,2,1,22,108850,9,24,15,rain,Light Rain,cloudy,Overcast,,
116,,3303603001,-85.181912,35.016889,6,0.002,,6,58.95,62.36,51.2,,,,55.18,0.87,3.0,,3.55,0.89,rain,0.0217,0.1027,1551445200,,,,,,,2,2,0,1,2,35,2,2,18,4,16,13120,12,12,15,rain,Light Rain,partly-cloudy-night,Mostly Cloudy,,
117,,330D228001,-85.197621,35.083886,6,0.059000000000000004,,6,58.04,61.43,50.04,,,,54.11,0.87,3.0,,3.53,0.88,rain,0.021,0.0977,1551445200,,,,,,,2,0,0,-10,2,-10,2,2,12,4,19,0,0,26,15,rain,Light Rain,partly-cloudy-night,Mostly Cloudy,,
118,,3303580001,-85.162464,35.044885,6,1.695,,6,58.84,62.38,51.03,,,,54.95,0.87,3.0,,3.87,0.88,rain,0.022,0.1,1551445200,,,,,,,2,2,0,1,2,45,4,4,18,4,14,28810,10,24,15,rain,Light Rain,partly-cloudy-night,Mostly Cloudy,,
119,,33I0024002,-85.254192,35.015817999999996,6,1.0390000000000001,,6,58.25,61.26,50.47,,,,54.67,0.88,3.0,,3.13,0.89,rain,0.0197,0.1016,1551445200,,,,,,,2,0,2,1,2,55,4,4,13,1,14,29170,10,22,15,rain,Light Rain,partly-cloudy-night,Mostly Cloudy,,
120,,33I0024002,-85.28069,35.016490999999995,6,10.06,,6,58.58,61.3,50.58,,,,54.49,0.86,3.0,,3.13,0.89,rain,0.0195,0.1003,1551445200,,,,,,,2,2,2,1,2,55,6,6,2,1,22,0,0,36,15,rain,Light Rain,partly-cloudy-night,Mostly Cloudy,,
121,,3303580001,-85.166282,35.046274,6,1.538,,6,58.85,62.38,51.02,,,,54.91,0.87,3.0,,3.84,0.88,rain,0.0219,0.1001,1551445200,,,,,,,2,7,0,1,2,45,4,4,18,4,14,28810,10,24,15,rain,Light Rain,partly-cloudy-night,Mostly Cloudy,,
122,,33SR008001,-85.33131800000001,35.094367999999996,5,2.029,,6,57.94,60.0,49.26,,,,53.27,0.84,3.0,,1.95,0.82,rain,0.0195,0.0953,1551448800,,,,,,,2,2,0,1,2,45,8,8,2,1,22,129750,9,48,18,rain,Light Rain,partly-cloudy-night,Mostly Cloudy,,
123,,3303601001,-85.200161,35.055347999999995,5,0.679,,6,58.52,61.8,50.58,,,,54.43,0.86,3.0,,3.6,0.88,rain,0.0208,0.0975,1551445200,,,,,,,2,2,0,1,2,40,2,2,18,2,16,3390,22,22,15,rain,Light Rain,partly-cloudy-night,Mostly Cloudy,,
124,,3304986001,-85.153824,35.041303000000006,5,2.1630000000000003,,6,58.83,62.37,51.04,,,,55.03,0.87,3.0,,3.91,0.88,rain,0.0222,0.0999,1551445200,,,,,,,2,2,0,1,2,35,3,3,18,4,17,5180,13,12,15,rain,Light Rain,partly-cloudy-night,Mostly Cloudy,,
125,,3304986001,-85.15870600000001,35.034528,5,1.464,,6,58.92,62.42,51.13,,,,55.09,0.87,3.0,,3.82,0.88,rain,0.0222,0.1005,1551445200,,,,,,,2,2,0,1,2,35,3,3,18,4,17,5180,13,24,15,rain,Light Rain,partly-cloudy-night,Mostly Cloudy,,
126,,3304428001,-85.24562,35.152975,9,0.551,,7,56.35,60.6,48.63,,,,53.04,0.89,3.0,,1.43,0.82,rain,0.0194,0.0942,1551448800,,,,,,,2,0,0,1,2,35,4,4,13,1,14,27320,22,24,15,rain,Rain,partly-cloudy-night,Mostly Cloudy,,
127,,33I0075001,-85.200274,35.008246,9,0.136,,7,58.16,62.09,51.04,,,,54.83,0.89,3.0,,2.46,0.89,rain,0.0213,0.1036,1551445200,,,,,,,2,4,2,1,2,55,2,2,12,4,19,0,0,22,15,rain,Rain,partly-cloudy-night,Mostly Cloudy,,
128,,33I0075001,-85.21086600000001,35.001294,8,1.202,,7,58.21,62.11,51.11,,,,54.85,0.89,3.0,,2.5,0.89,rain,0.0212,0.1053,1551445200,,,,,,,1,0,2,1,2,55,4,4,2,1,22,108850,9,24,15,rain,Rain,cloudy,Overcast,,
129,,330A702001,-85.26760999999999,35.034727000000004,7,0.092,,7,57.68,61.36,50.42,,,,54.15,0.88,3.0,,2.85,0.89,rain,0.0204,0.104,1551445200,,,,,,,2,7,0,1,2,25,2,2,12,4,19,0,0,30,15,rain,Rain,partly-cloudy-night,Mostly Cloudy,,
130,,33I0075001,-85.207205,35.005828,7,1.615,,7,58.18,62.1,51.07,,,,54.82,0.89,3.0,,2.5,0.89,rain,0.0211,0.1041,1551445200,,,,,,,1,2,2,1,2,55,2,2,18,4,17,5180,13,12,15,rain,Rain,cloudy,Overcast,,
131,,33SR320001,-85.163699,35.015214,7,2.6069999999999998,,7,58.31,62.48,51.32,,,,54.98,0.89,3.0,,2.27,0.89,rain,0.0222,0.1025,1551445200,,,,,,,2,2,0,1,2,40,4,4,21,1,14,42060,10,22,15,rain,Rain,partly-cloudy-night,Mostly Cloudy,,
132,,33I0024002,-85.297892,35.021809000000005,7,0.213,,7,57.87,61.02,50.45,,,,54.2,0.88,3.0,,2.91,0.89,rain,0.0205,0.104,1551445200,,,,,,,2,2,2,1,2,55,2,2,12,4,19,0,0,24,15,rain,Rain,partly-cloudy-night,Mostly Cloudy,,
133,,33I0024002,-85.237709,35.008661,6,1.391,,7,57.88,61.83,50.85,,,,54.56,0.89,3.0,,2.73,0.89,rain,0.02,0.1021,1551445200,,,,,,,2,2,2,1,2,55,4,4,2,1,22,108850,9,24,15,rain,Rain,cloudy,Overcast,,
134,,3303603001,-85.181912,35.016889,6,0.002,,7,58.19,62.36,51.2,,,,54.87,0.89,3.0,,2.4,0.89,rain,0.0217,0.1027,1551445200,,,,,,,2,2,0,1,2,35,2,2,18,4,16,13120,12,12,15,rain,Rain,partly-cloudy-night,Mostly Cloudy,,
135,,330D228001,-85.197621,35.083886,6,0.059000000000000004,,7,57.32,61.43,50.04,,,,53.92,0.88,3.0,,2.97,0.88,rain,0.021,0.0977,1551445200,,,,,,,2,0,0,-10,2,-10,2,2,12,4,19,0,0,26,15,rain,Rain,partly-cloudy-night,Mostly Cloudy,,
136,,3303580001,-85.162464,35.044885,6,1.695,,7,58.11,62.38,51.03,,,,54.69,0.88,3.0,,2.6,0.88,rain,0.022,0.1,1551445200,,,,,,,2,2,0,1,2,45,4,4,18,4,14,28810,10,24,15,rain,Rain,partly-cloudy-night,Mostly Cloudy,,
137,,33I0024002,-85.254192,35.015817999999996,6,1.0390000000000001,,7,57.5,61.26,50.47,,,,54.43,0.89,3.0,,2.83,0.89,rain,0.0197,0.1016,1551445200,,,,,,,2,0,2,1,2,55,4,4,13,1,14,29170,10,22,15,rain,Rain,partly-cloudy-night,Mostly Cloudy,,
138,,33I0024002,-85.28069,35.016490999999995,6,10.06,,7,57.87,61.3,50.58,,,,54.34,0.88,3.0,,2.88,0.89,rain,0.0196,0.1003,1551445200,,,,,,,2,2,2,1,2,55,6,6,2,1,22,0,0,36,15,rain,Rain,partly-cloudy-night,Mostly Cloudy,,
139,,3303580001,-85.166282,35.046274,6,1.538,,7,58.11,62.38,51.02,,,,54.66,0.88,3.0,,2.62,0.88,rain,0.0219,0.1001,1551445200,,,,,,,2,7,0,1,2,45,4,4,18,4,14,28810,10,24,15,rain,Rain,partly-cloudy-night,Mostly Cloudy,,
140,,33SR008001,-85.33131800000001,35.094367999999996,5,2.029,,7,57.28,60.0,49.26,,,,53.31,0.87,3.0,,3.44,0.82,rain,0.0195,0.0953,1551448800,,,,,,,2,2,0,1,2,45,8,8,2,1,22,129750,9,48,18,rain,Rain,partly-cloudy-night,Mostly Cloudy,,
141,,3303601001,-85.200161,35.055347999999995,5,0.679,,7,57.76,61.8,50.58,,,,54.28,0.88,3.0,,2.77,0.88,rain,0.0208,0.0975,1551445200,,,,,,,2,2,0,1,2,40,2,2,18,2,16,3390,22,22,15,rain,Rain,partly-cloudy-night,Mostly Cloudy,,
142,,3304986001,-85.153824,35.041303000000006,5,2.1630000000000003,,7,58.11,62.37,51.04,,,,54.78,0.89,3.0,,2.53,0.88,rain,0.0222,0.0999,1551445200,,,,,,,2,2,0,1,2,35,3,3,18,4,17,5180,13,12,15,rain,Rain,partly-cloudy-night,Mostly Cloudy,,
143,,3304986001,-85.15870600000001,35.034528,5,1.464,,7,58.18,62.42,51.13,,,,54.82,0.89,3.0,,2.46,0.88,rain,0.0221,0.1005,1551445200,,,,,,,2,2,0,1,2,35,3,3,18,4,17,5180,13,24,15,rain,Rain,partly-cloudy-night,Mostly Cloudy,,
144,,3304428001,-85.24562,35.152975,9,0.551,,8,55.77,60.6,48.63,,,,53.79,0.93,3.0,,2.8,0.82,rain,0.0159,0.0942,1551448800,,,,,,,2,0,0,1,2,35,4,4,13,1,14,27320,22,24,15,rain,Light Rain,partly-cloudy-night,Mostly Cloudy,,
145,,33I0075001,-85.200274,35.008246,9,0.136,,8,57.58,62.09,51.04,,,,55.55,0.93,3.0,,2.22,0.89,rain,0.0174,0.0853,1551448800,,,,,,,2,4,2,1,2,55,2,2,12,4,19,0,0,22,15,rain,Light Rain,partly-cloudy-night,Mostly Cloudy,,
146,,33I0075001,-85.21086600000001,35.001294,8,1.202,,8,57.62,62.11,51.11,,,,55.57,0.93,3.0,,2.14,0.89,rain,0.0172,0.0837,1551448800,,,,,,,1,0,2,1,2,55,4,4,2,1,22,108850,9,24,15,rain,Light Rain,cloudy,Overcast,,
147,,330A702001,-85.26760999999999,35.034727000000004,7,0.092,,8,57.15,61.36,50.42,,,,54.91,0.92,3.0,,2.56,0.89,rain,0.0163,0.0831,1551448800,,,,,,,2,7,0,1,2,25,2,2,12,4,19,0,0,30,15,rain,Light Rain,partly-cloudy-night,Mostly Cloudy,,
148,,33I0075001,-85.207205,35.005828,7,1.615,,8,57.6,62.1,51.07,,,,55.54,0.93,3.0,,2.2,0.89,rain,0.0173,0.0841,1551448800,,,,,,,1,2,2,1,2,55,2,2,18,4,17,5180,13,12,15,rain,Light Rain,cloudy,Overcast,,
149,,33SR320001,-85.163699,35.015214,7,2.6069999999999998,,8,57.88,62.48,51.32,,,,55.68,0.92,3.0,,2.27,0.89,rain,0.0183,0.0921,1551448800,,,,,,,2,2,0,1,2,40,4,4,21,1,14,42060,10,22,15,rain,Light Rain,partly-cloudy-night,Mostly Cloudy,,
150,,33I0024002,-85.297892,35.021809000000005,7,0.213,,8,57.4,61.02,50.45,,,,54.98,0.92,3.0,,2.21,0.89,rain,0.0162,0.0814,1551448800,,,,,,,2,2,2,1,2,55,2,2,12,4,19,0,0,24,15,rain,Light Rain,partly-cloudy-night,Mostly Cloudy,,
151,,33I0024002,-85.237709,35.008661,6,1.391,,8,57.28,61.83,50.85,,,,55.29,0.93,3.0,,2.3,0.89,rain,0.0163,0.077,1551448800,,,,,,,2,2,2,1,2,55,4,4,2,1,22,108850,9,24,15,rain,Light Rain,cloudy,Overcast,,
152,,3303603001,-85.181912,35.016889,6,0.002,,8,57.75,62.36,51.2,,,,55.58,0.92,3.0,,2.33,0.89,rain,0.0178,0.0892,1551448800,,,,,,,2,2,0,1,2,35,2,2,18,4,16,13120,12,12,15,rain,Light Rain,partly-cloudy-night,Mostly Cloudy,,
153,,330D228001,-85.197621,35.083886,6,0.059000000000000004,,8,56.78,61.43,50.04,,,,54.64,0.93,3.0,,3.4,0.88,rain,0.0173,0.0923,1551448800,,,,,,,2,0,0,-10,2,-10,2,2,12,4,19,0,0,26,15,rain,Light Rain,partly-cloudy-night,Mostly Cloudy,,
154,,3303580001,-85.162464,35.044885,6,1.695,,8,57.68,62.38,51.03,,,,55.39,0.92,3.0,,2.77,0.88,rain,0.0181,0.0935,1551448800,,,,,,,2,2,0,1,2,45,4,4,18,4,14,28810,10,24,15,rain,Light Rain,partly-cloudy-night,Mostly Cloudy,,
155,,33I0024002,-85.254192,35.015817999999996,6,1.0390000000000001,,8,56.84,61.26,50.47,,,,55.17,0.94,3.0,,2.39,0.89,rain,0.0159,0.0759,1551448800,,,,,,,2,0,2,1,2,55,4,4,13,1,14,29170,10,22,15,rain,Light Rain,partly-cloudy-night,Mostly Cloudy,,
156,,33I0024002,-85.28069,35.016490999999995,6,10.06,,8,57.35,61.3,50.58,,,,55.11,0.92,3.0,,2.25,0.89,rain,0.0157,0.0759,1551448800,,,,,,,2,2,2,1,2,55,6,6,2,1,22,0,0,36,15,rain,Light Rain,partly-cloudy-night,Mostly Cloudy,,
157,,3303580001,-85.166282,35.046274,6,1.538,,8,57.68,62.38,51.02,,,,55.36,0.92,3.0,,2.8,0.88,rain,0.018,0.0932,1551448800,,,,,,,2,7,0,1,2,45,4,4,18,4,14,28810,10,24,15,rain,Light Rain,partly-cloudy-night,Mostly Cloudy,,
158,,33SR008001,-85.33131800000001,35.094367999999996,5,2.029,,8,56.84,60.0,49.26,,,,54.08,0.9,3.0,,3.39,0.82,rain,0.016,0.0953,1551448800,,,,,,,2,2,0,1,2,45,8,8,2,1,22,129750,9,48,18,rain,Light Rain,partly-cloudy-night,Mostly Cloudy,,
159,,3303601001,-85.200161,35.055347999999995,5,0.679,,8,57.18,61.8,50.58,,,,55.0,0.92,3.0,,2.95,0.88,rain,0.0171,0.0873,1551448800,,,,,,,2,2,0,1,2,40,2,2,18,2,16,3390,22,22,15,rain,Light Rain,partly-cloudy-night,Mostly Cloudy,,
160,,3304986001,-85.153824,35.041303000000006,5,2.1630000000000003,,8,57.68,62.37,51.04,,,,55.47,0.92,3.0,,2.7,0.88,rain,0.0183,0.0943,1551448800,,,,,,,2,2,0,1,2,35,3,3,18,4,17,5180,13,12,15,rain,Light Rain,partly-cloudy-night,Mostly Cloudy,,
161,,3304986001,-85.15870600000001,35.034528,5,1.464,,8,57.75,62.42,51.13,,,,55.52,0.92,3.0,,2.59,0.88,rain,0.0183,0.0934,1551448800,,,,,,,2,2,0,1,2,35,3,3,18,4,17,5180,13,24,15,rain,Light Rain,partly-cloudy-night,Mostly Cloudy,,
162,,3304428001,-85.24562,35.152975,9,0.551,,9,56.46,60.6,48.63,,,,54.66,0.94,3.0,,4.07,0.82,rain,0.0161,0.0771,1551441600,,,,,,,2,0,0,1,2,35,4,4,13,1,14,27320,22,24,15,rain,Rain,partly-cloudy-night,Mostly Cloudy,,
163,,33I0075001,-85.200274,35.008246,9,0.136,,9,58.89,62.09,51.04,,,,56.83,0.93,3.0,,5.89,0.89,rain,0.0177,0.0809,1551441600,,,,,,,2,4,2,1,2,55,2,2,12,4,19,0,0,22,15,rain,Light Rain,partly-cloudy-night,Mostly Cloudy,,
164,,33I0075001,-85.21086600000001,35.001294,8,1.202,,9,58.97,62.11,51.11,,,,56.89,0.93,3.0,,5.96,0.89,rain,0.0175,0.081,1551441600,,,,,,,1,0,2,1,2,55,4,4,2,1,22,108850,9,24,15,rain,Light Rain,cloudy,Overcast,,
165,,330A702001,-85.26760999999999,35.034727000000004,7,0.092,,9,58.34,61.36,50.42,,,,56.13,0.92,3.0,,5.94,0.89,rain,0.0167,0.0803,1551441600,,,,,,,2,7,0,1,2,25,2,2,12,4,19,0,0,30,15,rain,Light Rain,partly-cloudy-night,Mostly Cloudy,,
166,,33I0075001,-85.207205,35.005828,7,1.615,,9,58.93,62.1,51.07,,,,56.84,0.93,3.0,,5.93,0.89,rain,0.0175,0.0806,1551441600,,,,,,,1,2,2,1,2,55,2,2,18,4,17,5180,13,12,15,rain,Light Rain,cloudy,Overcast,,
167,,33SR320001,-85.163699,35.015214,7,2.6069999999999998,,9,59.12,62.48,51.32,,,,56.91,0.92,3.0,,5.7,0.89,rain,0.0185,0.0835,1551441600,,,,,,,2,2,0,1,2,40,4,4,21,1,14,42060,10,22,15,rain,Light Rain,partly-cloudy-night,Mostly Cloudy,,
168,,33I0024002,-85.297892,35.021809000000005,7,0.213,,9,58.59,61.02,50.45,,,,56.17,0.92,3.0,,5.95,0.89,rain,0.0166,0.0806,1551441600,,,,,,,2,2,2,1,2,55,2,2,12,4,19,0,0,24,15,rain,Light Rain,partly-cloudy-night,Mostly Cloudy,,
169,,33I0024002,-85.237709,35.008661,6,1.391,,9,58.6,61.83,50.85,,,,56.63,0.93,3.0,,6.06,0.89,rain,0.0166,0.0759,1551441600,,,,,,,2,2,2,1,2,55,4,4,2,1,22,108850,9,24,15,rain,Light Rain,cloudy,Overcast,,
170,,3303603001,-85.181912,35.016889,6,0.002,,9,58.99,62.36,51.2,,,,56.82,0.93,3.0,,5.78,0.89,rain,0.018,0.0822,1551441600,,,,,,,2,2,0,1,2,35,2,2,18,4,16,13120,12,12,15,rain,Light Rain,partly-cloudy-night,Mostly Cloudy,,
171,,330D228001,-85.197621,35.083886,6,0.059000000000000004,,9,57.75,61.43,50.04,,,,55.73,0.93,3.0,,5.66,0.88,rain,0.0174,0.0805,1551441600,,,,,,,2,0,0,-10,2,-10,2,2,12,4,19,0,0,26,15,rain,Light Rain,partly-cloudy-night,Mostly Cloudy,,
172,,3303580001,-85.162464,35.044885,6,1.695,,9,58.83,62.38,51.03,,,,56.55,0.92,3.0,,5.66,0.88,rain,0.0183,0.0826,1551441600,,,,,,,2,2,0,1,2,45,4,4,18,4,14,28810,10,24,15,rain,Light Rain,partly-cloudy-night,Mostly Cloudy,,
173,,33I0024002,-85.254192,35.015817999999996,6,1.0390000000000001,,9,58.05,61.26,50.47,,,,56.48,0.94,3.0,,6.07,0.89,rain,0.0163,0.0752,1551441600,,,,,,,2,0,2,1,2,55,4,4,13,1,14,29170,10,22,15,rain,Light Rain,partly-cloudy-night,Mostly Cloudy,,
174,,33I0024002,-85.28069,35.016490999999995,6,10.06,,9,58.6,61.3,50.58,,,,56.34,0.92,3.0,,6.02,0.89,rain,0.0161,0.0755,1551441600,,,,,,,2,2,2,1,2,55,6,6,2,1,22,0,0,36,15,rain,Light Rain,partly-cloudy-night,Mostly Cloudy,,
175,,3303580001,-85.166282,35.046274,6,1.538,,9,58.84,62.38,51.02,,,,56.52,0.92,3.0,,5.67,0.88,rain,0.0182,0.0824,1551441600,,,,,,,2,7,0,1,2,45,4,4,18,4,14,28810,10,24,15,rain,Light Rain,partly-cloudy-night,Mostly Cloudy,,
