Accident,City,Unix,Join_Count,GRID_ID,Grid_Num,NBR_LANES,TY_TERRAIN,FUNC_CLASS,Hour,Date,hourbefore,cloudCover,dewPoint,humidity,precipIntensity,precipProbability,precipType,pressure,temperature,uvIndex,visibility,windBearing,windGust,windSpeed,Event,Conditions,Rain,Cloudy,Foggy,Snow,Clear,Longitude,Latitude,RainBefore,DayFrame,WeekDay,DayOfWeek
1,CHATTANOOGA,1491343200,207,U-24,133,2,2,19,18,2017-04-04,1491339600,0.17,48.74,0.33,0,0,,1008.6,80.3,1,2.809,231,6.62,2.76,clear-day,clear,0,0,0,0,1,-85.323359,35.013799,0,4,1,1
1,CHATTANOOGA,1491343200,118,AD-9,624,2,2,19,18,2017-04-04,1491339600,0.17,48.9,0.34,0,0,,1008.6,79.89,1,8.102,225,5.9,2.47,clear-day,clear,0,0,0,0,1,-85.252215,35.146073,0,4,1,1
1,CHATTANOOGA,1491343200,125,J-27,28,4,2,11,18,2017-04-04,1491339600,0.15,48.82,0.34,0,0,,1008.6,79.56,1,3.603,230,7.1,2.07,clear-day,clear,0,0,0,0,1,-85.399306,34.9933,0,4,1,1
1,CHATTANOOGA,1491343200,485,AE-23,183,2,2,19,18,2017-04-04,1491339600,0.09,49.43,0.35,0,0,,1008.6,79.46,1,8.993,230,6.47,4.38,clear-day,clear,0,0,0,0,1,-85.244424,35.023851,0,4,1,1
1,CHATTANOOGA,1491346800,689,AF-11,586,4,2,14,19,2017-04-04,1491343200,0,47.58,0.33,0,0,,1008.8,79.21,0,8.414,244,5.18,1.36,clear-day,clear,0,0,0,0,1,-85.239321,35.135654,0,1,1,1
1,CHATTANOOGA,1491346800,98,X-17,393,2,2,19,19,2017-04-04,1491343200,0,47.27,0.34,0,0,,1008.8,78.16,0,8.385,243,6.04,1.75,clear-day,clear,0,0,0,0,1,-85.301396,35.079908,0,1,1,1
1,CHATTANOOGA,1491346800,176,AS-18,377,2,2,17,19,2017-04-04,1491343200,0.18,47.17,0.32,0,0,,1008.8,79.15,0,8.561,232,6.9,2.89,clear-day,clear,0,0,0,0,1,-85.143275,35.070463,0,1,1,1
1,CHATTANOOGA,1491346800,1359,AR-22,233,4,2,19,19,2017-04-04,1491343200,0.18,46.83,0.32,0,0,,1008.8,79.26,0,8.762,227,8.01,3.33,clear-day,clear,0,0,0,0,1,-85.154037,35.041836,0,1,1,1
1,CHATTANOOGA,1491346800,764,V-20,281,6,2,11,19,2017-04-04,1491343200,0,47.46,0.33,0,0,,1008.8,78.61,0,7.483,245,5.43,1.2,clear-day,clear,0,0,0,0,1,-85.309333,35.055214,0,1,1,1
1,CHATTANOOGA,1491436800,375,T-25,93,2,2,19,20,2017-04-05,1491433200,0.78,59.36,0.84,0.001,0.04,rain,1001.6,64.34,0,2.049,160,14.46,6.54,partly-cloudy-day,mostly cloudy,0,1,0,0,0,-85.326053,35.013479,0,1,1,2
1,HAMILTON COUNTY,1491444000,12,AV-20,307,2,2,19,22,2017-04-05,1491440400,1,58.84,0.92,0.2644,0.93,rain,1003.4,61.16,0,7.922,250,6.91,2.01,rain,rain,1,0,0,0,0,-85.126885,35.054946,1,1,1,2
1,CHATTANOOGA,1491390000,942,AF-12,566,2,2,19,7,2017-04-05,1491386400,0,50.71,0.75,0,0,,1009.4,58.48,0,8.51,357,1.54,0.92,clear-night,clear,0,0,0,0,1,-85.242192,35.127346,0,2,1,2
1,CHATTANOOGA,1491393600,452,Y-20,284,4,2,14,8,2017-04-05,1491390000,0,51.65,0.77,0,0,,1009.5,58.68,0,8.477,180,1.83,0.64,clear-day,clear,0,0,0,0,1,-85.290431,35.048719,0,2,1,2
1,CHATTANOOGA,1491393600,561,W-22,212,2,2,19,8,2017-04-05,1491390000,0.7,51.57,0.77,0,0,,1009.5,58.58,0,2.88,180,1.49,0.51,partly-cloudy-day,mostly cloudy,0,1,0,0,0,-85.304052,35.035221,0,2,1,2
1,CHATTANOOGA,1491397200,170,AD-23,182,2,2,19,9,2017-04-05,1491393600,0.75,51.64,0.8,0,0,,1008.6,57.6,1,8.812,250,0.17,0.13,partly-cloudy-day,mostly cloudy,0,1,0,0,0,-85.257468,35.029215,0,2,1,2
1,CHATTANOOGA,1491397200,184,AF-15,475,4,2,14,9,2017-04-05,1491393600,0.75,51.93,0.78,0,0,,1008.6,58.62,1,8.659,243,0.67,0.37,partly-cloudy-day,mostly cloudy,0,1,0,0,0,-85.243061,35.096371,0,2,1,2
1,CHATTANOOGA,1491397200,146,AM-23,191,2,2,19,9,2017-04-05,1491393600,0.75,52.76,0.84,0,0,,1008.6,57.46,1,9.572,211,2.56,2.56,partly-cloudy-day,mostly cloudy,0,1,0,0,0,-85.186447,35.029447,0,2,1,2
1,CHATTANOOGA,1491400800,259,AF-24,144,2,2,19,10,2017-04-05,1491397200,1,53.23,0.81,0.0008,0.03,rain,1008.9,58.89,2,1.711,152,3.28,0.17,fog,foggy,0,0,1,0,0,-85.238312,35.018858,0,3,1,2
1,CHATTANOOGA,1491400800,63,AE-22,220,2,2,19,10,2017-04-05,1491397200,1,53.07,0.81,0.0005,0.02,rain,1008.9,58.75,2,1.769,159,3.11,0.1,fog,foggy,0,0,1,0,0,-85.242961,35.034413,0,3,1,2
1,CHATTANOOGA,1491400800,395,AC-22,218,2,2,19,10,2017-04-05,1491397200,1,53.08,0.81,0.0005,0.02,rain,1008.9,58.94,2,1.781,162,3.1,0.11,fog,foggy,0,0,1,0,0,-85.264482,35.036953,0,3,1,2
1,EAST RIDGE,1491400800,232,AE-25,103,2,2,19,10,2017-04-05,1491397200,1,53.37,0.82,0.0012,0.04,rain,1008.9,59.01,2,1.673,147,3.47,0.27,fog,foggy,0,0,1,0,0,-85.243811,35.010178,0,3,1,2
1,CHATTANOOGA,1491400800,467,Y-24,137,2,2,14,10,2017-04-05,1491397200,1,53.43,0.79,0.0014,0.05,rain,1008.9,59.79,2,1.421,167,2.83,0.24,fog,foggy,0,0,1,0,0,-85.293894,35.015629,0,3,1,2
1,CHATTANOOGA,1491404400,373,AB-22,217,2,2,19,11,2017-04-05,1491400800,0.75,54.75,0.86,0.0172,0.97,rain,1008.2,58.78,4,2.158,225,3.93,1.27,rain,light rain,1,0,0,0,0,-85.270783,35.039511,0,3,1,2
1,CHATTANOOGA,1491404400,172,AN-16,448,2,2,19,11,2017-04-05,1491400800,0.99,56.23,0.9,0.0208,0.91,rain,1008.2,59.14,3,2.564,196,2.86,2.2,rain,light rain,1,0,0,0,0,-85.18501,35.089349,0,3,1,2
1,CHATTANOOGA,1491404400,322,BB-17,423,2,2,19,11,2017-04-05,1491400800,0.96,57.09,0.91,0.0287,0.9,rain,1008.2,59.85,3,2.833,182,4.92,2.57,rain,light rain,1,0,0,0,0,-85.07599,35.083979,0,3,1,2
1,CHATTANOOGA,1491404400,648,AR-23,196,2,2,17,11,2017-04-05,1491400800,1,57.21,0.91,0.0321,0.96,rain,1008.2,59.78,3,2.054,201,3.43,1.81,rain,light rain,1,0,0,0,0,-85.15081,35.031254,0,3,1,2
1,CHATTANOOGA,1491404400,50,AE-13,541,4,2,16,11,2017-04-05,1491400800,0.75,55.66,0.86,0.0132,0.72,rain,1008.2,59.89,4,2.78,193,3.28,1.69,rain,drizzle,1,0,0,0,0,-85.249862,35.110055,0,3,1,2
1,CHATTANOOGA,1491404400,561,W-22,212,2,2,19,11,2017-04-05,1491400800,0.98,55.33,0.85,0.0178,0.93,rain,1008.2,59.8,3,2.015,209,3.42,1.33,rain,light rain,1,0,0,0,0,-85.30918,35.036601,0,3,1,2
1,CHATTANOOGA,1491404400,452,Y-20,284,4,2,14,11,2017-04-05,1491400800,0.75,55.1,0.86,0.0168,0.93,rain,1008.2,59.39,4,2.254,216,3.76,1.33,rain,light rain,1,0,0,0,0,-85.290431,35.048719,0,3,1,2
1,CHATTANOOGA,1491404400,84,AE-15,474,4,2,14,11,2017-04-05,1491400800,0.75,55.51,0.86,0.0144,0.78,rain,1008.2,59.61,4,2.385,206,2.95,1.6,rain,drizzle,1,0,0,0,0,-85.248743,35.095017,0,3,1,2
1,CHATTANOOGA,1491408000,430,X-21,247,2,2,19,12,2017-04-05,1491404400,1,57.54,0.88,0.0381,0.67,rain,1008.6,61.13,4,7.489,196,5.04,1.51,rain,light rain,1,0,0,0,0,-85.300316,35.047547,1,3,1,2
1,CHATTANOOGA,1491408000,287,AK-16,445,2,2,19,12,2017-04-05,1491404400,1,57.1,0.89,0.0331,0.77,rain,1008.6,60.4,4,8.851,207,4.95,2.46,rain,light rain,1,0,0,0,0,-85.202,35.083619,1,3,1,2
1,CHATTANOOGA,1491408000,208,AD-13,540,2,2,19,12,2017-04-05,1491404400,1,57.28,0.87,0.028,0.56,rain,1008.6,61.12,4,8.249,215,3.87,0.9,rain,possible light rain,1,0,0,0,0,-85.257622,35.113856,1,3,1,2
1,CHATTANOOGA,1491408000,25,S-27,35,2,2,19,12,2017-04-05,1491404400,1,57.97,0.87,0.0114,0.59,rain,1008.6,62.01,4,1.421,198,5.27,2.09,rain,possible drizzle,1,0,0,0,0,-85.338791,34.994666,1,3,1,2
1,CHATTANOOGA,1491408000,1359,AR-22,233,4,2,19,12,2017-04-05,1491404400,1,57.34,0.89,0.0291,0.91,rain,1008.6,60.66,4,8.623,215,5.68,2.59,rain,light rain,1,0,0,0,0,-85.150002,35.040336,1,3,1,2
1,CHATTANOOGA,1491411600,37,AS-23,197,2,2,16,13,2017-04-05,1491408000,0.75,61.43,0.87,0.0037,0.19,rain,1006.1,65.41,5,8.139,196,5.64,2.96,partly-cloudy-day,mostly cloudy,0,1,0,0,0,-85.146059,35.023235,1,3,1,2
1,CHATTANOOGA,1491411600,452,Y-20,284,4,2,14,13,2017-04-05,1491408000,0.75,62.27,0.86,0.0011,0.06,rain,1006.1,66.55,5,7.875,181,5.48,2.03,partly-cloudy-day,mostly cloudy,0,1,0,0,0,-85.291882,35.04829,1,3,1,2
1,CHATTANOOGA,1491415200,259,AF-24,144,2,2,19,14,2017-04-05,1491411600,1,61.88,0.81,0,0,,1006.1,67.84,4,8.998,207,12.05,4.37,cloudy,overcast,0,1,0,0,0,-85.239353,35.019132,0,4,1,2
1,CHATTANOOGA,1491415200,161,X-22,213,2,2,19,14,2017-04-05,1491411600,1,61.94,0.81,0,0,,1006.1,68.03,4,7.714,202,11.82,4.16,cloudy,overcast,0,1,0,0,0,-85.300617,35.03775,0,4,1,2
1,CHATTANOOGA,1491415200,267,AM-20,298,4,2,14,14,2017-04-05,1491411600,1,61.48,0.78,0,0,,1006.1,68.73,4,9.588,204,10.77,3.87,cloudy,overcast,0,1,0,0,0,-85.186558,35.054234,0,4,1,2
1,EAST RIDGE,1491418800,501,AD-25,102,2,2,19,15,2017-04-05,1491415200,1,61.63,0.79,0,0,,1005.7,68.56,4,8.521,167,10.43,4.84,cloudy,overcast,0,1,0,0,0,-85.25251,35.014059,0,4,1,2
1,CHATTANOOGA,1491418800,833,AQ-21,266,4,2,14,15,2017-04-05,1491415200,1,60.94,0.75,0,0,,1005.7,69.17,4,9.052,165,10.23,4.88,cloudy,overcast,0,1,0,0,0,-85.158427,35.042118,0,4,1,2
1,CHATTANOOGA,1491418800,146,AP-18,374,2,2,19,15,2017-04-05,1491415200,1,61.08,0.76,0,0,,1005.7,69.13,4,8.983,165,10.14,4.42,cloudy,overcast,0,1,0,0,0,-85.166178,35.075027,0,4,1,2
1,CHATTANOOGA,1491422400,29,AD-7,656,2,2,19,16,2017-04-05,1491418800,0.97,60.45,0.79,0,0,,1005.1,67.31,4,7.935,183,8.14,1.75,cloudy,overcast,0,1,0,0,0,-85.250273,35.165426,0,4,1,2
1,CHATTANOOGA,1491422400,44,AE-6,671,4,2,19,16,2017-04-05,1491418800,0.97,60.43,0.78,0,0,,1005.1,67.39,4,7.912,186,8.33,1.73,cloudy,overcast,0,1,0,0,0,-85.247667,35.16971,0,4,1,2
1,CHATTANOOGA,1491429600,299,AI-21,258,4,2,16,18,2017-04-05,1491426000,1,59.19,0.8,0,0,,1003.8,65.52,1,9.625,145,10.52,7.44,cloudy,overcast,0,1,0,0,0,-85.221558,35.04327,0,4,1,2
1,CHATTANOOGA,1491433200,372,T-15,466,2,2,19,19,2017-04-05,1491429600,1,58.61,0.82,0,0,,1002.5,64.13,0,8.62,165,17.26,7.79,cloudy,overcast,0,1,0,0,0,-85.327181,35.10049,0,1,1,2
1,CHATTANOOGA,1491523200,1359,AR-22,233,4,2,19,20,2017-04-06,1491519600,0.44,37.82,0.6,0,0,,1014.2,51.41,0,8.775,280,6.27,1.33,partly-cloudy-day,partly cloudy,0,1,0,0,0,-85.151563,35.040925,0,1,1,3
1,CHATTANOOGA,1491526800,32,AC-11,583,2,2,19,21,2017-04-06,1491523200,0.75,37.66,0.63,0,0,,1014.6,49.95,0,8.371,285,3.67,0.85,partly-cloudy-night,mostly cloudy,0,1,0,0,0,-85.263925,35.126879,0,1,1,3
1,CHATTANOOGA,1491526800,262,AU-19,341,5,2,16,21,2017-04-06,1491523200,0.75,38.43,0.65,0,0,,1014.6,49.6,0,8.22,281,2.24,0.68,partly-cloudy-night,mostly cloudy,0,1,0,0,0,-85.130056,35.062573,0,1,1,3
1,CHATTANOOGA,1491472800,74,AJ-11,590,2,2,16,6,2017-04-06,1491469200,1,40.2,0.77,0.0032,0.39,rain,1006.1,47,0,9.411,245,10.41,3.91,rain,possible drizzle,1,0,0,0,0,-85.210627,35.135354,1,2,1,3
1,CHATTANOOGA,1491472800,322,BB-17,423,2,2,19,6,2017-04-06,1491469200,1,40.16,0.76,0.0051,0.58,rain,1006.1,47.25,0,7.236,250,13.95,4.27,rain,possible drizzle,1,0,0,0,0,-85.078323,35.084611,1,2,1,3
1,CHATTANOOGA,1491472800,561,W-22,212,2,2,19,6,2017-04-06,1491469200,0.98,40.62,0.77,0.0038,0.48,rain,1006.1,47.37,0,2.417,248,11,3.31,rain,possible drizzle,1,0,0,0,0,-85.30535,35.031233,1,2,1,3
1,CHATTANOOGA,1491476400,183,AA-19,321,4,2,14,7,2017-04-06,1491472800,0.75,39.77,0.77,0.0021,0.36,rain,1006.5,46.54,0,8.332,255,9.95,2.06,partly-cloudy-night,mostly cloudy,0,1,0,0,0,-85.275747,35.05854,0,2,1,3
1,CHATTANOOGA,1491476400,322,BB-17,423,2,2,19,7,2017-04-06,1491472800,0.77,39.46,0.77,0.003,0.66,rain,1006.5,46.21,0,7.236,238,12.06,5.44,rain,drizzle,1,0,0,0,0,-85.07599,35.083979,1,2,1,3
1,CHATTANOOGA,1491476400,447,BC-16,459,2,2,16,7,2017-04-06,1491472800,0.77,39.47,0.77,0.0031,0.67,rain,1006.5,46.33,0,7.156,241,12.05,5.49,rain,drizzle,1,0,0,0,0,-85.071062,35.087713,1,2,1,3
1,CHATTANOOGA,1491476400,375,T-25,93,2,2,19,7,2017-04-06,1491472800,0.75,38.95,0.75,0.0048,0.74,rain,1006.5,46.31,0,2.47,268,9.36,3.18,rain,drizzle,1,0,0,0,0,-85.328285,35.013727,1,2,1,3
1,CHATTANOOGA,1491476400,36,V-24,134,2,2,19,7,2017-04-06,1491472800,0.75,39.2,0.76,0.0043,0.64,rain,1006.5,46.48,0,2.429,269,9.18,2.84,rain,possible drizzle,1,0,0,0,0,-85.311601,35.018479,1,2,1,3
1,CHATTANOOGA,1491476400,175,AI-26,69,2,2,19,7,2017-04-06,1491472800,0.75,39.04,0.74,0.0046,0.73,rain,1006.5,46.86,0,8.437,234,7.71,2.87,rain,drizzle,1,0,0,0,0,-85.220904,35.003341,1,2,1,3
1,CHATTANOOGA,1491480000,164,Y-25,98,2,2,19,8,2017-04-06,1491476400,0.77,39.41,0.79,0.0028,0.29,rain,1007.7,45.7,0,6.562,253,7.38,2.97,rain,possible drizzle,1,0,0,0,0,-85.292886,35.008603,1,2,1,3
1,CHATTANOOGA,1491480000,203,AB-23,180,2,2,19,8,2017-04-06,1491476400,1,39.48,0.79,0.0011,0.1,rain,1007.7,45.49,0,7.582,26,6.68,1.79,cloudy,overcast,0,1,0,0,0,-85.268949,35.030501,1,2,1,3
1,CHATTANOOGA,1491480000,183,AR-21,267,2,2,19,8,2017-04-06,1491476400,1,38.69,0.75,0.0037,0.38,rain,1007.7,46,0,7.981,253,13.48,6.39,rain,possible drizzle,1,0,0,0,0,-85.154867,35.046742,1,2,1,3
1,CHATTANOOGA,1491480000,289,BD-16,460,2,2,16,8,2017-04-06,1491476400,1,39.02,0.77,0.0024,0.3,rain,1007.7,45.94,0,6.519,248,12.33,4.97,rain,possible drizzle,1,0,0,0,0,-85.065024,35.087824,1,2,1,3
1,CHATTANOOGA,1491480000,98,AJ-16,444,2,2,19,8,2017-04-06,1491476400,1,38.94,0.77,0.0017,0.19,rain,1007.7,45.71,0,8.012,261,9.4,3.03,cloudy,overcast,0,1,0,0,0,-85.214894,35.088596,1,2,1,3
1,CHATTANOOGA,1491483600,229,AA-22,216,2,2,19,9,2017-04-06,1491480000,1,38.32,0.76,0,0,,1008.6,45.54,1,8.453,273,12.31,2.06,cloudy,overcast,0,1,0,0,0,-85.273219,35.032371,0,2,1,3
1,CHATTANOOGA,1491487200,253,AL-20,297,4,2,14,10,2017-04-06,1491483600,1,38.27,0.74,0,0,,1009.2,45.93,2,9.57,248,11.49,5.99,cloudy,overcast,0,1,0,0,0,-85.193629,35.05417,0,3,1,3
1,CHATTANOOGA,1491487200,103,W-27,39,2,2,19,10,2017-04-06,1491483600,1,38.39,0.75,0,0,,1009.2,45.95,2,2.826,275,9.26,3.92,cloudy,overcast,0,1,0,0,0,-85.307218,34.994433,0,3,1,3
1,CHATTANOOGA,1491487200,29,V-13,533,2,2,19,10,2017-04-06,1491483600,1,38.35,0.78,0,0,,1009.2,44.8,2,8.126,280,15.13,4.42,cloudy,overcast,0,1,0,0,0,-85.315857,35.11109,0,3,1,3
1,CHATTANOOGA,1491490800,430,AE-10,605,6,2,14,11,2017-04-06,1491487200,1,38.05,0.72,0,0,,1010,46.51,3,8.208,275,13.49,5.12,cloudy,overcast,0,1,0,0,0,-85.247194,35.138778,0,3,1,3
1,CHATTANOOGA,1491490800,208,AD-13,540,2,2,19,11,2017-04-06,1491487200,1,38.13,0.72,0,0,,1010,46.64,3,8.422,274,13.91,5.62,cloudy,overcast,0,1,0,0,0,-85.256848,35.114504,0,3,1,3
1,CHATTANOOGA,1491490800,221,AC-20,288,2,2,19,11,2017-04-06,1491487200,1,39.26,0.76,0,0,,1010,46.42,3,8.782,278,8.01,2.97,cloudy,overcast,0,1,0,0,0,-85.259848,35.050083,0,3,1,3
1,CHATTANOOGA,1491490800,181,AL-19,332,2,2,12,11,2017-04-06,1491487200,1,37.93,0.7,0,0,,1010,47.22,3,9.422,273,12.27,4.36,cloudy,overcast,0,1,0,0,0,-85.198864,35.066104,0,3,1,3
1,CHATTANOOGA,1491490800,27,AT-23,198,2,2,19,11,2017-04-06,1491487200,1,37.55,0.7,0,0,,1010,46.72,3,7.988,273,19.79,5.81,cloudy,overcast,0,1,0,0,0,-85.13436,35.028675,0,3,1,3
1,CHATTANOOGA,1491494400,196,AQ-25,115,2,2,19,12,2017-04-06,1491490800,1,38.56,0.73,0,0,,1011.1,46.78,4,7.904,275,17.35,8.52,cloudy,overcast,0,1,0,0,0,-85.154777,35.008124,0,3,1,3
1,CHATTANOOGA,1491498000,183,AR-21,267,2,2,19,13,2017-04-06,1491494400,1,38.34,0.67,0.0003,0.06,rain,1011.2,48.87,4,8.804,260,15.26,9.43,cloudy,overcast,0,1,0,0,0,-85.154939,35.044987,0,3,1,3
1,CHATTANOOGA,1491498000,255,AA-21,250,2,2,19,13,2017-04-06,1491494400,1,39.69,0.7,0,0,,1011.2,49.08,4,8.442,272,10.13,5,cloudy,overcast,0,1,0,0,0,-85.280191,35.044261,0,3,1,3
1,CHATTANOOGA,1491498000,343,AC-21,252,2,2,19,13,2017-04-06,1491494400,1,40.45,0.72,0,0,,1011.2,48.95,4,8.77,279,7.99,2.99,cloudy,overcast,0,1,0,0,0,-85.26335,35.041762,0,3,1,3
1,CHATTANOOGA,1491498000,648,AR-23,196,2,2,17,13,2017-04-06,1491494400,1,38.31,0.67,0.0002,0.05,rain,1011.2,48.8,4,8.578,260,16.5,9.76,cloudy,overcast,0,1,0,0,0,-85.154431,35.032239,0,3,1,3
1,CHATTANOOGA,1491498000,689,AF-11,586,4,2,14,13,2017-04-06,1491494400,1,39.03,0.69,0.0003,0.18,rain,1011.2,48.56,4,8.286,276,14.13,5.27,cloudy,overcast,0,1,0,0,0,-85.244516,35.131144,0,3,1,3
1,CHATTANOOGA,1491498000,267,AM-20,298,4,2,14,13,2017-04-06,1491494400,1,38.01,0.65,0,0,,1011.2,49.45,4,9.59,255,13.27,10.64,cloudy,overcast,0,1,0,0,0,-85.188818,35.053305,0,3,1,3
1,CHATTANOOGA,1491501600,476,AJ-25,108,5,2,19,14,2017-04-06,1491498000,0.87,39.75,0.71,0.0005,0.09,rain,1011.7,48.61,5,9.21,285,11.93,8.56,partly-cloudy-day,mostly cloudy,0,1,0,0,0,-85.214685,35.011456,0,4,1,3
1,CHATTANOOGA,1491501600,87,AE-20,290,2,2,19,14,2017-04-06,1491498000,0.75,40.49,0.76,0,0,,1011.7,47.61,6,9.036,302,7.99,7.5,partly-cloudy-day,mostly cloudy,0,1,0,0,0,-85.248094,35.047964,0,4,1,3
1,CHATTANOOGA,1491501600,73,V-25,95,2,2,19,14,2017-04-06,1491498000,0.77,39.87,0.73,0.0021,0.3,rain,1011.7,48.28,5,2.425,284,11.4,5.57,rain,possible drizzle,1,0,0,0,0,-85.314412,35.009035,0,4,1,3
1,CHATTANOOGA,1491501600,1359,AR-22,233,4,2,19,14,2017-04-06,1491498000,0.86,39.43,0.71,0.0006,0.1,rain,1011.7,48.35,5,8.711,290,15.11,8.51,partly-cloudy-day,mostly cloudy,0,1,0,0,0,-85.154814,35.04156,0,4,1,3
1,CHATTANOOGA,1491505200,76,AS-22,234,2,2,19,15,2017-04-06,1491501600,1,39.42,0.71,0.0033,0.44,rain,1012,48.23,4,2.639,307,10.12,3.02,rain,possible drizzle,1,0,0,0,0,-85.146643,35.03602,0,4,1,3
1,CHATTANOOGA,1491505200,485,AE-23,183,2,2,19,15,2017-04-06,1491501600,1,40.69,0.74,0.0075,0.88,rain,1012,48.72,4,2.761,313,7.61,1.72,rain,drizzle,1,0,0,0,0,-85.246419,35.023643,0,4,1,3
1,CHATTANOOGA,1491505200,172,AD-20,289,2,2,19,15,2017-04-06,1491501600,1,40.92,0.74,0.0086,0.92,rain,1012,48.75,4,2.791,312,7.53,3.72,rain,drizzle,1,0,0,0,0,-85.253141,35.056771,0,4,1,3
1,CHATTANOOGA,1491505200,180,AU-26,81,2,2,19,15,2017-04-06,1491501600,1,38.8,0.72,0,0,,1012,47.2,4,2.122,305,10.48,3.32,cloudy,overcast,0,1,0,0,0,-85.132107,35.000009,0,4,1,3
1,CHATTANOOGA,1491505200,467,Y-24,137,2,2,14,15,2017-04-06,1491501600,1,40.51,0.73,0.0066,0.84,rain,1012,48.74,4,2.693,303,9.51,3.76,rain,drizzle,1,0,0,0,0,-85.288894,35.020674,1,4,1,3
1,CHATTANOOGA,1491505200,942,AF-12,566,2,2,19,15,2017-04-06,1491501600,1,40.35,0.74,0.0042,0.6,rain,1012,48.43,4,3.914,300,11.35,2.97,rain,possible drizzle,1,0,0,0,0,-85.240129,35.123297,1,4,1,3
1,CHATTANOOGA,1491505200,64,W-17,392,2,2,19,15,2017-04-06,1491501600,1,40.23,0.75,0.0063,0.85,rain,1012,47.87,4,3.702,298,14.01,4.22,rain,drizzle,1,0,0,0,0,-85.303264,35.079156,1,4,1,3
1,CHATTANOOGA,1491505200,375,T-25,93,2,2,19,15,2017-04-06,1491501600,0.78,40.36,0.75,0.0041,0.44,rain,1012,48.04,5,2.47,302,9.69,3.99,rain,possible drizzle,1,0,0,0,0,-85.328307,35.013733,1,4,1,3
1,CHATTANOOGA,1491508800,186,AJ-17,405,2,2,14,16,2017-04-06,1491505200,1,40.36,0.7,0.0009,0.18,rain,1012.5,49.69,4,9.679,298,12.71,3.81,cloudy,overcast,0,1,0,0,0,-85.211555,35.076822,1,4,1,3
1,CHATTANOOGA,1491508800,51,AJ-21,259,4,2,14,16,2017-04-06,1491505200,1,39.91,0.67,0.0003,0.05,rain,1012.5,50.61,4,9.914,309,13.28,3.38,cloudy,overcast,0,1,0,0,0,-85.214034,35.046079,1,4,1,3
1,CHATTANOOGA,1491508800,764,V-20,281,6,2,11,16,2017-04-06,1491505200,1,40.83,0.72,0.001,0.24,rain,1012.5,49.67,4,8.616,287,13.81,4.58,cloudy,overcast,0,1,0,0,0,-85.310664,35.052295,1,4,1,3
1,CHATTANOOGA,1491512400,1252,V-21,245,2,2,17,17,2017-04-06,1491508800,0.75,40.87,0.7,0.0029,0.25,rain,1012.8,50.12,3,2.777,287,12.02,5.6,partly-cloudy-day,mostly cloudy,0,1,0,0,0,-85.311054,35.045972,0,4,1,3
1,CHATTANOOGA,1491512400,139,AG-9,627,2,2,19,17,2017-04-06,1491508800,0.77,40.57,0.7,0.0051,0.65,rain,1012.8,50.08,3,3.428,282,16.84,5.31,rain,possible drizzle,1,0,0,0,0,-85.236189,35.142281,1,4,1,3
1,CHATTANOOGA,1491512400,207,U-24,133,2,2,19,17,2017-04-06,1491508800,0.75,40.97,0.71,0.0027,0.34,rain,1012.8,49.83,3,2.809,288,12.04,5.59,rain,possible drizzle,1,0,0,0,0,-85.320331,35.019873,0,4,1,3
1,CHATTANOOGA,1491512400,186,AM-22,228,4,2,17,17,2017-04-06,1491508800,0.75,38.67,0.62,0.0004,0.05,rain,1012.8,51.46,3,9.693,276,13.85,6.15,partly-cloudy-day,mostly cloudy,0,1,0,0,0,-85.189874,35.030545,0,4,1,3
1,CHATTANOOGA,1491512400,146,X-20,283,2,2,14,17,2017-04-06,1491508800,0.75,40.67,0.69,0.0024,0.23,rain,1012.8,50.47,3,3.343,290,11.56,5.42,partly-cloudy-day,mostly cloudy,0,1,0,0,0,-85.296689,35.051456,0,4,1,3
1,RED BANK,1491512400,49,W-11,579,2,2,16,17,2017-04-06,1491508800,0.75,39.74,0.71,0.0051,0.69,rain,1012.8,48.7,3,4.336,274,16.16,6.63,rain,drizzle,1,0,0,0,0,-85.303355,35.124554,0,4,1,3
1,CHATTANOOGA,1491512400,543,W-21,246,2,2,17,17,2017-04-06,1491508800,0.75,40.69,0.69,0.0025,0.21,rain,1012.8,50.31,3,3.309,290,11.69,5.42,partly-cloudy-day,mostly cloudy,0,1,0,0,0,-85.308811,35.042784,0,4,1,3
1,CHATTANOOGA,1491512400,485,AE-23,183,2,2,19,17,2017-04-06,1491508800,0.75,40.82,0.69,0.0007,0.07,rain,1012.8,50.71,3,8.984,297,10.26,4.63,partly-cloudy-day,mostly cloudy,0,1,0,0,0,-85.244387,35.024494,0,4,1,3
1,CHATTANOOGA,1491516000,535,AN-23,192,5,2,14,18,2017-04-06,1491512400,1,39.94,0.62,0.0007,0.07,rain,1013.4,52.43,1,9.54,315,16.7,3.59,cloudy,overcast,0,1,0,0,0,-85.181644,35.029585,0,4,1,3
1,CHATTANOOGA,1491516000,173,AM-24,151,2,2,14,18,2017-04-06,1491512400,1,40.01,0.62,0.0007,0.08,rain,1013.4,52.46,1,9.343,317,16.18,3.6,cloudy,overcast,0,1,0,0,0,-85.184253,35.017209,0,4,1,3
1,CHATTANOOGA,1491516000,290,AT-19,340,2,2,14,18,2017-04-06,1491512400,1,39.67,0.63,0.0017,0.17,rain,1013.4,51.85,1,8.42,309,14.25,3.43,cloudy,overcast,0,1,0,0,0,-85.141026,35.062551,0,4,1,3
