Accident,Grid_Num,Unix,Date,Hour,hourbefore,City,Join_Count,NBR_LANES,TY_TERRAIN,FUNC_CLASS,GRID_ID,cloudCover,dewPoint,humidity,precipIntensity,precipProbability,precipType,pressure,temperature,uvIndex,visibility,windBearing,windGust,windSpeed,Event,Conditions,Rain,Cloudy,Foggy,Snow,Clear,Longitude,Latitude,RainBefore,DayFrame,WeekDay,DayOfWeek
1,3,1525406400,2018-05-04,12,1525402800,CHATTANOOGA,111,4,2,11,I-28,0.33,57.08,0.64,0,0,,1021,69.69,0,2.387,180,1.22,0.21,partly-cloudy-night,partly cloudy,0,1,0,0,0,-85.409346,34.98317,0,3,1,4
1,694,1525406400,2018-05-04,12,1525402800,SODDY DAISY,75,2,2,12,AI-1,0.44,57.49,0.63,0,0,,1021,70.87,0,7.941,189,2.15,0.55,partly-cloudy-night,partly cloudy,0,1,0,0,0,-85.217129,35.213859,0,3,1,4
1,175,1525406400,2018-05-04,13,1525402800,CHATTANOOGA,221,8,2,11,W-23,0.41,56.76,0.59,0,0,,1021,71.66,0,2.407,180,1.43,0.18,partly-cloudy-night,partly cloudy,0,1,0,0,0,-85.304591,35.029236,0,3,1,4
1,390,1525406400,2018-05-04,13,1525402800,RED BANK,181,2,2,19,U-17,0.44,56.82,0.59,0,0,,1021,71.7,0,8.147,182,1.76,0.31,partly-cloudy-night,partly cloudy,0,1,0,0,0,-85.32071,35.076647,0,3,1,4
1,93,1525406400,2018-05-04,13,1525402800,CHATTANOOGA,375,2,2,19,T-25,0.39,56.84,0.6,0,0,,1021,71.37,0,2.47,180,1.04,0.17,partly-cloudy-night,partly cloudy,0,1,0,0,0,-85.32559,35.014081,0,3,1,4
1,177,1525406400,2018-05-04,13,1525402800,CHATTANOOGA,90,2,2,19,Y-23,0.44,56.74,0.59,0,0,,1021,71.68,0,7.73,185,1.53,0.68,partly-cloudy-night,partly cloudy,0,1,0,0,0,-85.290712,35.029494,0,3,1,4
1,442,1525406400,2018-05-04,13,1525402800,CHATTANOOGA,48,4,2,14,AH-16,0.44,56.79,0.61,0,0,,1021,71.13,0,8.791,185,1.75,1.22,partly-cloudy-night,partly cloudy,0,1,0,0,0,-85.225646,35.091807,0,3,1,4
1,107,1525406400,2018-05-04,13,1525402800,CHATTANOOGA,592,2,2,19,AI-25,0.44,56.9,0.62,0,0,,1021,70.74,0,8.95,190,3.08,3.08,partly-cloudy-night,partly cloudy,0,1,0,0,0,-85.21546,35.009932,0,3,1,4
1,107,1525406400,2018-05-04,16,1525402800,CHATTANOOGA,592,2,2,19,AI-25,0.44,56.9,0.62,0,0,,1021,70.74,0,8.95,190,3.08,3.08,partly-cloudy-night,partly cloudy,0,1,0,0,0,-85.216372,35.011387,0,4,1,4
1,99,1525406400,2018-05-04,14,1525402800,CHATTANOOGA,120,2,2,19,Z-25,0.44,56.73,0.6,0,0,,1021,71.57,0,7.645,186,1.48,0.82,partly-cloudy-night,partly cloudy,0,1,0,0,0,-85.283909,35.011308,0,4,1,4
1,255,1525406400,2018-05-04,15,1525402800,CHATTANOOGA,224,2,2,19,AF-21,0.44,56.61,0.6,0,0,,1021,71.32,0,9.215,187,2.36,2.36,partly-cloudy-night,partly cloudy,0,1,0,0,0,-85.237978,35.048286,0,4,1,4
1,408,1525406400,2018-05-04,15,1525402800,CHATTANOOGA,174,2,2,19,AM-17,0.44,56.88,0.62,0,0,,1021,70.67,0,9.11,187,2.09,2.09,partly-cloudy-night,partly cloudy,0,1,0,0,0,-85.184473,35.075373,0,4,1,4
1,216,1525406400,2018-05-04,15,1525402800,CHATTANOOGA,229,2,2,19,AA-22,0.44,56.64,0.59,0,0,,1021,71.74,0,8.232,186,1.68,0.61,partly-cloudy-night,partly cloudy,0,1,0,0,0,-85.274588,35.029854,0,4,1,4
1,252,1525406400,2018-05-04,15,1525402800,CHATTANOOGA,343,2,2,19,AC-21,0.44,56.4,0.58,0,0,,1021,71.97,0,8.685,,2.01,0,partly-cloudy-night,partly cloudy,0,1,0,0,0,-85.260898,35.043754,0,4,1,4
1,252,1525406400,2018-05-04,18,1525402800,CHATTANOOGA,343,2,2,19,AC-21,0.44,56.4,0.58,0,0,,1021,71.97,0,8.685,,2.01,0,partly-cloudy-night,partly cloudy,0,1,0,0,0,-85.263362,35.044481,0,4,1,4
1,66,1525406400,2018-05-04,16,1525402800,EAST RIDGE,29,2,2,19,AB-26,0.44,56.75,0.61,0,0,,1021,70.68,0,7.729,188,1.43,1.03,partly-cloudy-night,partly cloudy,0,1,0,0,0,-85.267592,35.000924,0,4,1,4
1,437,1525406400,2018-05-04,16,1525402800,CHATTANOOGA,249,4,2,14,AC-16,0.44,56.79,0.6,0,0,,1021,71.45,0,8.413,184,2.1,0.48,partly-cloudy-night,partly cloudy,0,1,0,0,0,-85.26152,35.086056,0,4,1,4
1,49,1525406400,2018-05-04,16,1525402800,CHATTANOOGA,64,2,2,19,AR-27,0.44,56.59,0.6,0,0,,1021,71.06,0,6.431,192,1.08,1.08,partly-cloudy-night,partly cloudy,0,1,0,0,0,-85.148717,34.998188,0,4,1,4
1,249,1525406400,2018-05-04,16,1525402800,CHATTANOOGA,185,2,2,19,Z-21,0.44,56.67,0.59,0,0,,1021,71.8,0,8.143,185,1.74,0.55,partly-cloudy-night,partly cloudy,0,1,0,0,0,-85.280466,35.045737,0,4,1,4
1,178,1525406400,2018-05-04,16,1525402800,CHATTANOOGA,175,2,2,19,Z-23,0.44,56.69,0.59,0,0,,1021,71.69,0,7.984,186,1.61,0.66,partly-cloudy-night,partly cloudy,0,1,0,0,0,-85.288147,35.028961,0,4,1,4
1,585,1525406400,2018-05-04,16,1525402800,CHATTANOOGA,319,2,2,19,AE-11,0.42,56.96,0.61,0,0,,1021,71.25,0,8.5,184,2.06,0.59,partly-cloudy-night,partly cloudy,0,1,0,0,0,-85.245897,35.128904,0,4,1,4
1,475,1525406400,2018-05-04,16,1525402800,CHATTANOOGA,184,4,2,14,AF-15,0.44,56.85,0.6,0,0,,1021,71.36,0,8.505,184,1.97,1.27,partly-cloudy-night,partly cloudy,0,1,0,0,0,-85.24303,35.095546,0,4,1,4
1,58,1525406400,2018-05-04,16,1525402800,CHATTANOOGA,153,2,2,19,T-26,0.39,56.84,0.61,0,0,,1021,71.03,0,2.471,180,0.88,0.17,partly-cloudy-night,partly cloudy,0,1,0,0,0,-85.328672,35.006586,0,4,1,4
1,248,1525406400,2018-05-04,17,1525402800,CHATTANOOGA,359,2,2,19,Y-21,0.44,56.71,0.59,0,0,,1021,71.66,0,7.934,184,1.68,0.58,partly-cloudy-night,partly cloudy,0,1,0,0,0,-85.292718,35.038647,0,4,1,4
1,176,1525406400,2018-05-04,17,1525402800,CHATTANOOGA,159,2,2,19,X-23,0.44,56.77,0.59,0,0,,1021,71.68,0,7.612,185,1.53,0.64,partly-cloudy-night,partly cloudy,0,1,0,0,0,-85.299374,35.02626,0,4,1,4
1,133,1525406400,2018-05-04,17,1525402800,CHATTANOOGA,207,2,2,19,U-24,0.4,56.82,0.6,0,0,,1021,71.57,0,2.45,180,1.19,0.19,partly-cloudy-night,partly cloudy,0,1,0,0,0,-85.322257,35.017621,0,4,1,4
1,133,1525406400,2018-05-04,18,1525402800,CHATTANOOGA,207,2,2,19,U-24,0.4,56.82,0.6,0,0,,1021,71.57,0,2.45,180,1.19,0.19,partly-cloudy-night,partly cloudy,0,1,0,0,0,-85.323005,35.016214,0,4,1,4
1,183,1525406400,2018-05-04,17,1525402800,CHATTANOOGA,485,2,2,19,AE-23,0.44,56.64,0.6,0,0,,1021,71.17,0,8.894,188,2.31,2.31,partly-cloudy-night,partly cloudy,0,1,0,0,0,-85.244247,35.02356,0,4,1,4
1,606,1525406400,2018-05-04,17,1525402800,CHATTANOOGA,230,2,2,19,AF-10,0.44,56.99,0.61,0,0,,1021,71.23,0,8.334,183,2.09,0.57,partly-cloudy-night,partly cloudy,0,1,0,0,0,-85.23749,35.136834,0,4,1,4
1,302,1525406400,2018-05-04,19,1525402800,CHATTANOOGA,92,2,2,19,AQ-20,0.44,56.87,0.62,0,0,,1021,70.55,0,9.025,190,2.17,2.17,partly-cloudy-night,partly cloudy,0,1,0,0,0,-85.158404,35.047421,0,1,1,4
1,246,1525492800,2018-05-05,21,1525489200,CHATTANOOGA,543,2,2,17,W-21,0.44,60.2,0.69,0,0,,1018.3,70.69,0,7.991,264,0.81,0.07,partly-cloudy-night,partly cloudy,0,1,0,0,0,-85.307956,35.046352,0,1,0,5
1,246,1525492800,2018-05-05,16,1525489200,CHATTANOOGA,543,2,2,17,W-21,0.44,60.2,0.69,0,0,,1018.3,70.69,0,7.991,264,0.81,0.07,partly-cloudy-night,partly cloudy,0,1,0,0,0,-85.307743,35.041634,0,4,0,5
1,316,1525492800,2018-05-05,21,1525489200,CHATTANOOGA,382,2,2,19,V-19,0.44,60.17,0.68,0,0,,1018.3,71.1,0,8.215,264,1.12,0.05,partly-cloudy-night,partly cloudy,0,1,0,0,0,-85.31602,35.067874,0,1,0,5
1,357,1525492800,2018-05-05,21,1525489200,CHATTANOOGA,155,2,2,19,Y-18,0.44,60.36,0.69,0,0,,1018.3,71.01,0,8.298,265,1.34,0.05,partly-cloudy-night,partly cloudy,0,1,0,0,0,-85.291313,35.071911,0,1,0,5
1,106,1525492800,2018-05-05,22,1525489200,CHATTANOOGA,563,2,2,19,AH-25,0.44,61.43,0.75,0,0,,1018.3,69.78,0,9.085,268,0.68,0.14,partly-cloudy-night,partly cloudy,0,1,0,0,0,-85.222513,35.010366,0,1,0,5
1,106,1525492800,2018-05-05,15,1525489200,CHATTANOOGA,563,2,2,19,AH-25,0.44,61.43,0.75,0,0,,1018.3,69.78,0,9.085,268,0.68,0.14,partly-cloudy-night,partly cloudy,0,1,0,0,0,-85.22846,35.013535,0,4,0,5
1,114,1525492800,2018-05-05,22,1525489200,CHATTANOOGA,340,2,2,19,AP-25,0.44,61.18,0.74,0,0,,1018.3,69.89,0,8.485,255,0.92,0.16,partly-cloudy-night,partly cloudy,0,1,0,0,0,-85.163699,35.015214,0,1,0,5
1,114,1525492800,2018-05-05,13,1525489200,CHATTANOOGA,340,2,2,19,AP-25,0.44,61.18,0.74,0,0,,1018.3,69.89,0,8.485,255,0.92,0.16,partly-cloudy-night,partly cloudy,0,1,0,0,0,-85.163699,35.015214,0,3,0,5
1,114,1525492800,2018-05-05,14,1525489200,CHATTANOOGA,340,2,2,19,AP-25,0.44,61.18,0.74,0,0,,1018.3,69.89,0,8.485,255,0.92,0.16,partly-cloudy-night,partly cloudy,0,1,0,0,0,-85.163566,35.014767,0,4,0,5
1,430,1525492800,2018-05-05,0,1525489200,RED BANK,350,2,2,12,U-16,0.44,60.13,0.68,0,0,,1018.3,71.29,0,8.145,263,1.46,0.04,partly-cloudy-night,partly cloudy,0,1,0,0,0,-85.324828,35.084595,0,1,0,5
1,393,1525492800,2018-05-05,6,1525489200,CHATTANOOGA,98,2,2,19,X-17,0.44,60.32,0.69,0,0,,1018.3,70.92,0,8.385,264,1.74,0.03,partly-cloudy-night,partly cloudy,0,1,0,0,0,-85.295839,35.079882,0,2,0,5
1,393,1525492800,2018-05-05,15,1525489200,CHATTANOOGA,98,2,2,19,X-17,0.44,60.32,0.69,0,0,,1018.3,70.92,0,8.385,264,1.74,0.03,partly-cloudy-night,partly cloudy,0,1,0,0,0,-85.297037,35.080754,0,4,0,5
1,212,1525492800,2018-05-05,7,1525489200,CHATTANOOGA,561,2,2,19,W-22,0.7,60.15,0.7,0,0,,1018.3,70.61,0,2.698,264,0.72,0.08,partly-cloudy-night,mostly cloudy,0,1,0,0,0,-85.304789,35.034836,0,2,0,5
1,685,1525492800,2018-05-05,8,1525489200,CHATTANOOGA,36,4,2,12,AF-4,0.44,61.05,0.71,0,0,,1018.3,70.92,0,7.993,270,0.64,0.01,partly-cloudy-night,partly cloudy,0,1,0,0,0,-85.239935,35.193397,0,2,0,5
1,192,1525492800,2018-05-05,8,1525489200,CHATTANOOGA,535,5,2,14,AN-23,0.44,61.81,0.76,0,0,,1018.3,69.87,0,9.538,254,0.49,0.08,partly-cloudy-night,partly cloudy,0,1,0,0,0,-85.181958,35.033049,0,2,0,5
1,266,1525492800,2018-05-05,9,1525489200,CHATTANOOGA,833,4,2,14,AQ-21,0.44,61.37,0.74,0,0,,1018.3,70.05,0,9.045,254,0.78,0.12,partly-cloudy-night,partly cloudy,0,1,0,0,0,-85.15728,35.046416,0,2,0,5
1,266,1525492800,2018-05-05,11,1525489200,CHATTANOOGA,833,4,2,14,AQ-21,0.44,61.37,0.74,0,0,,1018.3,70.05,0,9.045,254,0.78,0.12,partly-cloudy-night,partly cloudy,0,1,0,0,0,-85.155778,35.040321,0,3,0,5
1,266,1525492800,2018-05-05,13,1525489200,CHATTANOOGA,833,4,2,14,AQ-21,0.44,61.37,0.74,0,0,,1018.3,70.05,0,9.045,254,0.78,0.12,partly-cloudy-night,partly cloudy,0,1,0,0,0,-85.156715,35.038695,0,3,0,5
1,266,1525492800,2018-05-05,15,1525489200,CHATTANOOGA,833,4,2,14,AQ-21,0.44,61.37,0.74,0,0,,1018.3,70.05,0,9.045,254,0.78,0.12,partly-cloudy-night,partly cloudy,0,1,0,0,0,-85.157294,35.042997,0,4,0,5
1,266,1525492800,2018-05-05,18,1525489200,CHATTANOOGA,833,4,2,14,AQ-21,0.44,61.37,0.74,0,0,,1018.3,70.05,0,9.045,254,0.78,0.12,partly-cloudy-night,partly cloudy,0,1,0,0,0,-85.15635,35.040955,0,4,0,5
1,317,1525492800,2018-05-05,9,1525489200,CHATTANOOGA,450,2,2,19,W-19,0.44,60.23,0.69,0,0,,1018.3,71.06,0,8.071,264,1.12,0.06,partly-cloudy-night,partly cloudy,0,1,0,0,0,-85.305772,35.061649,0,2,0,5
1,317,1525492800,2018-05-05,14,1525489200,CHATTANOOGA,450,2,2,19,W-19,0.44,60.23,0.69,0,0,,1018.3,71.06,0,8.071,264,1.12,0.06,partly-cloudy-night,partly cloudy,0,1,0,0,0,-85.307614,35.061596,0,4,0,5
1,317,1525492800,2018-05-05,19,1525489200,CHATTANOOGA,450,2,2,19,W-19,0.44,60.23,0.69,0,0,,1018.3,71.06,0,8.071,264,1.12,0.06,partly-cloudy-night,partly cloudy,0,1,0,0,0,-85.307614,35.061596,0,1,0,5
1,150,1525492800,2018-05-05,9,1525489200,CHATTANOOGA,258,2,2,19,AL-24,0.44,61.92,0.76,0,0,,1018.3,69.8,0,9.568,268,0.35,0.18,partly-cloudy-night,partly cloudy,0,1,0,0,0,-85.196219,35.017332,0,2,0,5
1,138,1525492800,2018-05-05,9,1525489200,CHATTANOOGA,256,2,2,19,Z-24,0.44,60.31,0.71,0,0,,1018.3,70.18,0,8.115,266,0.55,0.08,partly-cloudy-night,partly cloudy,0,1,0,0,0,-85.286719,35.020486,0,2,0,5
1,125,1525492800,2018-05-05,10,1525489200,CHATTANOOGA,360,4,2,16,M-24,0.63,59.42,0.68,0,0,,1018.3,70.3,0,3.331,259,0.46,0.08,partly-cloudy-night,mostly cloudy,0,1,0,0,0,-85.376588,35.015591,0,3,0,5
1,245,1525492800,2018-05-05,10,1525489200,CHATTANOOGA,1252,2,2,17,V-21,0.7,60.13,0.69,0,0,,1018.3,70.79,0,2.777,264,0.89,0.07,partly-cloudy-night,mostly cloudy,0,1,0,0,0,-85.314691,35.047754,0,3,0,5
1,245,1525492800,2018-05-05,13,1525489200,CHATTANOOGA,1252,2,2,17,V-21,0.7,60.13,0.69,0,0,,1018.3,70.79,0,2.777,264,0.89,0.07,partly-cloudy-night,mostly cloudy,0,1,0,0,0,-85.314372,35.04738,0,3,0,5
1,233,1525492800,2018-05-05,11,1525489200,CHATTANOOGA,1359,4,2,19,AR-22,0.44,61.21,0.74,0,0,,1018.3,69.94,0,8.762,255,0.87,0.13,partly-cloudy-night,partly cloudy,0,1,0,0,0,-85.152397,35.034913,0,3,0,5
1,506,1525492800,2018-05-05,11,1525489200,CHATTANOOGA,10,2,2,19,AC-14,0.44,60.49,0.69,0,0,,1018.3,71.39,0,8.619,265,1.94,0.03,partly-cloudy-night,partly cloudy,0,1,0,0,0,-85.261552,35.104775,0,3,0,5
1,506,1525492800,2018-05-05,12,1525489200,CHATTANOOGA,10,2,2,19,AC-14,0.44,60.49,0.69,0,0,,1018.3,71.39,0,8.619,265,1.94,0.03,partly-cloudy-night,partly cloudy,0,1,0,0,0,-85.261552,35.104775,0,3,0,5
1,108,1525492800,2018-05-05,12,1525489200,CHATTANOOGA,476,5,2,19,AJ-25,0.44,61.66,0.75,0,0,,1018.3,69.84,0,9.257,268,0.45,0.17,partly-cloudy-night,partly cloudy,0,1,0,0,0,-85.209893,35.011115,0,3,0,5
1,93,1525492800,2018-05-05,12,1525489200,CHATTANOOGA,375,2,2,19,T-25,0.67,59.6,0.69,0,0,,1018.3,70.25,0,2.879,263,0.52,0.08,partly-cloudy-night,mostly cloudy,0,1,0,0,0,-85.326053,35.013479,0,3,0,5
1,252,1525492800,2018-05-05,13,1525489200,CHATTANOOGA,343,2,2,19,AC-21,0.44,60.71,0.72,0,0,,1018.3,70.07,0,8.83,,0,0,partly-cloudy-night,partly cloudy,0,1,0,0,0,-85.260666,35.041707,0,3,0,5
1,195,1525492800,2018-05-05,13,1525489200,CHATTANOOGA,659,2,2,19,AQ-23,0.44,61.22,0.74,0,0,,1018.3,69.9,0,8.768,255,0.86,0.13,partly-cloudy-night,partly cloudy,0,1,0,0,0,-85.156483,35.028509,0,3,0,5
1,231,1525492800,2018-05-05,13,1525489200,CHATTANOOGA,174,2,2,19,AP-22,0.44,61.51,0.74,0,0,,1018.3,70.02,0,9.246,254,0.68,0.11,partly-cloudy-night,partly cloudy,0,1,0,0,0,-85.163861,35.035266,0,3,0,5
1,140,1525492800,2018-05-05,14,1525489200,CHATTANOOGA,399,2,2,19,AB-24,0.44,60.44,0.72,0,0,,1018.3,69.7,0,8.409,266,0.47,0.07,partly-cloudy-night,partly cloudy,0,1,0,0,0,-85.26795,35.025473,0,4,0,5
1,139,1525492800,2018-05-05,14,1525489200,CHATTANOOGA,882,2,2,19,AA-24,0.44,60.34,0.72,0,0,,1018.3,69.94,0,8.167,266,0.53,0.08,partly-cloudy-night,partly cloudy,0,1,0,0,0,-85.276281,35.019227,0,4,0,5
1,149,1525492800,2018-05-05,15,1525489200,CHATTANOOGA,311,2,2,19,AK-24,0.44,61.82,0.76,0,0,,1018.3,69.83,0,9.455,268,0.39,0.18,partly-cloudy-night,partly cloudy,0,1,0,0,0,-85.200758,35.015779,0,4,0,5
1,149,1525492800,2018-05-05,15,1525489200,CHATTANOOGA,311,2,2,19,AK-24,0.44,61.82,0.76,0,0,,1018.3,69.83,0,9.455,268,0.39,0.18,partly-cloudy-night,partly cloudy,0,1,0,0,0,-85.204179,35.018106,0,4,0,5
1,325,1525492800,2018-05-05,15,1525489200,CHATTANOOGA,26,2,2,19,AE-19,0.44,60.85,0.73,0,0,,1018.3,70.01,0,9.077,266,0.54,0.04,partly-cloudy-night,partly cloudy,0,1,0,0,0,-85.244027,35.058049,0,4,0,5
1,325,1525492800,2018-05-05,16,1525489200,CHATTANOOGA,26,2,2,19,AE-19,0.44,60.85,0.73,0,0,,1018.3,70.01,0,9.077,266,0.54,0.04,partly-cloudy-night,partly cloudy,0,1,0,0,0,-85.244027,35.058049,0,4,0,5
1,605,1525492800,2018-05-05,15,1525489200,CHATTANOOGA,430,6,2,14,AE-10,0.25,60.65,0.69,0,0,,1018.3,71.28,0,8.426,265,1.24,0.05,clear-night,clear,0,0,0,0,1,-85.245876,35.137652,0,4,0,5
1,291,1525492800,2018-05-05,17,1525489200,CHATTANOOGA,54,2,2,19,AF-20,0.44,60.99,0.73,0,0,,1018.3,69.94,0,9.233,267,0.46,0.05,partly-cloudy-night,partly cloudy,0,1,0,0,0,-85.243757,35.055372,0,4,0,5
1,258,1525492800,2018-05-05,17,1525489200,CHATTANOOGA,299,4,2,16,AI-21,0.44,61.65,0.75,0,0,,1018.3,70.02,0,9.647,267,0.6,0.09,partly-cloudy-night,partly cloudy,0,1,0,0,0,-85.219735,35.043284,0,4,0,5
1,249,1525492800,2018-05-05,17,1525489200,CHATTANOOGA,185,2,2,19,Z-21,0.44,60.42,0.7,0,0,,1018.3,70.73,0,8.405,265,0.66,0.06,partly-cloudy-night,partly cloudy,0,1,0,0,0,-85.282091,35.04265,0,4,0,5
1,437,1525492800,2018-05-05,18,1525489200,CHATTANOOGA,249,4,2,14,AC-16,0.44,60.48,0.69,0,0,,1018.3,71.32,0,8.61,265,1.66,0.04,partly-cloudy-night,partly cloudy,0,1,0,0,0,-85.263459,35.081433,0,4,0,5
1,425,1525492800,2018-05-05,18,1525489200,COLLEGEDALE,509,2,2,16,BD-17,0.32,61.07,0.73,0,0,,1018.3,70,0,6.968,254,1.14,0.19,partly-cloudy-night,partly cloudy,0,1,0,0,0,-85.06329,35.08082,0,4,0,5
1,551,1525492800,2018-05-05,18,1525489200,CHATTANOOGA,35,4,2,14,AS-13,0.28,61.14,0.72,0,0,,1018.3,70.71,0,8.168,254,0.89,0.1,clear-night,clear,0,0,0,0,1,-85.145162,35.10827,0,4,0,5
1,566,1525492800,2018-05-05,18,1525489200,CHATTANOOGA,942,2,2,19,AF-12,0.25,60.76,0.69,0,0,,1018.3,71.35,0,8.565,265,1.27,0.05,clear-night,clear,0,0,0,0,1,-85.241135,35.125657,0,4,0,5
1,81,1525492800,2018-05-05,18,1525489200,CHATTANOOGA,180,2,2,19,AU-26,0.44,60.37,0.73,0,0,,1018.3,69.21,0,6.033,,1,0,partly-cloudy-night,partly cloudy,0,1,0,0,0,-85.13381,34.99941,0,4,0,5
1,448,1525492800,2018-05-05,19,1525489200,CHATTANOOGA,172,2,2,19,AN-16,0.28,61.22,0.73,0,0,,1018.3,70.2,0,8.866,267,0.9,0.08,clear-night,clear,0,0,0,0,1,-85.181566,35.091375,0,1,0,5
1,146,1525492800,2018-05-05,19,1525489200,CHATTANOOGA,66,2,2,19,AH-24,0.44,61.49,0.75,0,0,,1018.3,69.88,0,9.357,268,0.61,0.11,partly-cloudy-night,partly cloudy,0,1,0,0,0,-85.228212,35.019577,0,1,0,5
1,153,1525579200,2018-05-06,20,1525575600,CHATTANOOGA,417,2,2,19,AO-24,0.44,59.1,0.9,0.0014,0.15,rain,1015.3,61.92,0,8.953,255,0.83,0.46,partly-cloudy-night,partly cloudy,0,1,0,0,0,-85.174648,35.017727,1,1,0,6
1,153,1525579200,2018-05-06,10,1525575600,CHATTANOOGA,417,2,2,19,AO-24,0.44,59.1,0.9,0.0014,0.15,rain,1015.3,61.92,0,8.953,255,0.83,0.46,partly-cloudy-night,partly cloudy,0,1,0,0,0,-85.173294,35.017551,1,3,0,6
1,540,1525579200,2018-05-06,20,1525575600,CHATTANOOGA,208,2,2,19,AD-13,0.44,58.8,0.9,0.0006,0.09,rain,1015.3,61.81,0,8.422,249,1.75,1.32,partly-cloudy-night,partly cloudy,0,1,0,0,0,-85.259286,35.114416,0,1,0,6
1,461,1525579200,2018-05-06,20,1525575600,HAMILTON COUNTY,304,2,2,16,BE-16,0.51,59.07,0.91,0.0065,0.53,rain,1015.3,61.8,0,7.05,228,1.98,0.55,rain,possible drizzle,1,0,0,0,0,-85.057682,35.087345,1,1,0,6
1,233,1525579200,2018-05-06,21,1525575600,CHATTANOOGA,1359,4,2,19,AR-22,0.44,59.09,0.91,0.0018,0.17,rain,1015.3,61.8,0,8.727,253,0.9,0.43,partly-cloudy-night,partly cloudy,0,1,0,0,0,-85.151823,35.036959,1,1,0,6
1,233,1525579200,2018-05-06,21,1525575600,CHATTANOOGA,1359,4,2,19,AR-22,0.44,59.09,0.91,0.0018,0.17,rain,1015.3,61.8,0,8.727,253,0.9,0.43,partly-cloudy-night,partly cloudy,0,1,0,0,0,-85.147349,35.038,1,1,0,6
1,233,1525579200,2018-05-06,21,1525575600,CHATTANOOGA,1359,4,2,19,AR-22,0.44,59.09,0.91,0.0018,0.17,rain,1015.3,61.8,0,8.727,253,0.9,0.43,partly-cloudy-night,partly cloudy,0,1,0,0,0,-85.154814,35.04156,1,1,0,6
1,539,1525579200,2018-05-06,22,1525575600,CHATTANOOGA,176,2,2,19,AC-13,0.44,58.83,0.9,0.0005,0.09,rain,1015.3,61.68,0,8.419,249,1.68,1.46,partly-cloudy-night,partly cloudy,0,1,0,0,0,-85.262013,35.107186,0,1,0,6
1,467,1525579200,2018-05-06,23,1525575600,RED BANK,30,2,2,12,U-15,0.44,58.76,0.91,0.0005,0.09,rain,1015.3,61.55,0,7.951,226,2.31,1.41,partly-cloudy-night,partly cloudy,0,1,0,0,0,-85.323853,35.091598,0,1,0,6
1,245,1525579200,2018-05-06,23,1525575600,CHATTANOOGA,1252,2,2,17,V-21,0.44,58.76,0.89,0.0012,0.25,rain,1015.3,62.1,0,2.251,241,1.28,0.78,partly-cloudy-night,partly cloudy,0,1,0,0,0,-85.315039,35.047117,1,1,0,6
1,245,1525579200,2018-05-06,17,1525575600,CHATTANOOGA,1252,2,2,17,V-21,0.44,58.76,0.89,0.0012,0.25,rain,1015.3,62.1,0,2.251,241,1.28,0.78,partly-cloudy-night,partly cloudy,0,1,0,0,0,-85.313247,35.046505,1,4,0,6
1,227,1525579200,2018-05-06,0,1525575600,CHATTANOOGA,68,2,2,19,AL-22,0.44,59,0.89,0,0,,1015.3,62.15,0,9.997,253,1.29,0.47,partly-cloudy-night,partly cloudy,0,1,0,0,0,-85.194374,35.034937,0,1,0,6
1,178,1525579200,2018-05-06,1,1525575600,CHATTANOOGA,175,2,2,19,Z-23,0.44,58.83,0.89,0.0017,0.43,rain,1015.3,62.26,0,8.152,249,0.88,0.42,rain,possible drizzle,1,0,0,0,0,-85.286939,35.031451,1,1,0,6
1,316,1525579200,2018-05-06,2,1525575600,CHATTANOOGA,382,2,2,19,V-19,0.44,58.76,0.89,0.001,0.22,rain,1015.3,61.97,0,8.058,239,1.46,1.02,partly-cloudy-night,partly cloudy,0,1,0,0,0,-85.31026,35.063768,0,1,0,6
1,104,1525579200,2018-05-06,2,1525575600,CHATTANOOGA,455,2,2,19,AF-25,0.44,58.98,0.89,0.0018,0.06,rain,1015.3,62.11,0,8.766,253,1.04,0.34,partly-cloudy-night,partly cloudy,0,1,0,0,0,-85.240387,35.017035,1,1,0,6
1,276,1525579200,2018-05-06,10,1525575600,CHATTANOOGA,11,2,2,19,Q-20,0.44,58.6,0.88,0.001,0.15,rain,1015.3,62.09,0,2.614,230,1.88,0.93,partly-cloudy-night,partly cloudy,0,1,0,0,0,-85.35067,35.054758,1,3,0,6
1,107,1525579200,2018-05-06,10,1525575600,CHATTANOOGA,592,2,2,19,AI-25,0.44,59.06,0.89,0.0016,0.06,rain,1015.3,62.26,0,8.961,255,1.39,0.43,partly-cloudy-night,partly cloudy,0,1,0,0,0,-85.214812,35.011059,1,3,0,6
1,107,1525579200,2018-05-06,17,1525575600,CHATTANOOGA,592,2,2,19,AI-25,0.44,59.06,0.89,0.0016,0.06,rain,1015.3,62.26,0,8.961,255,1.39,0.43,partly-cloudy-night,partly cloudy,0,1,0,0,0,-85.219647,35.010314,1,4,0,6
1,195,1525579200,2018-05-06,10,1525575600,CHATTANOOGA,659,2,2,19,AQ-23,0.44,59.12,0.91,0.0016,0.15,rain,1015.3,61.82,0,8.737,255,0.84,0.41,partly-cloudy-night,partly cloudy,0,1,0,0,0,-85.158382,35.026733,1,3,0,6
1,282,1525579200,2018-05-06,11,1525575600,CHATTANOOGA,999,2,2,16,W-20,0.44,58.79,0.89,0.0012,0.3,rain,1015.3,62.09,0,7.906,243,1.33,0.79,rain,possible drizzle,1,0,0,0,0,-85.302836,35.052376,1,3,0,6
