Accident,Latitude,Longitude,Hour,Grid_Num,Join_Count,NBR_LANES,TY_TERRAIN,FUNC_CLASS,Clear,Cloudy,DayFrame,DayOfWeek,Foggy,Rain,RainBefore,Snow,Unix,WeekDay,cloudCover,dewPoint,humidity,precipIntensity,temperature,windSpeed,visibility,uvIndex,pressure
1.0,35.00857953,-85.24751089,20,103,232.0,2.0,2.0,19.0,0,1,1,0.0,0,0,0,0,1578358800,1,0.36,35.69,0.65,0.0,47.04,2.34,10.0,0,1019.7
1.0,35.00857953,-85.24751089,23,103,232.0,2.0,2.0,19.0,0,1,1,0.0,0,0,0,0,1578369600,1,0.61,36.1,0.72,0.0002,44.75,1.99,10.0,0,1018.7
1.0,35.01282407,-85.24015915,0,104,455.0,2.0,2.0,19.0,1,0,1,0.0,0,0,0,0,1578286800,1,0.0,31.7,0.79,0.0,37.59,3.05,10.0,0,1023.0
1.0,35.01282407,-85.24015915,4,104,455.0,2.0,2.0,19.0,1,0,1,0.0,0,0,0,0,1578301200,1,0.02,30.65,0.88,0.0,33.86,1.58,10.0,0,1022.9
1.0,35.01282407,-85.24015915,8,104,455.0,2.0,2.0,19.0,1,0,2,0.0,0,0,0,0,1578315600,1,0.16,30.85,0.87,0.0,34.22,1.55,10.0,0,1024.1
1.0,35.01282407,-85.24015915,12,104,455.0,2.0,2.0,19.0,1,0,3,0.0,0,0,0,0,1578330000,1,0.05,38.08,0.64,0.0,49.77,2.69,10.0,3,1023.3
1.0,35.01282407,-85.24015915,16,104,455.0,2.0,2.0,19.0,1,0,4,0.0,0,0,0,0,1578344400,1,0.06,35.2,0.42,0.0,58.43,1.19,10.0,1,1019.9
1.0,35.01282407,-85.24015915,20,104,455.0,2.0,2.0,19.0,0,1,1,0.0,0,0,0,0,1578358800,1,0.38,35.84,0.65,0.0,47.13,2.2,10.0,0,1019.7
1.0,35.01282407,-85.24015915,23,104,455.0,2.0,2.0,19.0,0,1,1,0.0,0,0,0,0,1578369600,1,0.62,36.26,0.72,0.0002,44.88,1.89,10.0,0,1018.7
1.0,35.00857953,-85.2328074,0,105,356.0,2.0,2.0,19.0,1,0,1,0.0,0,0,0,0,1578286800,1,0.0,31.64,0.79,0.0,37.46,3.09,10.0,0,1023.2
1.0,35.00857953,-85.2328074,4,105,356.0,2.0,2.0,19.0,1,0,1,0.0,0,0,0,0,1578301200,1,0.02,30.49,0.87,0.0,33.95,1.39,10.0,0,1022.9
1.0,35.00857953,-85.2328074,8,105,356.0,2.0,2.0,19.0,1,0,2,0.0,0,0,0,0,1578315600,1,0.13,30.62,0.88,0.0,33.9,1.4,10.0,0,1024.1
1.0,35.00857953,-85.2328074,12,105,356.0,2.0,2.0,19.0,1,0,3,0.0,0,0,0,0,1578330000,1,0.05,38.16,0.65,0.0,49.62,2.71,10.0,3,1023.3
1.0,35.00857953,-85.2328074,16,105,356.0,2.0,2.0,19.0,1,0,4,0.0,0,0,0,0,1578344400,1,0.04,35.02,0.4,0.0,59.21,1.1,10.0,1,1019.8
1.0,35.00857953,-85.2328074,20,105,356.0,2.0,2.0,19.0,0,1,1,0.0,0,0,0,0,1578358800,1,0.39,35.85,0.64,0.0,47.23,2.16,10.0,0,1019.7
1.0,35.00857953,-85.2328074,23,105,356.0,2.0,2.0,19.0,0,1,1,0.0,0,0,0,0,1578369600,1,0.63,36.28,0.72,0.0,44.89,1.87,10.0,0,1018.7
1.0,35.01282407,-85.22545566,0,106,563.0,2.0,2.0,19.0,1,0,1,0.0,0,0,0,0,1578286800,1,0.0,31.89,0.8,0.0,37.51,3.15,10.0,0,1023.0
1.0,35.01282407,-85.22545566,4,106,563.0,2.0,2.0,19.0,1,0,1,0.0,0,0,0,0,1578301200,1,0.02,30.73,0.89,0.0,33.76,1.38,10.0,0,1022.8
1.0,35.01282407,-85.22545566,8,106,563.0,2.0,2.0,19.0,1,0,2,0.0,0,0,0,0,1578315600,1,0.14,30.77,0.87,0.0,34.11,1.37,10.0,0,1024.0
1.0,35.01282407,-85.22545566,12,106,563.0,2.0,2.0,19.0,1,0,3,0.0,0,0,0,0,1578330000,1,0.05,38.2,0.64,0.0,50.01,2.81,10.0,3,1023.3
1.0,35.01282407,-85.22545566,16,106,563.0,2.0,2.0,19.0,1,0,4,0.0,0,0,0,0,1578344400,1,0.06,34.67,0.41,0.0,58.59,1.04,10.0,1,1019.8
1.0,35.01282407,-85.22545566,20,106,563.0,2.0,2.0,19.0,0,1,1,0.0,0,0,0,0,1578358800,1,0.43,36.12,0.65,0.0,47.17,1.94,10.0,0,1019.7
1.0,35.01282407,-85.22545566,23,106,563.0,2.0,2.0,19.0,0,1,1,0.0,0,0,0,0,1578369600,1,0.64,36.53,0.72,0.0,45.05,1.68,10.0,0,1018.7
1.0,35.00857953,-85.21810391,0,107,592.0,2.0,2.0,19.0,1,0,1,0.0,0,0,0,0,1578286800,1,0.0,31.81,0.8,0.0,37.43,3.18,10.0,0,1023.2
1.0,35.00857953,-85.21810391,4,107,592.0,2.0,2.0,19.0,1,0,1,0.0,0,0,0,0,1578301200,1,0.01,30.65,0.88,0.0,33.88,1.25,10.0,0,1022.9
1.0,35.00857953,-85.21810391,8,107,592.0,2.0,2.0,19.0,1,0,2,0.0,0,0,0,0,1578315600,1,0.12,30.65,0.88,0.0,33.86,1.28,10.0,0,1024.1
1.0,35.00857953,-85.21810391,12,107,592.0,2.0,2.0,19.0,1,0,3,0.0,0,0,0,0,1578330000,1,0.05,37.43,0.63,0.0,49.72,2.81,10.0,3,1023.3
1.0,35.00857953,-85.21810391,16,107,592.0,2.0,2.0,19.0,1,0,4,0.0,0,0,0,0,1578344400,1,0.04,34.55,0.39,0.0,59.42,0.99,10.0,1,1019.8
1.0,35.00857953,-85.21810391,20,107,592.0,2.0,2.0,19.0,0,1,1,0.0,0,0,0,0,1578358800,1,0.42,36.05,0.65,0.0,47.16,1.95,10.0,0,1019.7
1.0,35.00857953,-85.21810391,23,107,592.0,2.0,2.0,19.0,0,1,1,0.0,0,0,0,0,1578369600,1,0.64,36.46,0.72,0.0,44.98,1.72,10.0,0,1018.7
1.0,35.01282407,-85.21075217,0,108,476.0,5.0,2.0,19.0,1,0,1,0.0,0,0,0,0,1578286800,1,0.0,32.1,0.81,0.0,37.46,3.25,10.0,0,1023.0
1.0,35.01282407,-85.21075217,4,108,476.0,5.0,2.0,19.0,1,0,1,0.0,0,0,0,0,1578301200,1,0.02,31.02,0.9,0.0,33.68,1.17,10.0,0,1022.8
1.0,35.01282407,-85.21075217,8,108,476.0,5.0,2.0,19.0,1,0,2,0.0,0,0,0,0,1578315600,1,0.13,30.86,0.88,0.0,33.99,1.19,10.0,0,1024.0
1.0,35.01282407,-85.21075217,12,108,476.0,5.0,2.0,19.0,1,0,3,0.0,0,0,0,0,1578330000,1,0.05,37.17,0.61,0.0,50.08,2.91,10.0,3,1023.4
1.0,35.01282407,-85.21075217,16,108,476.0,5.0,2.0,19.0,1,0,4,0.0,0,0,0,0,1578344400,1,0.06,34.14,0.4,0.0,58.61,0.9,10.0,1,1019.8
1.0,35.01282407,-85.21075217,20,108,476.0,5.0,2.0,19.0,0,1,1,0.0,0,0,0,0,1578358800,1,0.47,36.44,0.66,0.0,47.07,1.67,10.0,0,1019.7
1.0,35.01282407,-85.21075217,23,108,476.0,5.0,2.0,19.0,0,1,1,0.0,0,0,0,0,1578369600,1,0.65,36.8,0.72,0.0,45.17,1.48,10.0,0,1018.7
1.0,35.00857953,-85.20340042,0,109,833.0,8.0,2.0,11.0,1,0,1,0.0,0,0,0,0,1578286800,1,0.0,31.88,0.8,0.0,37.44,3.28,10.0,0,1023.0
1.0,35.00857953,-85.20340042,4,109,833.0,8.0,2.0,11.0,1,0,1,0.0,0,0,0,0,1578301200,1,0.02,30.7,0.89,0.0,33.62,1.29,10.0,0,1022.8
1.0,35.00857953,-85.20340042,8,109,833.0,8.0,2.0,11.0,1,0,2,0.0,0,0,0,0,1578315600,1,0.15,30.73,0.88,0.0,34.0,1.32,10.0,0,1024.0
1.0,35.00857953,-85.20340042,12,109,833.0,8.0,2.0,11.0,1,0,3,0.0,0,0,0,0,1578330000,1,0.05,37.29,0.61,0.0,50.06,2.87,10.0,3,1023.3
1.0,35.00857953,-85.20340042,16,109,833.0,8.0,2.0,11.0,1,0,4,0.0,0,0,0,0,1578344400,1,0.06,34.24,0.4,0.0,58.59,0.99,10.0,1,1019.8
1.0,35.00857953,-85.20340042,20,109,833.0,8.0,2.0,11.0,0,1,1,0.0,0,0,0,0,1578358800,1,0.44,36.07,0.65,0.0,47.08,1.85,10.0,0,1019.7
1.0,35.00857953,-85.20340042,23,109,833.0,8.0,2.0,11.0,0,1,1,0.0,0,0,0,0,1578369600,1,0.64,36.47,0.72,0.0,44.99,1.67,10.0,0,1018.8
1.0,35.01282407,-85.19604868,0,110,146.0,2.0,2.0,19.0,1,0,1,0.0,0,0,0,0,1578286800,1,0.0,32.03,0.81,0.0,37.42,3.31,10.0,0,1023.1
1.0,35.01282407,-85.19604868,4,110,146.0,2.0,2.0,19.0,1,0,1,0.0,0,0,0,0,1578301200,1,0.01,31.01,0.89,0.0,33.85,1.13,10.0,0,1022.8
1.0,35.01282407,-85.19604868,8,110,146.0,2.0,2.0,19.0,1,0,2,0.0,0,0,0,0,1578315600,1,0.11,30.83,0.88,0.0,33.87,1.17,10.0,0,1024.0
1.0,35.01282407,-85.19604868,12,110,146.0,2.0,2.0,19.0,1,0,3,0.0,0,0,0,0,1578330000,1,0.05,37.1,0.62,0.0,49.69,2.94,10.0,3,1023.4
1.0,35.01282407,-85.19604868,16,110,146.0,2.0,2.0,19.0,1,0,4,0.0,0,0,0,0,1578344400,1,0.04,33.92,0.38,0.0,59.5,0.85,10.0,1,1019.7
1.0,35.01282407,-85.19604868,20,110,146.0,2.0,2.0,19.0,0,1,1,0.0,0,0,0,0,1578358800,1,0.47,36.27,0.66,0.0,46.95,1.68,10.0,0,1019.7
1.0,35.01282407,-85.19604868,23,110,146.0,2.0,2.0,19.0,0,1,1,0.0,0,0,0,0,1578369600,1,0.65,36.65,0.72,0.0,45.08,1.53,10.0,0,1018.7
1.0,35.00857953,-85.18869693,0,111,194.0,8.0,2.0,11.0,1,0,1,0.0,0,0,0,0,1578286800,1,0.0,31.69,0.8,0.0,37.41,3.32,10.0,0,1023.2
1.0,35.00857953,-85.18869693,4,111,194.0,8.0,2.0,11.0,1,0,1,0.0,0,0,0,0,1578301200,1,0.02,29.24,0.83,0.0,33.84,1.32,10.0,0,1022.9
1.0,35.00857953,-85.18869693,8,111,194.0,8.0,2.0,11.0,1,0,2,0.0,0,0,0,0,1578315600,1,0.13,30.48,0.87,0.0,33.9,1.39,10.0,0,1024.1
1.0,35.00857953,-85.18869693,12,111,194.0,8.0,2.0,11.0,1,0,3,0.0,0,0,0,0,1578330000,1,0.06,38.06,0.64,0.0,49.71,2.85,10.0,3,1023.3
1.0,35.00857953,-85.18869693,16,111,194.0,8.0,2.0,11.0,1,0,4,0.0,0,0,0,0,1578344400,1,0.03,34.16,0.39,0.0,59.31,0.98,10.0,1,1019.8
1.0,35.00857953,-85.18869693,20,111,194.0,8.0,2.0,11.0,0,1,1,0.0,0,0,0,0,1578358800,1,0.42,35.69,0.65,0.0,46.99,2.68,10.0,0,1019.7
1.0,35.00857953,-85.18869693,23,111,194.0,8.0,2.0,11.0,0,1,1,0.0,0,0,0,0,1578369600,1,0.64,34.84,0.68,0.0,44.82,1.81,10.0,0,1018.8
1.0,35.01282407,-85.18134519,0,112,626.0,2.0,2.0,14.0,1,0,1,0.0,0,0,0,0,1578286800,1,0.0,31.71,0.8,0.0,37.43,3.39,10.0,0,1023.0
1.0,35.01282407,-85.18134519,4,112,626.0,2.0,2.0,14.0,1,0,1,0.0,0,0,0,0,1578301200,1,0.02,29.3,0.84,0.0,33.61,1.44,10.0,0,1022.9
1.0,35.01282407,-85.18134519,8,112,626.0,2.0,2.0,14.0,1,0,2,0.0,0,0,0,0,1578315600,1,0.16,30.6,0.87,0.0,34.03,1.49,10.0,0,1024.0
1.0,35.01282407,-85.18134519,12,112,626.0,2.0,2.0,14.0,1,0,3,0.0,0,0,0,0,1578330000,1,0.05,37.93,0.63,0.0,49.9,2.87,10.0,3,1023.3
1.0,35.01282407,-85.18134519,16,112,626.0,2.0,2.0,14.0,1,0,4,0.0,0,0,0,0,1578344400,1,0.06,34.06,0.4,0.0,58.4,1.05,10.0,1,1019.8
1.0,35.01282407,-85.18134519,20,112,626.0,2.0,2.0,14.0,0,1,1,0.0,0,0,0,0,1578358800,1,0.42,35.6,0.65,0.0,46.86,2.68,10.0,0,1019.7
1.0,35.01282407,-85.18134519,23,112,626.0,2.0,2.0,14.0,0,1,1,0.0,0,0,0,0,1578369600,1,0.64,34.75,0.68,0.0,44.78,1.81,10.0,0,1018.8
1.0,35.00857953,-85.17399344,0,113,13.0,2.0,2.0,19.0,1,0,1,0.0,0,0,0,0,1578286800,1,0.0,31.45,0.79,0.0,37.42,3.41,10.0,0,1023.0
1.0,35.00857953,-85.17399344,4,113,13.0,2.0,2.0,19.0,1,0,1,0.0,0,0,0,0,1578301200,1,0.02,29.38,0.84,0.0,33.56,1.6,10.0,0,1022.9
1.0,35.00857953,-85.17399344,8,113,13.0,2.0,2.0,19.0,1,0,2,0.0,0,0,0,0,1578315600,1,0.18,30.49,0.87,0.0,34.05,1.67,10.0,0,1024.0
1.0,35.00857953,-85.17399344,12,113,13.0,2.0,2.0,19.0,1,0,3,0.0,0,0,0,0,1578330000,1,0.06,37.73,0.63,0.0,49.76,2.82,10.0,3,1023.3
1.0,35.00857953,-85.17399344,16,113,13.0,2.0,2.0,19.0,1,0,4,0.0,0,0,0,0,1578344400,1,0.06,34.15,0.4,0.0,58.27,1.16,10.0,1,1019.8
1.0,35.00857953,-85.17399344,20,113,13.0,2.0,2.0,19.0,0,1,1,0.0,0,0,0,0,1578358800,1,0.39,35.12,0.64,0.0,46.79,2.68,10.0,0,1019.7
1.0,35.00857953,-85.17399344,23,113,13.0,2.0,2.0,19.0,0,1,1,0.0,0,0,0,0,1578369600,1,0.63,34.71,0.68,0.0,44.55,2.03,10.0,0,1018.8
1.0,35.01282407,-85.1666417,0,114,340.0,2.0,2.0,19.0,1,0,1,0.0,0,0,0,0,1578286800,1,0.0,31.38,0.79,0.0,37.41,3.45,10.0,0,1023.0
1.0,35.01282407,-85.1666417,4,114,340.0,2.0,2.0,19.0,1,0,1,0.0,0,0,0,0,1578301200,1,0.02,29.18,0.84,0.0,33.56,1.67,10.0,0,1022.9
1.0,35.01282407,-85.1666417,8,114,340.0,2.0,2.0,19.0,1,0,2,0.0,0,0,0,0,1578315600,1,0.18,30.34,0.86,0.0,34.06,1.74,10.0,0,1024.0
1.0,35.01282407,-85.1666417,12,114,340.0,2.0,2.0,19.0,1,0,3,0.0,0,0,0,0,1578330000,1,0.06,37.89,0.63,0.0,49.93,2.82,10.0,3,1023.3
1.0,35.01282407,-85.1666417,16,114,340.0,2.0,2.0,19.0,1,0,4,0.0,0,0,0,0,1578344400,1,0.06,34.17,0.4,0.0,58.38,1.18,10.0,1,1019.9
1.0,35.01282407,-85.1666417,20,114,340.0,2.0,2.0,19.0,0,1,1,0.0,0,0,0,0,1578358800,1,0.38,34.95,0.63,0.0,46.87,2.67,10.0,0,1019.7
1.0,35.01282407,-85.1666417,23,114,340.0,2.0,2.0,19.0,0,1,1,0.0,0,0,0,0,1578369600,1,0.63,34.56,0.68,0.0,44.52,2.09,10.0,0,1018.8
1.0,35.00857953,-85.15928996,0,115,196.0,2.0,2.0,19.0,1,0,1,0.0,0,0,0,0,1578286800,1,0.0,31.16,0.78,0.0,37.37,3.48,10.0,0,1023.0
1.0,35.00857953,-85.15928996,4,115,196.0,2.0,2.0,19.0,1,0,1,0.0,0,0,0,0,1578301200,1,0.02,28.95,0.83,0.0,33.48,1.76,10.0,0,1023.0
1.0,35.00857953,-85.15928996,8,115,196.0,2.0,2.0,19.0,1,0,2,0.0,0,0,0,0,1578315600,1,0.2,30.06,0.85,0.0,34.04,1.85,10.0,0,1024.1
1.0,35.00857953,-85.15928996,12,115,196.0,2.0,2.0,19.0,1,0,3,0.0,0,0,0,0,1578330000,1,0.06,37.98,0.63,0.0,50.09,2.79,10.0,3,1023.3
1.0,35.00857953,-85.15928996,16,115,196.0,2.0,2.0,19.0,1,0,4,0.0,0,0,0,0,1578344400,1,0.06,34.25,0.4,0.0,58.51,1.25,10.0,1,1019.9
1.0,35.00857953,-85.15928996,20,115,196.0,2.0,2.0,19.0,0,1,1,0.0,0,0,0,0,1578358800,1,0.36,34.63,0.62,0.0,47.0,2.67,10.0,0,1019.8
1.0,35.00857953,-85.15928996,23,115,196.0,2.0,2.0,19.0,0,1,1,0.0,0,0,0,0,1578369600,1,0.62,34.42,0.68,0.0,44.41,2.23,10.0,0,1018.8
1.0,35.01282407,-85.15193821,0,116,125.0,2.0,2.0,16.0,1,0,1,0.0,0,0,0,0,1578286800,1,0.0,31.1,0.78,0.0,37.37,3.52,10.0,0,1023.0
1.0,35.01282407,-85.15193821,4,116,125.0,2.0,2.0,16.0,1,0,1,0.0,0,0,0,0,1578301200,1,0.02,28.94,0.83,0.0,33.49,1.83,10.0,0,1023.0
1.0,35.01282407,-85.15193821,8,116,125.0,2.0,2.0,16.0,1,0,2,0.0,0,0,0,0,1578315600,1,0.2,30.04,0.85,0.0,34.06,1.92,10.0,0,1024.1
1.0,35.01282407,-85.15193821,12,116,125.0,2.0,2.0,16.0,1,0,3,0.0,0,0,0,0,1578330000,1,0.06,37.95,0.63,0.0,50.05,2.79,10.0,3,1023.2
1.0,35.01282407,-85.15193821,16,116,125.0,2.0,2.0,16.0,1,0,4,0.0,0,0,0,0,1578344400,1,0.07,34.21,0.4,0.0,58.45,1.27,10.0,1,1019.9
1.0,35.01282407,-85.15193821,20,116,125.0,2.0,2.0,16.0,0,1,1,0.0,0,0,0,0,1578358800,1,0.35,34.44,0.62,0.0,46.94,2.66,10.0,0,1019.8
1.0,35.01282407,-85.15193821,23,116,125.0,2.0,2.0,16.0,0,1,1,0.0,0,0,0,0,1578369600,1,0.62,34.31,0.68,0.0002,44.35,2.28,10.0,0,1018.8
1.0,35.00857953,-85.14458647,0,117,27.0,2.0,2.0,19.0,1,0,1,0.0,0,0,0,0,1578286800,1,0.0,30.98,0.78,0.0,37.34,3.55,10.0,0,1023.0
1.0,35.00857953,-85.14458647,4,117,27.0,2.0,2.0,19.0,1,0,1,0.0,0,0,0,0,1578301200,1,0.02,28.91,0.83,0.0,33.43,1.87,10.0,0,1023.0
1.0,35.00857953,-85.14458647,8,117,27.0,2.0,2.0,19.0,1,0,2,0.0,0,0,0,0,1578315600,1,0.21,29.97,0.85,0.0,34.04,1.98,10.0,0,1024.1
1.0,35.00857953,-85.14458647,12,117,27.0,2.0,2.0,19.0,1,0,3,0.0,0,0,0,0,1578330000,1,0.06,37.88,0.63,0.0,50.05,2.78,10.0,3,1023.2
1.0,35.00857953,-85.14458647,16,117,27.0,2.0,2.0,19.0,1,0,4,0.0,0,0,0,0,1578344400,1,0.07,34.16,0.4,0.0,58.44,1.3,10.0,1,1019.9
1.0,35.00857953,-85.14458647,20,117,27.0,2.0,2.0,19.0,0,1,1,0.0,0,0,0,0,1578358800,1,0.34,34.25,0.61,0.0,46.92,2.66,10.0,0,1019.8
1.0,35.00857953,-85.14458647,23,117,27.0,2.0,2.0,19.0,0,1,1,0.0,0,0,0,0,1578369600,1,0.61,34.25,0.68,0.0002,44.24,2.37,10.0,0,1018.8
1.0,35.01282407,-85.13723472,0,118,5.0,2.0,2.0,19.0,1,0,1,0.0,0,0,0,0,1578286800,1,0.0,30.94,0.77,0.0,37.34,3.59,10.0,0,1023.0
1.0,35.01282407,-85.13723472,4,118,5.0,2.0,2.0,19.0,1,0,1,0.0,0,0,0,0,1578301200,1,0.03,28.96,0.83,0.0,33.45,1.93,10.0,0,1023.0
1.0,35.01282407,-85.13723472,8,118,5.0,2.0,2.0,19.0,1,0,2,0.0,0,0,0,0,1578315600,1,0.21,30.01,0.85,0.0,34.06,2.04,10.0,0,1024.1
1.0,35.01282407,-85.13723472,12,118,5.0,2.0,2.0,19.0,1,0,3,0.0,0,0,0,0,1578330000,1,0.06,37.79,0.63,0.0,49.95,2.79,10.0,3,1023.2
1.0,35.01282407,-85.13723472,16,118,5.0,2.0,2.0,19.0,1,0,4,0.0,0,0,0,0,1578344400,1,0.07,34.07,0.4,0.0,58.33,1.32,10.0,1,1019.9
1.0,35.01282407,-85.13723472,20,118,5.0,2.0,2.0,19.0,0,1,1,0.0,0,0,0,0,1578358800,1,0.33,34.09,0.61,0.0,46.82,2.65,10.0,0,1019.8
1.0,35.01282407,-85.13723472,23,118,5.0,2.0,2.0,19.0,0,1,1,0.0,0,0,0,0,1578369600,1,0.61,34.15,0.68,0.0002,44.18,2.41,10.0,0,1018.8
1.0,35.00857953,-85.12988298,0,119,12.0,2.0,2.0,19.0,1,0,1,0.0,0,0,0,0,1578286800,1,0.0,30.87,0.77,0.0,37.34,3.62,10.0,0,1023.0
1.0,35.00857953,-85.12988298,4,119,12.0,2.0,2.0,19.0,1,0,1,0.0,0,0,0,0,1578301200,1,0.03,29.09,0.84,0.0,33.41,1.95,10.0,0,1023.0
1.0,35.00857953,-85.12988298,8,119,12.0,2.0,2.0,19.0,1,0,2,0.0,0,0,0,0,1578315600,1,0.22,30.07,0.85,0.0,34.06,2.08,10.0,0,1024.0
1.0,35.00857953,-85.12988298,12,119,12.0,2.0,2.0,19.0,1,0,3,0.0,0,0,0,0,1578330000,1,0.06,37.5,0.63,0.0,49.71,2.79,10.0,3,1023.2
1.0,35.00857953,-85.12988298,16,119,12.0,2.0,2.0,19.0,1,0,4,0.0,0,0,0,0,1578344400,1,0.07,33.89,0.4,0.0,58.12,1.34,10.0,1,1019.9
1.0,35.00857953,-85.12988298,20,119,12.0,2.0,2.0,19.0,0,1,1,0.0,0,0,0,0,1578358800,1,0.32,33.9,0.61,0.0,46.64,2.65,10.0,0,1019.8
1.0,35.00857953,-85.12988298,23,119,12.0,2.0,2.0,19.0,0,1,1,0.0,0,0,0,0,1578369600,1,0.61,34.13,0.68,0.0002,44.06,2.47,10.0,0,1018.9
1.0,35.01282407,-85.12253123,0,120,29.0,2.0,2.0,19.0,1,0,1,0.0,0,0,0,0,1578286800,1,0.0,30.82,0.77,0.0,37.36,3.66,10.0,0,1023.0
1.0,35.01282407,-85.12253123,4,120,29.0,2.0,2.0,19.0,1,0,1,0.0,0,0,0,0,1578301200,1,0.03,29.16,0.84,0.0,33.44,2.0,10.0,0,1022.9
1.0,35.01282407,-85.12253123,8,120,29.0,2.0,2.0,19.0,1,0,2,0.0,0,0,0,0,1578315600,1,0.22,30.13,0.85,0.0,34.1,2.14,10.0,0,1023.9
1.0,35.01282407,-85.12253123,12,120,29.0,2.0,2.0,19.0,1,0,3,0.0,0,0,0,0,1578330000,1,0.06,37.03,0.63,0.0,49.22,2.8,10.0,3,1023.2
1.0,35.01282407,-85.12253123,16,120,29.0,2.0,2.0,19.0,1,0,4,0.0,0,0,0,0,1578344400,1,0.07,33.63,0.4,0.0,57.71,1.35,10.0,1,1019.9
1.0,35.01282407,-85.12253123,20,120,29.0,2.0,2.0,19.0,0,1,1,0.0,0,0,0,0,1578358800,1,0.32,33.56,0.61,0.0,46.32,2.64,10.0,0,1019.8
1.0,35.01282407,-85.12253123,23,120,29.0,2.0,2.0,19.0,0,1,1,0.0,0,0,0,0,1578369600,1,0.61,34.01,0.68,0.0002,43.93,2.5,10.0,0,1018.9
1.0,35.0170686,-85.40924928,0,121,2.0,2.0,2.0,19.0,1,0,1,0.0,0,0,0,0,1578286800,1,0.0,31.71,0.76,0.0,38.45,3.85,10.0,0,1022.8
1.0,35.0170686,-85.40924928,4,121,2.0,2.0,2.0,19.0,1,0,1,0.0,0,0,0,0,1578301200,1,0.05,31.14,0.85,0.0,35.3,3.04,10.0,0,1023.0
1.0,35.0170686,-85.40924928,8,121,2.0,2.0,2.0,19.0,1,0,2,0.0,0,0,0,0,1578315600,1,0.11,32.05,0.87,0.0,35.54,2.61,10.0,0,1024.0
1.0,35.0170686,-85.40924928,12,121,2.0,2.0,2.0,19.0,1,0,3,0.0,0,0,0,0,1578330000,1,0.02,39.07,0.67,0.0,49.67,2.8,10.0,3,1023.2
1.0,35.0170686,-85.40924928,16,121,2.0,2.0,2.0,19.0,1,0,4,0.0,0,0,0,0,1578344400,1,0.1,38.34,0.48,0.0,58.03,1.94,10.0,1,1019.9
1.0,35.0170686,-85.40924928,20,121,2.0,2.0,2.0,19.0,0,1,1,0.0,0,0,0,0,1578358800,1,0.33,36.7,0.66,0.0,47.48,2.55,10.0,0,1019.7
1.0,35.0170686,-85.40924928,23,121,2.0,2.0,2.0,19.0,0,1,1,0.0,0,0,0,0,1578369600,1,0.59,37.35,0.72,0.0003,45.76,2.61,10.0,0,1018.6
1.0,35.02131313,-85.40189753,0,122,7.0,2.0,2.0,19.0,1,0,1,0.0,0,0,0,0,1578286800,1,0.0,31.7,0.77,0.0,38.43,3.81,10.0,0,1022.8
1.0,35.02131313,-85.40189753,4,122,7.0,2.0,2.0,19.0,1,0,1,0.0,0,0,0,0,1578301200,1,0.05,31.09,0.85,0.0,35.28,3.01,10.0,0,1023.0
1.0,35.02131313,-85.40189753,8,122,7.0,2.0,2.0,19.0,1,0,2,0.0,0,0,0,0,1578315600,1,0.12,31.98,0.87,0.0,35.48,2.6,10.0,0,1024.0
1.0,35.02131313,-85.40189753,12,122,7.0,2.0,2.0,19.0,1,0,3,0.0,0,0,0,0,1578330000,1,0.02,39.05,0.67,0.0,49.71,2.78,10.0,3,1023.2
1.0,35.02131313,-85.40189753,16,122,7.0,2.0,2.0,19.0,1,0,4,0.0,0,0,0,0,1578344400,1,0.1,38.27,0.48,0.0,58.05,1.93,10.0,1,1019.9
1.0,35.02131313,-85.40189753,20,122,7.0,2.0,2.0,19.0,0,1,1,0.0,0,0,0,0,1578358800,1,0.33,36.6,0.66,0.0,47.49,2.56,10.0,0,1019.7
1.0,35.02131313,-85.40189753,23,122,7.0,2.0,2.0,19.0,0,1,1,0.0,0,0,0,0,1578369600,1,0.59,37.25,0.72,0.0003,45.72,2.59,10.0,0,1018.6
1.0,35.0170686,-85.39454579,0,123,2.0,2.0,2.0,19.0,1,0,1,0.0,0,0,0,0,1578286800,1,0.0,31.59,0.77,0.0,38.32,3.76,10.0,0,1022.9
1.0,35.0170686,-85.39454579,4,123,2.0,2.0,2.0,19.0,1,0,1,0.0,0,0,0,0,1578301200,1,0.05,30.57,0.83,0.0,35.14,2.94,10.0,0,1023.0
1.0,35.0170686,-85.39454579,8,123,2.0,2.0,2.0,19.0,1,0,2,0.0,0,0,0,0,1578315600,1,0.12,31.38,0.85,0.0,35.39,2.55,10.0,0,1024.1
1.0,35.0170686,-85.39454579,12,123,2.0,2.0,2.0,19.0,1,0,3,0.0,0,0,0,0,1578330000,1,0.02,39.12,0.66,0.0,50.03,2.77,10.0,3,1023.2
1.0,35.0170686,-85.39454579,16,123,2.0,2.0,2.0,19.0,1,0,4,0.0,0,0,0,0,1578344400,1,0.09,38.23,0.47,0.0,58.39,1.89,10.0,1,1019.9
1.0,35.0170686,-85.39454579,20,123,2.0,2.0,2.0,19.0,0,1,1,0.0,0,0,0,0,1578358800,1,0.33,36.31,0.64,0.0,47.78,2.57,10.0,0,1019.8
1.0,35.0170686,-85.39454579,23,123,2.0,2.0,2.0,19.0,0,1,1,0.0,0,0,0,0,1578369600,1,0.59,37.14,0.72,0.0003,45.77,2.58,10.0,0,1018.6
