,Accident,Route,Longitude,Latitude,sums,Log_Mile,City,Hour,Temperature,Temp_Max,Temp_Min,Daily_Avg_Temp,Monthly_Avg_Temp,Relative_Temp,Dewpoint,Humidity,Month,Weekday,Visibility,Cloud_Coverage,Precipitation_Type,Precipitation_Intensity,Precip_Intensity_Max,Precip_Intensity_Time,Clear,Cloudy,Rain,Fog,Snow,RainBefore,Terrain,Land_Use,Access_Control,Illumination,Operation,Speed_Limit,Thru_Lanes,Num_Lanes,Ad_Sys,Gov_Cont,Func_Class,AADT,DHV,Pavement_Width,Pavement_Type,Event,Conditions,EventBefore,ConditionBefore,Probability,Prediction
82,,3303580001,-85.162464,35.044885,6,1.695,,4,36.62,39.13,30.73,,,,29.43,0.75,3.0,,8.31,0.79,NA,0.0,0.0008,1551711600,0.0,1.0,0.0,0.0,0.0,0.0,2,2,0,1,2,45,4,4,18,4,14,28810,10,24,15,cloudy,Overcast,clear-night,Clear,,
83,,33I0024002,-85.254192,35.015817999999996,6,1.0390000000000001,,4,35.72,38.56,30.32,,,,29.04,0.76,3.0,,8.33,0.79,NA,0.0,0.0008,1551711600,0.0,1.0,0.0,0.0,0.0,0.0,2,0,2,1,2,55,4,4,13,1,14,29170,10,22,15,cloudy,Overcast,clear-night,Clear,,
84,,33I0024002,-85.28069,35.016490999999995,6,10.06,,4,36.3,39.12,30.76,,,,28.93,0.74,3.0,,8.09,0.79,NA,0.0,0.0008,1551711600,0.0,1.0,0.0,0.0,0.0,0.0,2,2,2,1,2,55,6,6,2,1,22,0,0,36,15,cloudy,Overcast,clear-night,Clear,,
85,,3303580001,-85.166282,35.046274,6,1.538,,4,36.67,39.17,30.76,,,,29.41,0.75,3.0,,8.32,0.79,NA,0.0,0.0008,1551711600,0.0,1.0,0.0,0.0,0.0,0.0,2,7,0,1,2,45,4,4,18,4,14,28810,10,24,15,cloudy,Overcast,clear-night,Clear,,
86,,33SR008001,-85.33131800000001,35.094367999999996,5,2.029,,4,35.43,38.73,29.74,,,,28.36,0.75,3.0,,7.6,0.77,NA,0.0,0.0008,1551711600,0.0,1.0,0.0,0.0,0.0,0.0,2,2,0,1,2,45,8,8,2,1,22,129750,9,48,18,cloudy,Overcast,clear-night,Clear,,
87,,3303601001,-85.200161,35.055347999999995,5,0.679,,4,36.39,39.09,30.59,,,,28.96,0.74,3.0,,8.37,0.79,NA,0.0,0.0008,1551711600,0.0,1.0,0.0,0.0,0.0,0.0,2,2,0,1,2,40,2,2,18,2,16,3390,22,22,15,cloudy,Overcast,clear-night,Clear,,
88,,3304986001,-85.153824,35.041303000000006,5,2.1630000000000003,,4,36.49,39.02,30.67,,,,29.5,0.75,3.0,,8.29,0.79,NA,0.0,0.0008,1551711600,0.0,1.0,0.0,0.0,0.0,0.0,2,2,0,1,2,35,3,3,18,4,17,5180,13,12,15,cloudy,Overcast,clear-night,Clear,,
89,,3304986001,-85.15870600000001,35.034528,5,1.464,,4,36.56,39.11,30.77,,,,29.52,0.75,3.0,,8.27,0.79,NA,0.0,0.0008,1551711600,0.0,1.0,0.0,0.0,0.0,0.0,2,2,0,1,2,35,3,3,18,4,17,5180,13,24,15,cloudy,Overcast,clear-night,Clear,,
90,,3304428001,-85.24562,35.152975,9,0.551,,5,34.57,38.54,29.05,,,,27.46,0.75,3.0,,8.49,0.76,NA,0.0,0.0008,1551711600,0.0,1.0,0.0,0.0,0.0,0.0,2,0,0,1,2,35,4,4,13,1,14,27320,22,24,15,cloudy,Overcast,clear-night,Clear,,
91,,33I0075001,-85.200274,35.008246,9,0.136,,5,35.33,39.28,30.93,,,,28.83,0.77,3.0,,8.26,0.79,NA,0.0,0.0008,1551711600,0.0,1.0,0.0,0.0,0.0,0.0,2,4,2,1,2,55,2,2,12,4,19,0,0,22,15,cloudy,Overcast,clear-night,Clear,,
92,,33I0075001,-85.21086600000001,35.001294,8,1.202,,5,35.39,39.37,31.05,,,,28.86,0.77,3.0,,8.25,0.79,NA,0.0,0.0008,1551711600,0.0,1.0,0.0,0.0,0.0,0.0,1,0,2,1,2,55,4,4,2,1,22,108850,9,24,15,cloudy,Overcast,clear-night,Clear,,
93,,330A702001,-85.26760999999999,35.034727000000004,7,0.092,,5,35.19,39.08,30.59,,,,28.18,0.75,3.0,,7.77,0.78,NA,0.0,0.0008,1551711600,0.0,1.0,0.0,0.0,0.0,0.0,2,7,0,1,2,25,2,2,12,4,19,0,0,30,15,cloudy,Overcast,clear-night,Clear,,
94,,33I0075001,-85.207205,35.005828,7,1.615,,5,35.37,39.34,31.0,,,,28.83,0.77,3.0,,8.26,0.79,NA,0.0,0.0008,1551711600,0.0,1.0,0.0,0.0,0.0,0.0,1,2,2,1,2,55,2,2,18,4,17,5180,13,12,15,cloudy,Overcast,clear-night,Clear,,
95,,33SR320001,-85.163699,35.015214,7,2.6069999999999998,,5,35.36,39.17,30.89,,,,29.3,0.78,3.0,,8.23,0.79,NA,0.0,0.0008,1551711600,0.0,1.0,0.0,0.0,0.0,0.0,2,2,0,1,2,40,4,4,21,1,14,42060,10,22,15,cloudy,Overcast,clear-night,Clear,,
96,,33I0024002,-85.297892,35.021809000000005,7,0.213,,5,35.24,39.17,30.69,,,,28.19,0.75,3.0,,7.41,0.78,NA,0.0,0.0008,1551711600,0.0,1.0,0.0,0.0,0.0,0.0,2,2,2,1,2,55,2,2,12,4,19,0,0,24,15,cloudy,Overcast,clear-night,Clear,,
97,,33I0024002,-85.237709,35.008661,6,1.391,,5,35.18,39.15,30.85,,,,28.53,0.76,3.0,,8.3,0.79,NA,0.0,0.0008,1551711600,0.0,1.0,0.0,0.0,0.0,0.0,2,2,2,1,2,55,4,4,2,1,22,108850,9,24,15,cloudy,Overcast,clear-night,Clear,,
98,,3303603001,-85.181912,35.016889,6,0.002,,5,35.29,39.1,30.83,,,,29.23,0.78,3.0,,8.27,0.79,NA,0.0,0.0008,1551711600,0.0,1.0,0.0,0.0,0.0,0.0,2,2,0,1,2,35,2,2,18,4,16,13120,12,12,15,cloudy,Overcast,clear-night,Clear,,
99,,330D228001,-85.197621,35.083886,6,0.059000000000000004,,5,34.86,38.61,30.02,,,,28.07,0.76,3.0,,8.32,0.78,NA,0.0,0.0008,1551711600,0.0,1.0,0.0,0.0,0.0,0.0,2,0,0,-10,2,-10,2,2,12,4,19,0,0,26,15,cloudy,Overcast,clear-night,Clear,,
100,,3303580001,-85.162464,35.044885,6,1.695,,5,35.4,39.13,30.73,,,,29.15,0.78,3.0,,8.4,0.79,NA,0.0,0.0008,1551711600,0.0,1.0,0.0,0.0,0.0,0.0,2,2,0,1,2,45,4,4,18,4,14,28810,10,24,15,cloudy,Overcast,clear-night,Clear,,
101,,33I0024002,-85.254192,35.015817999999996,6,1.0390000000000001,,5,34.6,38.56,30.32,,,,28.43,0.78,3.0,,8.29,0.79,NA,0.0,0.0008,1551711600,0.0,1.0,0.0,0.0,0.0,0.0,2,0,2,1,2,55,4,4,13,1,14,29170,10,22,15,cloudy,Overcast,clear-night,Clear,,
102,,33I0024002,-85.28069,35.016490999999995,6,10.06,,5,35.2,39.12,30.76,,,,28.33,0.76,3.0,,8.06,0.79,NA,0.0,0.0008,1551711600,0.0,1.0,0.0,0.0,0.0,0.0,2,2,2,1,2,55,6,6,2,1,22,0,0,36,15,cloudy,Overcast,clear-night,Clear,,
103,,3303580001,-85.166282,35.046274,6,1.538,,5,35.45,39.17,30.76,,,,29.13,0.78,3.0,,8.41,0.79,NA,0.0,0.0008,1551711600,0.0,1.0,0.0,0.0,0.0,0.0,2,7,0,1,2,45,4,4,18,4,14,28810,10,24,15,cloudy,Overcast,clear-night,Clear,,
104,,33SR008001,-85.33131800000001,35.094367999999996,5,2.029,,5,34.68,38.73,29.74,,,,27.65,0.75,3.0,,7.73,0.77,NA,0.0,0.0008,1551711600,0.0,1.0,0.0,0.0,0.0,0.0,2,2,0,1,2,45,8,8,2,1,22,129750,9,48,18,cloudy,Overcast,clear-night,Clear,,
105,,3303601001,-85.200161,35.055347999999995,5,0.679,,5,35.26,39.09,30.59,,,,28.3,0.76,3.0,,8.44,0.79,NA,0.0,0.0008,1551711600,0.0,1.0,0.0,0.0,0.0,0.0,2,2,0,1,2,40,2,2,18,2,16,3390,22,22,15,cloudy,Overcast,clear-night,Clear,,
106,,3304986001,-85.153824,35.041303000000006,5,2.1630000000000003,,5,35.3,39.02,30.67,,,,29.2,0.78,3.0,,8.37,0.79,NA,0.0,0.0008,1551711600,0.0,1.0,0.0,0.0,0.0,0.0,2,2,0,1,2,35,3,3,18,4,17,5180,13,12,15,cloudy,Overcast,clear-night,Clear,,
107,,3304986001,-85.15870600000001,35.034528,5,1.464,,5,35.37,39.11,30.77,,,,29.22,0.78,3.0,,8.34,0.79,NA,0.0,0.0008,1551711600,0.0,1.0,0.0,0.0,0.0,0.0,2,2,0,1,2,35,3,3,18,4,17,5180,13,24,15,cloudy,Overcast,clear-night,Clear,,
108,,3304428001,-85.24562,35.152975,9,0.551,,6,33.99,38.54,29.05,,,,26.38,0.73,3.0,,8.23,0.76,NA,0.0,0.0008,1551711600,0.0,1.0,0.0,0.0,0.0,0.0,2,0,0,1,2,35,4,4,13,1,14,27320,22,24,15,cloudy,Overcast,clear-night,Clear,,
109,,33I0075001,-85.200274,35.008246,9,0.136,,6,34.58,39.28,30.93,,,,27.67,0.76,3.0,,8.1,0.79,NA,0.0,0.0008,1551711600,0.0,1.0,0.0,0.0,0.0,0.0,2,4,2,1,2,55,2,2,12,4,19,0,0,22,15,cloudy,Overcast,clear-night,Clear,,
110,,33I0075001,-85.21086600000001,35.001294,8,1.202,,6,34.64,39.37,31.05,,,,27.67,0.75,3.0,,8.09,0.79,NA,0.0,0.0008,1551711600,0.0,1.0,0.0,0.0,0.0,0.0,1,0,2,1,2,55,4,4,2,1,22,108850,9,24,15,cloudy,Overcast,clear-night,Clear,,
111,,330A702001,-85.26760999999999,35.034727000000004,7,0.092,,6,34.42,39.08,30.59,,,,27.1,0.74,3.0,,7.55,0.78,NA,0.0,0.0008,1551711600,0.0,1.0,0.0,0.0,0.0,0.0,2,7,0,1,2,25,2,2,12,4,19,0,0,30,15,cloudy,Overcast,clear-night,Clear,,
112,,33I0075001,-85.207205,35.005828,7,1.615,,6,34.62,39.34,31.0,,,,27.66,0.75,3.0,,8.1,0.79,NA,0.0,0.0008,1551711600,0.0,1.0,0.0,0.0,0.0,0.0,1,2,2,1,2,55,2,2,18,4,17,5180,13,12,15,cloudy,Overcast,clear-night,Clear,,
113,,33SR320001,-85.163699,35.015214,7,2.6069999999999998,,6,34.62,39.17,30.89,,,,27.81,0.76,3.0,,8.11,0.79,NA,0.0,0.0008,1551711600,0.0,1.0,0.0,0.0,0.0,0.0,2,2,0,1,2,40,4,4,21,1,14,42060,10,22,15,cloudy,Overcast,clear-night,Clear,,
114,,33I0024002,-85.297892,35.021809000000005,7,0.213,,6,34.43,39.17,30.69,,,,27.04,0.74,3.0,,7.14,0.78,NA,0.0,0.0008,1551711600,0.0,1.0,0.0,0.0,0.0,0.0,2,2,2,1,2,55,2,2,12,4,19,0,0,24,15,cloudy,Overcast,clear-night,Clear,,
115,,33I0024002,-85.237709,35.008661,6,1.391,,6,34.44,39.15,30.85,,,,27.47,0.75,3.0,,8.11,0.79,NA,0.0,0.0008,1551711600,0.0,1.0,0.0,0.0,0.0,0.0,2,2,2,1,2,55,4,4,2,1,22,108850,9,24,15,cloudy,Overcast,clear-night,Clear,,
116,,3303603001,-85.181912,35.016889,6,0.002,,6,34.57,39.1,30.83,,,,27.73,0.76,3.0,,8.13,0.79,NA,0.0,0.0008,1551711600,0.0,1.0,0.0,0.0,0.0,0.0,2,2,0,1,2,35,2,2,18,4,16,13120,12,12,15,cloudy,Overcast,clear-night,Clear,,
117,,330D228001,-85.197621,35.083886,6,0.059000000000000004,,6,34.17,38.61,30.02,,,,27.09,0.75,3.0,,8.16,0.78,NA,0.0,0.0008,1551711600,0.0,1.0,0.0,0.0,0.0,0.0,2,0,0,-10,2,-10,2,2,12,4,19,0,0,26,15,cloudy,Overcast,clear-night,Clear,,
118,,3303580001,-85.162464,35.044885,6,1.695,,6,34.67,39.13,30.73,,,,27.64,0.75,3.0,,8.26,0.79,NA,0.0,0.0008,1551711600,0.0,1.0,0.0,0.0,0.0,0.0,2,2,0,1,2,45,4,4,18,4,14,28810,10,24,15,cloudy,Overcast,clear-night,Clear,,
119,,33I0024002,-85.254192,35.015817999999996,6,1.0390000000000001,,6,33.93,38.56,30.32,,,,27.35,0.77,3.0,,8.08,0.79,NA,0.0,0.0008,1551711600,0.0,1.0,0.0,0.0,0.0,0.0,2,0,2,1,2,55,4,4,13,1,14,29170,10,22,15,cloudy,Overcast,clear-night,Clear,,
120,,33I0024002,-85.28069,35.016490999999995,6,10.06,,6,34.43,39.12,30.76,,,,27.2,0.75,3.0,,7.82,0.79,NA,0.0,0.0008,1551711600,0.0,1.0,0.0,0.0,0.0,0.0,2,2,2,1,2,55,6,6,2,1,22,0,0,36,15,cloudy,Overcast,clear-night,Clear,,
121,,3303580001,-85.166282,35.046274,6,1.538,,6,34.71,39.17,30.76,,,,27.61,0.75,3.0,,8.27,0.79,NA,0.0,0.0008,1551711600,0.0,1.0,0.0,0.0,0.0,0.0,2,7,0,1,2,45,4,4,18,4,14,28810,10,24,15,cloudy,Overcast,clear-night,Clear,,
122,,33SR008001,-85.33131800000001,35.094367999999996,5,2.029,,6,33.73,38.73,29.74,,,,26.39,0.74,3.0,,7.35,0.77,NA,0.0,0.0008,1551711600,0.0,1.0,0.0,0.0,0.0,0.0,2,2,0,1,2,45,8,8,2,1,22,129750,9,48,18,cloudy,Overcast,clear-night,Clear,,
123,,3303601001,-85.200161,35.055347999999995,5,0.679,,6,34.52,39.09,30.59,,,,27.29,0.75,3.0,,8.27,0.79,NA,0.0,0.0008,1551711600,0.0,1.0,0.0,0.0,0.0,0.0,2,2,0,1,2,40,2,2,18,2,16,3390,22,22,15,cloudy,Overcast,clear-night,Clear,,
124,,3304986001,-85.153824,35.041303000000006,5,2.1630000000000003,,6,34.57,39.02,30.67,,,,27.7,0.76,3.0,,8.25,0.79,NA,0.0,0.0008,1551711600,0.0,1.0,0.0,0.0,0.0,0.0,2,2,0,1,2,35,3,3,18,4,17,5180,13,12,15,cloudy,Overcast,clear-night,Clear,,
125,,3304986001,-85.15870600000001,35.034528,5,1.464,,6,34.63,39.11,30.77,,,,27.72,0.76,3.0,,8.21,0.79,NA,0.0,0.0008,1551711600,0.0,1.0,0.0,0.0,0.0,0.0,2,2,0,1,2,35,3,3,18,4,17,5180,13,24,15,cloudy,Overcast,clear-night,Clear,,
126,,3304428001,-85.24562,35.152975,9,0.551,,7,33.73,38.54,29.05,,,,24.97,0.7,3.0,,8.24,0.76,NA,0.0,0.0008,1551711600,0.0,1.0,0.0,0.0,0.0,0.0,2,0,0,1,2,35,4,4,13,1,14,27320,22,24,15,cloudy,Overcast,clear-night,Clear,,
127,,33I0075001,-85.200274,35.008246,9,0.136,,7,33.73,39.28,30.93,,,,26.61,0.75,3.0,,8.03,0.79,NA,0.0,0.0008,1551711600,0.0,1.0,0.0,0.0,0.0,0.0,2,4,2,1,2,55,2,2,12,4,19,0,0,22,15,cloudy,Overcast,clear-night,Clear,,
128,,33I0075001,-85.21086600000001,35.001294,8,1.202,,7,33.76,39.37,31.05,,,,26.62,0.75,3.0,,8.01,0.79,NA,0.0,0.0008,1551711600,0.0,1.0,0.0,0.0,0.0,0.0,1,0,2,1,2,55,4,4,2,1,22,108850,9,24,15,cloudy,Overcast,clear-night,Clear,,
129,,330A702001,-85.26760999999999,35.034727000000004,7,0.092,,7,33.73,39.08,30.59,,,,25.94,0.73,3.0,,7.49,0.78,NA,0.0,0.0008,1551711600,0.0,1.0,0.0,0.0,0.0,0.0,2,7,0,1,2,25,2,2,12,4,19,0,0,30,15,cloudy,Overcast,clear-night,Clear,,
130,,33I0075001,-85.207205,35.005828,7,1.615,,7,33.76,39.34,31.0,,,,26.6,0.75,3.0,,8.02,0.79,NA,0.0,0.0008,1551711600,0.0,1.0,0.0,0.0,0.0,0.0,1,2,2,1,2,55,2,2,18,4,17,5180,13,12,15,cloudy,Overcast,clear-night,Clear,,
131,,33SR320001,-85.163699,35.015214,7,2.6069999999999998,,7,33.83,39.17,30.89,,,,27.33,0.77,3.0,,8.01,0.79,NA,0.0,0.0008,1551711600,0.0,1.0,0.0,0.0,0.0,0.0,2,2,0,1,2,40,4,4,21,1,14,42060,10,22,15,cloudy,Overcast,clear-night,Clear,,
132,,33I0024002,-85.297892,35.021809000000005,7,0.213,,7,33.78,39.17,30.69,,,,25.9,0.73,3.0,,7.07,0.78,NA,0.0,0.0008,1551711600,0.0,1.0,0.0,0.0,0.0,0.0,2,2,2,1,2,55,2,2,12,4,19,0,0,24,15,cloudy,Overcast,clear-night,Clear,,
133,,33I0024002,-85.237709,35.008661,6,1.391,,7,33.58,39.15,30.85,,,,26.37,0.75,3.0,,8.05,0.79,NA,0.0,0.0008,1551711600,0.0,1.0,0.0,0.0,0.0,0.0,2,2,2,1,2,55,4,4,2,1,22,108850,9,24,15,cloudy,Overcast,clear-night,Clear,,
134,,3303603001,-85.181912,35.016889,6,0.002,,7,33.78,39.1,30.83,,,,27.23,0.77,3.0,,8.04,0.79,NA,0.0,0.0008,1551711600,0.0,1.0,0.0,0.0,0.0,0.0,2,2,0,1,2,35,2,2,18,4,16,13120,12,12,15,cloudy,Overcast,clear-night,Clear,,
135,,330D228001,-85.197621,35.083886,6,0.059000000000000004,,7,33.57,38.61,30.02,,,,25.92,0.73,3.0,,8.08,0.78,NA,0.0,0.0008,1551711600,0.0,1.0,0.0,0.0,0.0,0.0,2,0,0,-10,2,-10,2,2,12,4,19,0,0,26,15,cloudy,Overcast,clear-night,Clear,,
136,,3303580001,-85.162464,35.044885,6,1.695,,7,33.97,39.13,30.73,,,,27.16,0.76,3.0,,8.17,0.79,NA,0.0,0.0008,1551711600,0.0,1.0,0.0,0.0,0.0,0.0,2,2,0,1,2,45,4,4,18,4,14,28810,10,24,15,cloudy,Overcast,clear-night,Clear,,
137,,33I0024002,-85.254192,35.015817999999996,6,1.0390000000000001,,7,33.07,38.56,30.32,,,,26.23,0.76,3.0,,8.02,0.79,NA,0.0,0.0008,1551711600,0.0,1.0,0.0,0.0,0.0,0.0,2,0,2,1,2,55,4,4,13,1,14,29170,10,22,15,cloudy,Overcast,clear-night,Clear,,
138,,33I0024002,-85.28069,35.016490999999995,6,10.06,,7,33.71,39.12,30.76,,,,26.09,0.73,3.0,,7.76,0.79,NA,0.0,0.0008,1551711600,0.0,1.0,0.0,0.0,0.0,0.0,2,2,2,1,2,55,6,6,2,1,22,0,0,36,15,cloudy,Overcast,clear-night,Clear,,
139,,3303580001,-85.166282,35.046274,6,1.538,,7,34.02,39.17,30.76,,,,27.13,0.76,3.0,,8.18,0.79,NA,0.0,0.0008,1551711600,0.0,1.0,0.0,0.0,0.0,0.0,2,7,0,1,2,45,4,4,18,4,14,28810,10,24,15,cloudy,Overcast,clear-night,Clear,,
140,,33SR008001,-85.33131800000001,35.094367999999996,5,2.029,,7,33.22,38.73,29.74,,,,25.16,0.72,3.0,,7.32,0.77,NA,0.0,0.0008,1551711600,0.0,1.0,0.0,0.0,0.0,0.0,2,2,0,1,2,45,8,8,2,1,22,129750,9,48,18,cloudy,Overcast,clear-night,Clear,,
141,,3303601001,-85.200161,35.055347999999995,5,0.679,,7,33.83,39.09,30.59,,,,26.18,0.73,3.0,,8.2,0.79,NA,0.0,0.0008,1551711600,0.0,1.0,0.0,0.0,0.0,0.0,2,2,0,1,2,40,2,2,18,2,16,3390,22,22,15,cloudy,Overcast,clear-night,Clear,,
142,,3304986001,-85.153824,35.041303000000006,5,2.1630000000000003,,7,33.86,39.02,30.67,,,,27.22,0.76,3.0,,8.15,0.79,NA,0.0,0.0008,1551711600,0.0,1.0,0.0,0.0,0.0,0.0,2,2,0,1,2,35,3,3,18,4,17,5180,13,12,15,cloudy,Overcast,clear-night,Clear,,
143,,3304986001,-85.15870600000001,35.034528,5,1.464,,7,33.9,39.11,30.77,,,,27.24,0.76,3.0,,8.11,0.79,NA,0.0,0.0008,1551711600,0.0,1.0,0.0,0.0,0.0,0.0,2,2,0,1,2,35,3,3,18,4,17,5180,13,24,15,cloudy,Overcast,clear-night,Clear,,
144,,3304428001,-85.24562,35.152975,9,0.551,,8,32.2,38.54,29.05,,,,22.68,0.68,3.0,,8.21,0.76,NA,0.0,0.0008,1551711600,0.0,1.0,0.0,0.0,0.0,0.0,2,0,0,1,2,35,4,4,13,1,14,27320,22,24,15,cloudy,Overcast,clear-night,Clear,,
145,,33I0075001,-85.200274,35.008246,9,0.136,,8,32.62,39.28,30.93,,,,24.76,0.72,3.0,,8.0,0.79,NA,0.0,0.0008,1551711600,0.0,1.0,0.0,0.0,0.0,0.0,2,4,2,1,2,55,2,2,12,4,19,0,0,22,15,cloudy,Overcast,clear-night,Clear,,
146,,33I0075001,-85.21086600000001,35.001294,8,1.202,,8,32.65,39.37,31.05,,,,24.76,0.72,3.0,,7.97,0.79,NA,0.0,0.0008,1551711600,0.0,1.0,0.0,0.0,0.0,0.0,1,0,2,1,2,55,4,4,2,1,22,108850,9,24,15,cloudy,Overcast,clear-night,Clear,,
147,,330A702001,-85.26760999999999,35.034727000000004,7,0.092,,8,32.4,39.08,30.59,,,,23.79,0.7,3.0,,7.45,0.78,NA,0.0,0.0008,1551711600,0.0,1.0,0.0,0.0,0.0,0.0,2,7,0,1,2,25,2,2,12,4,19,0,0,30,15,cloudy,Overcast,clear-night,Clear,,
148,,33I0075001,-85.207205,35.005828,7,1.615,,8,32.65,39.34,31.0,,,,24.74,0.72,3.0,,7.99,0.79,NA,0.0,0.0008,1551711600,0.0,1.0,0.0,0.0,0.0,0.0,1,2,2,1,2,55,2,2,18,4,17,5180,13,12,15,cloudy,Overcast,clear-night,Clear,,
149,,33SR320001,-85.163699,35.015214,7,2.6069999999999998,,8,32.75,39.17,30.89,,,,25.61,0.75,3.0,,8.02,0.79,NA,0.0,0.0008,1551711600,0.0,1.0,0.0,0.0,0.0,0.0,2,2,0,1,2,40,4,4,21,1,14,42060,10,22,15,cloudy,Overcast,clear-night,Clear,,
150,,33I0024002,-85.297892,35.021809000000005,7,0.213,,8,32.44,39.17,30.69,,,,23.71,0.7,3.0,,7.06,0.78,NA,0.0,0.0008,1551711600,0.0,1.0,0.0,0.0,0.0,0.0,2,2,2,1,2,55,2,2,12,4,19,0,0,24,15,cloudy,Overcast,clear-night,Clear,,
151,,33I0024002,-85.237709,35.008661,6,1.391,,8,32.45,39.15,30.85,,,,24.38,0.72,3.0,,7.98,0.79,NA,0.0,0.0008,1551711600,0.0,1.0,0.0,0.0,0.0,0.0,2,2,2,1,2,55,4,4,2,1,22,108850,9,24,15,cloudy,Overcast,clear-night,Clear,,
152,,3303603001,-85.181912,35.016889,6,0.002,,8,32.69,39.1,30.83,,,,25.45,0.74,3.0,,8.03,0.79,NA,0.0,0.0008,1551711600,0.0,1.0,0.0,0.0,0.0,0.0,2,2,0,1,2,35,2,2,18,4,16,13120,12,12,15,cloudy,Overcast,clear-night,Clear,,
153,,330D228001,-85.197621,35.083886,6,0.059000000000000004,,8,32.22,38.61,30.02,,,,23.89,0.71,3.0,,8.06,0.78,NA,0.0,0.0008,1551711600,0.0,1.0,0.0,0.0,0.0,0.0,2,0,0,-10,2,-10,2,2,12,4,19,0,0,26,15,cloudy,Overcast,clear-night,Clear,,
154,,3303580001,-85.162464,35.044885,6,1.695,,8,32.81,39.13,30.73,,,,25.45,0.74,3.0,,8.17,0.79,NA,0.0,0.0008,1551711600,0.0,1.0,0.0,0.0,0.0,0.0,2,2,0,1,2,45,4,4,18,4,14,28810,10,24,15,cloudy,Overcast,clear-night,Clear,,
155,,33I0024002,-85.254192,35.015817999999996,6,1.0390000000000001,,8,31.95,38.56,30.32,,,,24.18,0.73,3.0,,7.95,0.79,NA,0.0,0.0008,1551711600,0.0,1.0,0.0,0.0,0.0,0.0,2,0,2,1,2,55,4,4,13,1,14,29170,10,22,15,cloudy,Overcast,clear-night,Clear,,
156,,33I0024002,-85.28069,35.016490999999995,6,10.06,,8,32.46,39.12,30.76,,,,23.97,0.71,3.0,,7.71,0.79,NA,0.0,0.0008,1551711600,0.0,1.0,0.0,0.0,0.0,0.0,2,2,2,1,2,55,6,6,2,1,22,0,0,36,15,cloudy,Overcast,clear-night,Clear,,
157,,3303580001,-85.166282,35.046274,6,1.538,,8,32.84,39.17,30.76,,,,25.41,0.74,3.0,,8.17,0.79,NA,0.0,0.0008,1551711600,0.0,1.0,0.0,0.0,0.0,0.0,2,7,0,1,2,45,4,4,18,4,14,28810,10,24,15,cloudy,Overcast,clear-night,Clear,,
158,,33SR008001,-85.33131800000001,35.094367999999996,5,2.029,,8,32.08,38.73,29.74,,,,22.56,0.68,3.0,,7.32,0.77,NA,0.0,0.0008,1551711600,0.0,1.0,0.0,0.0,0.0,0.0,2,2,0,1,2,45,8,8,2,1,22,129750,9,48,18,cloudy,Overcast,clear-night,Clear,,
159,,3303601001,-85.200161,35.055347999999995,5,0.679,,8,32.57,39.09,30.59,,,,24.2,0.71,3.0,,8.17,0.79,NA,0.0,0.0008,1551711600,0.0,1.0,0.0,0.0,0.0,0.0,2,2,0,1,2,40,2,2,18,2,16,3390,22,22,15,cloudy,Overcast,clear-night,Clear,,
160,,3304986001,-85.153824,35.041303000000006,5,2.1630000000000003,,8,32.73,39.02,30.67,,,,25.55,0.75,3.0,,8.16,0.79,NA,0.0,0.0008,1551711600,0.0,1.0,0.0,0.0,0.0,0.0,2,2,0,1,2,35,3,3,18,4,17,5180,13,12,15,cloudy,Overcast,clear-night,Clear,,
161,,3304986001,-85.15870600000001,35.034528,5,1.464,,8,32.78,39.11,30.77,,,,25.54,0.74,3.0,,8.12,0.79,NA,0.0,0.0008,1551711600,0.0,1.0,0.0,0.0,0.0,0.0,2,2,0,1,2,35,3,3,18,4,17,5180,13,24,15,cloudy,Overcast,clear-night,Clear,,
162,,3304428001,-85.24562,35.152975,9,0.551,,9,31.81,38.54,29.05,,,,21.18,0.64,3.0,,7.85,0.76,NA,0.0,0.0008,1551711600,0.0,1.0,0.0,0.0,0.0,0.0,2,0,0,1,2,35,4,4,13,1,14,27320,22,24,15,cloudy,Overcast,clear-night,Clear,,
163,,33I0075001,-85.200274,35.008246,9,0.136,,9,32.23,39.28,30.93,,,,23.24,0.69,3.0,,8.1,0.79,NA,0.0,0.0008,1551711600,0.0,1.0,0.0,0.0,0.0,0.0,2,4,2,1,2,55,2,2,12,4,19,0,0,22,15,cloudy,Overcast,clear-night,Clear,,
164,,33I0075001,-85.21086600000001,35.001294,8,1.202,,9,32.26,39.37,31.05,,,,23.27,0.69,3.0,,8.1,0.79,NA,0.0,0.0008,1551711600,0.0,1.0,0.0,0.0,0.0,0.0,1,0,2,1,2,55,4,4,2,1,22,108850,9,24,15,cloudy,Overcast,clear-night,Clear,,
165,,330A702001,-85.26760999999999,35.034727000000004,7,0.092,,9,31.95,39.08,30.59,,,,22.31,0.67,3.0,,7.42,0.78,NA,0.0,0.0008,1551711600,0.0,1.0,0.0,0.0,0.0,0.0,2,7,0,1,2,25,2,2,12,4,19,0,0,30,15,cloudy,Overcast,clear-night,Clear,,
166,,33I0075001,-85.207205,35.005828,7,1.615,,9,32.25,39.34,31.0,,,,23.23,0.69,3.0,,8.1,0.79,NA,0.0,0.0008,1551711600,0.0,1.0,0.0,0.0,0.0,0.0,1,2,2,1,2,55,2,2,18,4,17,5180,13,12,15,cloudy,Overcast,clear-night,Clear,,
