,Accident,Center_Lat,Center_Long,Date,Time,Event,Conditions,EventBefore,ConditionBefore,Hour,DayFrame,Temperature,Temp_Max,Temp_Min,Daily_Relative_Temp,Monthly_Relative_Temp,WeekDay,WeekEnd,Precipitation_Intensity,Precip_Intensity_Max,Clear,Cloudy,Rain,Fog,Snow,RainBefore,Grid_Block,Weekday,Grid_Col,Grid_Row,Highway,Land_Use_Mode,Road_Count
1151,0,-85.26982079,-85.26982079,2017-03-05,9:00:00,nan,nan,nan,nan,9,2,,,,,,0,1,,,,,,,,,34,6,22,25,0,7,14
1152,0,-85.21796202,-85.21796202,2017-02-25,7:00:00,nan,nan,nan,nan,7,2,,,,,,0,1,,,,,,,,,542,5,23,11,0,7,7
1153,0,-85.1754875,-85.1754875,2017-07-03,19:00:00,nan,nan,nan,nan,19,1,,,,,,1,0,,,,,,,,,634,0,28,9,0,7,14
1154,0,-85.1754875,-85.1754875,2017-12-20,21:00:00,nan,nan,nan,nan,21,1,,,,,,1,0,,,,,,,,,634,2,28,9,0,7,14
1155,0,-85.1754875,-85.1754875,2017-09-21,5:00:00,nan,nan,nan,nan,5,2,,,,,,1,0,,,,,,,,,634,3,28,9,0,7,14
1156,0,-85.1754875,-85.1754875,2017-03-08,4:00:00,nan,nan,nan,nan,4,1,,,,,,1,0,,,,,,,,,634,2,28,9,0,7,14
1157,0,-85.1754875,-85.1754875,2017-06-27,2:00:00,nan,nan,nan,nan,2,1,,,,,,1,0,,,,,,,,,634,1,28,9,0,7,14
1158,0,-85.1754875,-85.1754875,2017-05-16,23:00:00,nan,nan,nan,nan,23,1,,,,,,1,0,,,,,,,,,634,1,28,9,0,7,14
1159,0,-85.1754875,-85.1754875,2017-05-28,17:00:00,nan,nan,nan,nan,17,4,,,,,,0,1,,,,,,,,,634,6,28,9,0,7,14
1160,0,-85.1754875,-85.1754875,2017-07-18,22:00:00,nan,nan,nan,nan,22,1,,,,,,1,0,,,,,,,,,634,1,28,9,0,7,14
1161,0,-85.1754875,-85.1754875,2017-10-03,7:00:00,nan,nan,nan,nan,7,2,,,,,,1,0,,,,,,,,,634,1,28,9,0,7,14
1162,0,-85.1754875,-85.1754875,2017-10-06,8:00:00,nan,nan,nan,nan,8,2,,,,,,1,0,,,,,,,,,634,4,28,9,0,7,14
1163,0,-85.1754875,-85.1754875,2017-02-27,3:00:00,nan,nan,nan,nan,3,1,,,,,,1,0,,,,,,,,,634,0,28,9,0,7,14
1164,0,-85.1754875,-85.1754875,2017-07-31,22:00:00,nan,nan,nan,nan,22,1,,,,,,1,0,,,,,,,,,634,0,28,9,0,7,14
1165,0,-85.1754875,-85.1754875,2017-04-17,21:00:00,nan,nan,nan,nan,21,1,,,,,,1,0,,,,,,,,,634,0,28,9,0,7,14
1166,0,-85.1754875,-85.1754875,2017-05-08,0:00:00,nan,nan,nan,nan,0,1,,,,,,1,0,,,,,,,,,634,0,28,9,0,7,14
1167,0,-85.1754875,-85.1754875,2017-11-04,6:00:00,nan,nan,nan,nan,6,2,,,,,,0,1,,,,,,,,,634,5,28,9,0,7,14
1168,0,-85.1754875,-85.1754875,2017-05-09,9:00:00,nan,nan,nan,nan,9,2,,,,,,1,0,,,,,,,,,634,1,28,9,0,7,14
1169,0,-85.26260804,-85.26260804,2017-12-09,6:00:00,nan,nan,nan,nan,6,2,,,,,,0,1,,,,,,,,,35,5,23,25,0,7,19
1170,0,-85.2931549,-85.2931549,2017-06-10,15:00:00,nan,nan,nan,nan,15,4,,,,,,0,1,,,,,,,,,128,5,17,21,0,7,14
1171,0,-85.26260804,-85.26260804,2017-04-01,9:00:00,nan,nan,nan,nan,9,2,,,,,,0,1,,,,,,,,,35,5,23,25,0,7,19
1172,0,-85.25573903,-85.25573903,2017-01-07,12:00:00,nan,nan,nan,nan,12,3,,,,,,0,1,,,,,,,,,700,5,16,7,0,7,16
1173,0,-85.25573903,-85.25573903,2017-05-14,5:00:00,nan,nan,nan,nan,5,2,,,,,,0,1,,,,,,,,,700,6,16,7,0,7,16
1174,0,-85.25573903,-85.25573903,2017-03-18,7:00:00,nan,nan,nan,nan,7,2,,,,,,0,1,,,,,,,,,700,5,16,7,0,7,16
1175,0,-85.18187718,-85.18187718,2017-04-16,18:00:00,nan,nan,nan,nan,18,1,,,,,,0,1,,,,,,,,,547,6,28,11,0,5,4
1176,0,-85.18187718,-85.18187718,2017-03-25,14:00:00,nan,nan,nan,nan,14,4,,,,,,0,1,,,,,,,,,547,5,28,11,0,5,4
1177,0,-85.18187718,-85.18187718,2017-08-26,23:00:00,nan,nan,nan,nan,23,1,,,,,,0,1,,,,,,,,,547,5,28,11,0,5,4
1178,0,-85.18187718,-85.18187718,2017-04-22,15:00:00,nan,nan,nan,nan,15,4,,,,,,0,1,,,,,,,,,547,5,28,11,0,5,4
1179,0,-85.18187718,-85.18187718,2017-11-18,4:00:00,nan,nan,nan,nan,4,1,,,,,,0,1,,,,,,,,,547,5,28,11,0,5,4
1180,0,-85.25573903,-85.25573903,2017-06-11,11:00:00,nan,nan,nan,nan,11,3,,,,,,0,1,,,,,,,,,700,6,16,7,0,7,16
1181,0,-85.25573903,-85.25573903,2017-03-04,5:00:00,nan,nan,nan,nan,5,2,,,,,,0,1,,,,,,,,,700,5,16,7,0,7,16
1182,0,-85.25254737,-85.25254737,2017-07-09,6:00:00,nan,nan,nan,nan,6,2,,,,,,0,1,,,,,,,,,735,6,16,6,0,7,12
1183,0,-85.25254737,-85.25254737,2017-09-16,5:00:00,nan,nan,nan,nan,5,2,,,,,,0,1,,,,,,,,,735,5,16,6,0,7,12
1184,0,-85.25573903,-85.25573903,2017-03-04,5:00:00,nan,nan,nan,nan,5,2,,,,,,0,1,,,,,,,,,700,5,16,7,0,7,16
1185,0,-85.25875684,-85.25875684,2017-04-22,23:00:00,nan,nan,nan,nan,23,1,,,,,,0,1,,,,,,,,,269,5,20,17,0,7,22
1186,0,-85.25875684,-85.25875684,2017-04-29,4:00:00,nan,nan,nan,nan,4,1,,,,,,0,1,,,,,,,,,269,5,20,17,0,7,22
1187,0,-85.25573903,-85.25573903,2017-12-30,8:00:00,nan,nan,nan,nan,8,2,,,,,,0,1,,,,,,,,,700,5,16,7,0,7,16
1188,0,-85.25573903,-85.25573903,2017-07-29,6:00:00,nan,nan,nan,nan,6,2,,,,,,0,1,,,,,,,,,700,5,16,7,0,7,16
1189,0,-85.36766938,-85.36766938,2017-08-05,15:00:00,nan,nan,nan,nan,15,4,,,,,,0,1,,,,,,,,,41,5,8,24,0,7,6
1190,0,-85.36766938,-85.36766938,2017-09-18,17:00:00,nan,nan,nan,nan,17,4,,,,,,1,0,,,,,,,,,41,0,8,24,0,7,6
1191,0,-85.31969426,-85.31969426,2017-03-26,9:00:00,nan,nan,nan,nan,9,2,,,,,,0,1,,,,,,,,,222,6,12,18,1,7,16
1192,0,-85.22685034,-85.22685034,2017-08-26,5:00:00,nan,nan,nan,nan,5,2,,,,,,0,1,,,,,,,,,704,5,20,7,1,0,2
1193,0,-85.22685034,-85.22685034,2017-12-23,9:00:00,nan,nan,nan,nan,9,2,,,,,,0,1,,,,,,,,,704,5,20,7,1,0,2
1194,0,-85.25388852,-85.25388852,2017-08-20,9:00:00,nan,nan,nan,nan,9,2,,,,,,0,1,,,,,,,,,164,6,22,20,0,7,17
1195,0,-85.35641089,-85.35641089,2017-08-20,10:00:00,nan,nan,nan,nan,10,3,,,,,,0,1,,,,,,,,,22,6,10,25,0,0,1
1196,0,-85.05287484,-85.05287484,2017-04-07,10:00:00,nan,nan,nan,nan,10,3,,,,,,1,0,,,,,,,,,651,4,45,9,0,7,6
1197,0,-85.06651031,-85.06651031,2017-11-26,5:00:00,nan,nan,nan,nan,5,2,,,,,,0,1,,,,,,,,,877,6,40,2,1,0,5
1198,0,-85.21629542,-85.21629542,2017-12-10,8:00:00,nan,nan,nan,nan,8,2,,,,,,0,1,,,,,,,,,364,6,25,15,0,7,3
1199,0,-85.21629542,-85.21629542,2017-01-08,10:00:00,nan,nan,nan,nan,10,3,,,,,,0,1,,,,,,,,,364,6,25,15,0,7,3
1200,0,-85.1530179,-85.1530179,2017-11-08,10:00:00,nan,nan,nan,nan,10,3,,,,,,1,0,,,,,,,,,551,2,32,11,0,7,13
1201,0,-85.1530179,-85.1530179,2017-09-23,6:00:00,nan,nan,nan,nan,6,2,,,,,,0,1,,,,,,,,,551,5,32,11,0,7,13
1202,0,-85.10095871,-85.10095871,2017-03-21,7:00:00,nan,nan,nan,nan,7,2,,,,,,1,0,,,,,,,,,756,1,37,6,1,0,3
1203,0,-85.10095871,-85.10095871,2017-08-27,1:00:00,nan,nan,nan,nan,1,1,,,,,,0,1,,,,,,,,,756,6,37,6,1,0,3
1204,0,-85.10095871,-85.10095871,2017-01-29,3:00:00,nan,nan,nan,nan,3,1,,,,,,0,1,,,,,,,,,756,6,37,6,1,0,3
1205,0,-85.32947425,-85.32947425,2017-01-21,17:00:00,nan,nan,nan,nan,17,4,,,,,,0,1,,,,,,,,,482,5,8,12,0,0,2
1206,0,-85.32947425,-85.32947425,2017-05-06,20:00:00,nan,nan,nan,nan,20,1,,,,,,0,1,,,,,,,,,482,5,8,12,0,0,2
1207,0,-85.29654319,-85.29654319,2017-02-18,6:00:00,nan,nan,nan,nan,6,2,,,,,,0,1,,,,,,,,,442,5,13,13,0,7,2
1208,0,-85.29654319,-85.29654319,2017-06-03,9:00:00,nan,nan,nan,nan,9,2,,,,,,0,1,,,,,,,,,442,5,13,13,0,7,2
1209,0,-85.16827116,-85.16827116,2017-02-12,6:00:00,nan,nan,nan,nan,6,2,,,,,,0,1,,,,,,,,,635,6,29,9,0,7,9
1210,0,-85.16827116,-85.16827116,2017-05-27,13:00:00,nan,nan,nan,nan,13,4,,,,,,0,1,,,,,,,,,635,5,29,9,0,7,9
1211,0,-85.16827116,-85.16827116,2017-12-17,6:00:00,nan,nan,nan,nan,6,2,,,,,,0,1,,,,,,,,,635,6,29,9,0,7,9
1212,0,-85.16827116,-85.16827116,2017-09-03,14:00:00,nan,nan,nan,nan,14,4,,,,,,0,1,,,,,,,,,635,6,29,9,0,7,9
1213,0,-85.30610305,-85.30610305,2017-10-25,5:00:00,nan,nan,nan,nan,5,2,,,,,,1,0,,,,,,,,,307,2,13,16,0,7,12
1214,0,-85.30610305,-85.30610305,2017-07-01,6:00:00,nan,nan,nan,nan,6,2,,,,,,0,1,,,,,,,,,307,5,13,16,0,7,12
1215,0,-85.30610305,-85.30610305,2017-09-25,9:00:00,nan,nan,nan,nan,9,2,,,,,,1,0,,,,,,,,,307,0,13,16,0,7,12
1216,0,-85.14252308,-85.14252308,2017-05-13,6:00:00,nan,nan,nan,nan,6,2,,,,,,0,1,,,,,,,,,212,5,37,19,0,7,15
1217,0,-85.14252308,-85.14252308,2017-04-30,19:00:00,nan,nan,nan,nan,19,1,,,,,,0,1,,,,,,,,,212,6,37,19,0,7,15
1218,0,-85.14252308,-85.14252308,2017-09-30,2:00:00,nan,nan,nan,nan,2,1,,,,,,0,1,,,,,,,,,212,5,37,19,0,7,15
1219,0,-85.14252308,-85.14252308,2017-07-09,21:00:00,nan,nan,nan,nan,21,1,,,,,,0,1,,,,,,,,,212,6,37,19,0,7,15
1220,0,-85.07207905,-85.07207905,2017-05-27,2:00:00,nan,nan,nan,nan,2,1,,,,,,0,1,,,,,,,,,384,5,45,15,0,-1,-1
1221,0,-85.07207905,-85.07207905,2017-05-21,7:00:00,nan,nan,nan,nan,7,2,,,,,,0,1,,,,,,,,,384,6,45,15,0,-1,-1
1222,0,-85.07207905,-85.07207905,2017-07-29,14:00:00,nan,nan,nan,nan,14,4,,,,,,0,1,,,,,,,,,384,5,45,15,0,-1,-1
1223,0,-85.07207905,-85.07207905,2017-09-03,23:00:00,nan,nan,nan,nan,23,1,,,,,,0,1,,,,,,,,,384,6,45,15,0,-1,-1
1224,0,-85.06651031,-85.06651031,2017-07-02,7:00:00,nan,nan,nan,nan,7,2,,,,,,0,1,,,,,,,,,877,6,40,2,1,0,5
1225,0,-85.20671956,-85.20671956,2017-05-27,20:00:00,nan,nan,nan,nan,20,1,,,,,,0,1,,,,,,,,,499,5,25,12,0,7,8
1226,0,-85.20671956,-85.20671956,2017-03-04,10:00:00,nan,nan,nan,nan,10,3,,,,,,0,1,,,,,,,,,499,5,25,12,0,7,8
1227,0,-85.20671956,-85.20671956,2017-03-12,3:00:00,nan,nan,nan,nan,3,1,,,,,,0,1,,,,,,,,,499,6,25,12,0,7,8
1228,0,-85.20671956,-85.20671956,2017-07-08,1:00:00,nan,nan,nan,nan,1,1,,,,,,0,1,,,,,,,,,499,5,25,12,0,7,8
1229,0,-85.18353165,-85.18353165,2017-06-24,7:00:00,nan,nan,nan,nan,7,2,,,,,,0,1,,,,,,,,,710,5,26,7,0,7,12
1230,0,-85.13145252,-85.13145252,2017-08-06,23:00:00,nan,nan,nan,nan,23,1,,,,,,0,1,,,,,,,,,868,6,31,2,0,7,15
1231,0,-85.13145252,-85.13145252,2017-04-15,20:00:00,nan,nan,nan,nan,20,1,,,,,,0,1,,,,,,,,,868,5,31,2,0,7,15
1232,0,-85.13145252,-85.13145252,2017-06-08,5:00:00,nan,nan,nan,nan,5,2,,,,,,1,0,,,,,,,,,868,3,31,2,0,7,15
1233,0,-85.13145252,-85.13145252,2017-12-19,14:00:00,nan,nan,nan,nan,14,4,,,,,,1,0,,,,,,,,,868,1,31,2,0,7,15
1234,0,-85.13145252,-85.13145252,2017-01-07,0:00:00,nan,nan,nan,nan,0,1,,,,,,0,1,,,,,,,,,868,5,31,2,0,7,15
1235,0,-85.13145252,-85.13145252,2017-11-09,15:00:00,nan,nan,nan,nan,15,4,,,,,,1,0,,,,,,,,,868,3,31,2,0,7,15
1236,0,-85.13145252,-85.13145252,2017-04-22,16:00:00,nan,nan,nan,nan,16,4,,,,,,0,1,,,,,,,,,868,5,31,2,0,7,15
1237,0,-85.13145252,-85.13145252,2017-08-13,13:00:00,nan,nan,nan,nan,13,4,,,,,,0,1,,,,,,,,,868,6,31,2,0,7,15
1238,0,-85.13145252,-85.13145252,2017-02-15,4:00:00,nan,nan,nan,nan,4,1,,,,,,1,0,,,,,,,,,868,2,31,2,0,7,15
1239,0,-85.22837213,-85.22837213,2017-07-30,0:00:00,nan,nan,nan,nan,0,1,,,,,,0,1,,,,,,,,,496,6,22,12,0,7,11
1240,0,-85.30610305,-85.30610305,2017-07-29,8:00:00,nan,nan,nan,nan,8,2,,,,,,0,1,,,,,,,,,307,5,13,16,0,7,12
1241,0,-85.30610305,-85.30610305,2017-03-10,5:00:00,nan,nan,nan,nan,5,2,,,,,,1,0,,,,,,,,,307,4,13,16,0,7,12
1242,0,-85.30610305,-85.30610305,2017-03-28,7:00:00,nan,nan,nan,nan,7,2,,,,,,1,0,,,,,,,,,307,1,13,16,0,7,12
1243,0,-85.1402302,-85.1402302,2017-01-22,22:00:00,nan,nan,nan,nan,22,1,,,,,,0,1,,,,,,,,,716,6,32,7,0,-1,-1
1244,0,-85.1402302,-85.1402302,2017-04-16,19:00:00,nan,nan,nan,nan,19,1,,,,,,0,1,,,,,,,,,716,6,32,7,0,-1,-1
1245,0,-85.1402302,-85.1402302,2017-12-23,1:00:00,nan,nan,nan,nan,1,1,,,,,,0,1,,,,,,,,,716,5,32,7,0,-1,-1
1246,0,-85.06651031,-85.06651031,2017-11-19,9:00:00,nan,nan,nan,nan,9,2,,,,,,0,1,,,,,,,,,877,6,40,2,1,0,5
1247,0,-85.06651031,-85.06651031,2017-09-17,8:00:00,nan,nan,nan,nan,8,2,,,,,,0,1,,,,,,,,,877,6,40,2,1,0,5
1248,0,-85.20256448,-85.20256448,2017-12-27,14:00:00,nan,nan,nan,nan,14,4,,,,,,1,0,,,,,,,,,113,2,30,22,0,9,1
1249,0,-85.20256448,-85.20256448,2017-05-17,19:00:00,nan,nan,nan,nan,19,1,,,,,,1,0,,,,,,,,,113,2,30,22,0,9,1
1250,0,-85.20256448,-85.20256448,2017-02-16,13:00:00,nan,nan,nan,nan,13,4,,,,,,1,0,,,,,,,,,113,3,30,22,0,9,1
1251,0,-85.20256448,-85.20256448,2017-05-10,1:00:00,nan,nan,nan,nan,1,1,,,,,,1,0,,,,,,,,,113,2,30,22,0,9,1
1252,0,-85.20256448,-85.20256448,2017-10-10,22:00:00,nan,nan,nan,nan,22,1,,,,,,1,0,,,,,,,,,113,1,30,22,0,9,1
1253,0,-85.20256448,-85.20256448,2017-05-25,17:00:00,nan,nan,nan,nan,17,4,,,,,,1,0,,,,,,,,,113,3,30,22,0,9,1
1254,0,-85.20256448,-85.20256448,2017-10-31,15:00:00,nan,nan,nan,nan,15,4,,,,,,1,0,,,,,,,,,113,1,30,22,0,9,1
1255,0,-85.20256448,-85.20256448,2017-11-25,7:00:00,nan,nan,nan,nan,7,2,,,,,,0,1,,,,,,,,,113,5,30,22,0,9,1
1256,0,-85.25623575,-85.25623575,2017-08-27,1:00:00,nan,nan,nan,nan,1,1,,,,,,0,1,,,,,,,,,80,6,23,23,0,7,25
1257,0,-85.07932045,-85.07932045,2017-07-08,8:00:00,nan,nan,nan,nan,8,2,,,,,,0,1,,,,,,,,,759,5,40,6,0,7,5
1258,0,-85.26916188,-85.26916188,2017-01-14,8:00:00,nan,nan,nan,nan,8,2,,,,,,0,1,,,,,,,,,229,5,19,18,0,7,18
1259,0,-85.26916188,-85.26916188,2017-08-13,7:00:00,nan,nan,nan,nan,7,2,,,,,,0,1,,,,,,,,,229,6,19,18,0,7,18
1260,0,-85.10491771,-85.10491771,2017-09-08,21:00:00,nan,nan,nan,nan,21,1,,,,,,1,0,,,,,,,,,424,4,40,14,0,7,14
1261,0,-85.10491771,-85.10491771,2017-09-29,11:00:00,nan,nan,nan,nan,11,3,,,,,,1,0,,,,,,,,,424,4,40,14,0,7,14
1262,0,-85.10491771,-85.10491771,2017-06-15,3:00:00,nan,nan,nan,nan,3,1,,,,,,1,0,,,,,,,,,424,3,40,14,0,7,14
1263,0,-85.10491771,-85.10491771,2017-10-24,19:00:00,nan,nan,nan,nan,19,1,,,,,,1,0,,,,,,,,,424,1,40,14,0,7,14
1264,0,-85.19311589,-85.19311589,2017-10-15,5:00:00,nan,nan,nan,nan,5,2,,,,,,0,1,,,,,,,,,590,6,26,10,0,7,14
1265,0,-85.08491272,-85.08491272,2017-09-17,10:00:00,nan,nan,nan,nan,10,3,,,,,,0,1,,,,,,,,,605,6,41,10,0,7,6
1266,0,-85.08491272,-85.08491272,2017-03-12,5:00:00,nan,nan,nan,nan,5,2,,,,,,0,1,,,,,,,,,605,6,41,10,0,7,6
1267,0,-85.26916188,-85.26916188,2017-07-08,8:00:00,nan,nan,nan,nan,8,2,,,,,,0,1,,,,,,,,,229,5,19,18,0,7,18
1268,0,-85.22920754,-85.22920754,2017-10-07,6:00:00,nan,nan,nan,nan,6,2,,,,,,0,1,,,,,,,,,585,5,21,10,1,9,4
1269,0,-85.2139366,-85.2139366,2017-09-10,10:00:00,nan,nan,nan,nan,10,3,,,,,,0,1,,,,,,,,,498,6,24,12,0,7,9
1270,0,-85.2139366,-85.2139366,2017-05-20,15:00:00,nan,nan,nan,nan,15,4,,,,,,0,1,,,,,,,,,498,5,24,12,0,7,9
1271,0,-85.2139366,-85.2139366,2017-01-29,14:00:00,nan,nan,nan,nan,14,4,,,,,,0,1,,,,,,,,,498,6,24,12,0,7,9
1272,0,-85.19216377,-85.19216377,2017-05-11,7:00:00,nan,nan,nan,nan,7,2,,,,,,1,0,,,,,,,,,142,3,31,21,0,7,7
1273,0,-85.19216377,-85.19216377,2017-03-14,5:00:00,nan,nan,nan,nan,5,2,,,,,,1,0,,,,,,,,,142,1,31,21,0,7,7
1274,0,-85.28021865,-85.28021865,2017-04-09,13:00:00,nan,nan,nan,nan,13,4,,,,,,0,1,,,,,,,,,14,6,21,26,0,7,20
1275,0,-85.30227516,-85.30227516,2017-02-13,10:00:00,nan,nan,nan,nan,10,3,,,,,,1,0,,,,,,,,,656,0,10,8,0,7,9
1276,0,-85.30227516,-85.30227516,2017-02-21,11:00:00,nan,nan,nan,nan,11,3,,,,,,1,0,,,,,,,,,656,1,10,8,0,7,9
1277,0,-85.30843918,-85.30843918,2017-05-28,5:00:00,nan,nan,nan,nan,5,2,,,,,,0,1,,,,,,,,,189,6,14,19,0,2,8
1278,0,-85.08171242,-85.08171242,2017-12-02,11:00:00,nan,nan,nan,nan,11,3,,,,,,0,1,,,,,,,,,647,5,41,9,0,7,11
1279,0,-85.08171242,-85.08171242,2017-12-04,10:00:00,nan,nan,nan,nan,10,3,,,,,,1,0,,,,,,,,,647,0,41,9,0,7,11
1280,0,-85.08171242,-85.08171242,2017-03-04,18:00:00,nan,nan,nan,nan,18,1,,,,,,0,1,,,,,,,,,647,5,41,9,0,7,11
1281,0,-85.08171242,-85.08171242,2017-01-29,7:00:00,nan,nan,nan,nan,7,2,,,,,,0,1,,,,,,,,,647,6,41,9,0,7,11
1282,0,-85.08171242,-85.08171242,2017-12-30,3:00:00,nan,nan,nan,nan,3,1,,,,,,0,1,,,,,,,,,647,5,41,9,0,7,11
1283,0,-85.25791629,-85.25791629,2017-03-25,8:00:00,nan,nan,nan,nan,8,2,,,,,,0,1,,,,,,,,,196,5,21,19,0,7,12
1284,0,-85.14178767,-85.14178767,2017-05-12,6:00:00,nan,nan,nan,nan,6,2,,,,,,1,0,,,,,,,,,508,4,34,12,1,7,8
1285,0,-85.14178767,-85.14178767,2017-09-19,12:00:00,nan,nan,nan,nan,12,3,,,,,,1,0,,,,,,,,,508,1,34,12,1,7,8
1286,0,-85.14178767,-85.14178767,2017-02-19,10:00:00,nan,nan,nan,nan,10,3,,,,,,0,1,,,,,,,,,508,6,34,12,1,7,8
1287,0,-85.27150609,-85.27150609,2017-11-19,9:00:00,nan,nan,nan,nan,9,2,,,,,,0,1,,,,,,,,,131,6,20,21,0,7,22
1288,0,-85.27150609,-85.27150609,2017-12-10,5:00:00,nan,nan,nan,nan,5,2,,,,,,0,1,,,,,,,,,131,6,20,21,0,7,22
1289,0,-85.10415885,-85.10415885,2017-04-30,9:00:00,nan,nan,nan,nan,9,2,,,,,,0,1,,,,,,,,,721,6,37,7,0,0,7
1290,0,-85.10415885,-85.10415885,2017-10-14,12:00:00,nan,nan,nan,nan,12,3,,,,,,0,1,,,,,,,,,721,5,37,7,0,0,7
1291,0,-85.10415885,-85.10415885,2017-03-25,6:00:00,nan,nan,nan,nan,6,2,,,,,,0,1,,,,,,,,,721,5,37,7,0,0,7
1292,0,-85.2355906,-85.2355906,2017-03-26,18:00:00,nan,nan,nan,nan,18,1,,,,,,0,1,,,,,,,,,495,6,21,12,0,7,7
1293,0,-85.2355906,-85.2355906,2017-02-04,11:00:00,nan,nan,nan,nan,11,3,,,,,,0,1,,,,,,,,,495,5,21,12,0,7,7
1294,0,-85.23794435,-85.23794435,2017-08-27,8:00:00,nan,nan,nan,nan,8,2,,,,,,0,1,,,,,,,,,361,6,22,15,0,7,3
1295,0,-85.23794435,-85.23794435,2017-07-22,5:00:00,nan,nan,nan,nan,5,2,,,,,,0,1,,,,,,,,,361,5,22,15,0,7,3
1296,0,-85.23794435,-85.23794435,2017-12-02,9:00:00,nan,nan,nan,nan,9,2,,,,,,0,1,,,,,,,,,361,5,22,15,0,7,3
1297,0,-85.26982079,-85.26982079,2017-09-16,5:00:00,nan,nan,nan,nan,5,2,,,,,,0,1,,,,,,,,,34,5,22,25,0,7,14
1298,0,-85.26982079,-85.26982079,2017-07-09,6:00:00,nan,nan,nan,nan,6,2,,,,,,0,1,,,,,,,,,34,6,22,25,0,7,14
1299,0,-85.31969426,-85.31969426,2017-12-10,9:00:00,nan,nan,nan,nan,9,2,,,,,,0,1,,,,,,,,,222,6,12,18,1,7,16
1300,0,-85.25237936,-85.25237936,2017-10-14,8:00:00,nan,nan,nan,nan,8,2,,,,,,0,1,,,,,,,,,359,5,20,15,0,7,31
1301,0,-85.21629542,-85.21629542,2017-07-23,9:00:00,nan,nan,nan,nan,9,2,,,,,,0,1,,,,,,,,,364,6,25,15,0,7,3
1302,0,-85.21629542,-85.21629542,2017-02-11,7:00:00,nan,nan,nan,nan,7,2,,,,,,0,1,,,,,,,,,364,5,25,15,0,7,3
1303,0,-85.15456902,-85.15456902,2017-09-30,9:00:00,nan,nan,nan,nan,9,2,,,,,,0,1,,,,,,,,,328,5,34,16,0,7,13
1304,0,-85.1481793,-85.1481793,2017-11-12,8:00:00,nan,nan,nan,nan,8,2,,,,,,0,1,,,,,,,,,418,6,34,14,0,2,3
1305,0,-85.1481793,-85.1481793,2017-03-23,19:00:00,nan,nan,nan,nan,19,1,,,,,,1,0,,,,,,,,,418,3,34,14,0,2,3
1306,0,-85.1481793,-85.1481793,2017-09-05,21:00:00,nan,nan,nan,nan,21,1,,,,,,1,0,,,,,,,,,418,1,34,14,0,2,3
1307,0,-85.1481793,-85.1481793,2017-11-09,2:00:00,nan,nan,nan,nan,2,1,,,,,,1,0,,,,,,,,,418,3,34,14,0,2,3
1308,0,-85.22586698,-85.22586698,2017-05-27,6:00:00,nan,nan,nan,nan,6,2,,,,,,0,1,,,,,,,,,235,5,25,18,0,7,18
1309,0,-85.22267694,-85.22267694,2017-12-03,17:00:00,nan,nan,nan,nan,17,4,,,,,,0,1,,,,,,,,,274,6,25,17,0,7,13
1310,0,-85.22586698,-85.22586698,2017-06-24,5:00:00,nan,nan,nan,nan,5,2,,,,,,0,1,,,,,,,,,235,5,25,18,0,7,18
1311,0,-85.22586698,-85.22586698,2017-09-03,6:00:00,nan,nan,nan,nan,6,2,,,,,,0,1,,,,,,,,,235,6,25,18,0,7,18
1312,0,-85.22267694,-85.22267694,2017-12-23,12:00:00,nan,nan,nan,nan,12,3,,,,,,0,1,,,,,,,,,274,5,25,17,0,7,13
1313,0,-85.17064151,-85.17064151,2017-01-07,9:00:00,nan,nan,nan,nan,9,2,,,,,,0,1,,,,,,,,,504,5,30,12,0,7,4
1314,0,-85.17064151,-85.17064151,2017-03-04,7:00:00,nan,nan,nan,nan,7,2,,,,,,0,1,,,,,,,,,504,5,30,12,0,7,4
1315,0,-85.22685034,-85.22685034,2017-03-11,7:00:00,nan,nan,nan,nan,7,2,,,,,,0,1,,,,,,,,,704,5,20,7,1,0,2
1316,0,-85.35519335,-85.35519335,2017-05-30,11:00:00,nan,nan,nan,nan,11,3,,,,,,1,0,,,,,,,,,523,1,4,11,0,7,1
1317,0,-85.35519335,-85.35519335,2017-04-23,5:00:00,nan,nan,nan,nan,5,2,,,,,,0,1,,,,,,,,,523,6,4,11,0,7,1
1318,0,-85.35519335,-85.35519335,2017-08-19,9:00:00,nan,nan,nan,nan,9,2,,,,,,0,1,,,,,,,,,523,5,4,11,0,7,1
1319,0,-85.29908641,-85.29908641,2017-04-13,13:00:00,nan,nan,nan,nan,13,4,,,,,,1,0,,,,,,,,,694,3,10,7,0,7,1
1320,0,-85.29908641,-85.29908641,2017-07-06,0:00:00,nan,nan,nan,nan,0,1,,,,,,1,0,,,,,,,,,694,3,10,7,0,7,1
1321,0,-85.29908641,-85.29908641,2017-11-10,22:00:00,nan,nan,nan,nan,22,1,,,,,,1,0,,,,,,,,,694,4,10,7,0,7,1
1322,0,-85.1721851,-85.1721851,2017-06-11,20:00:00,nan,nan,nan,nan,20,1,,,,,,0,1,,,,,,,,,281,6,32,17,1,7,18
1323,0,-85.1721851,-85.1721851,2017-11-26,12:00:00,nan,nan,nan,nan,12,3,,,,,,0,1,,,,,,,,,281,6,32,17,1,7,18
1324,0,-85.1442482,-85.1442482,2017-01-14,7:00:00,nan,nan,nan,nan,7,2,,,,,,0,1,,,,,,,,,750,5,31,6,0,-1,-1
