,Accident,Latitude,Longitude,Date,Time,Address,Route,Log_Mile,City,Event,Conditions,EventBefore,ConditionBefore,Hour,Temperature,Temp_Max,Temp_Min,Monthly_Avg_Temp,Daily_Avg_Temp,Relative_Temp,Dewpoint,Humidity,Month,Weekday,Visibility,Cloud_Coverage,Precipitation_Type,Precipitation_Intensity,Precip_Intensity_Max,Precip_Intensity_Time,Clear,Cloudy,Rain,Fog,Snow,RainBefore,Terrain,Land_Use,Access_Control,Illumination,Operation,Speed_Limit,Thru_Lanes,Num_Lanes,Ad_Sys,Gov_Cont,Func_Class,AADT,DHV,Pavement_Width,Pavement_Type,Grid_Block
1308,,35.071592,-85.186671,4/11/19,16:12:35,4300 Founders Way,330E660001,0.08,CHATTANOOGA,partly-cloudy-day,Partly Cloudy,clear-night,Clear,16,83.58,85.07,57.13,,,,49.75,0.31,4,3,5.72,0.15,,0,0.0002,1555034400,0,1,0,0,0,0,2,5,0,1,2,,2,2,12,4,19,,,30,15,554
1309,,35.245752,-85.03779,4/11/19,16:32:45,6380 Weldon Ln,3302221001,1.61,HAMILTON COUNTY,clear-day,Clear,clear-night,Clear,16,83.31,84.5,54.09,,,,51.44,0.33,4,3,9.38,0.05,,0,0,-1000,1,0,0,0,0,0,2,0,0,,2,40,2,2,11,2,8,1960,12,24,15,
1310,,35.245752,-85.03779,4/11/19,16:33:06,6380 Weldon Ln,3302221001,1.61,HAMILTON COUNTY,clear-day,Clear,clear-night,Clear,16,83.31,84.5,54.09,,,,51.44,0.33,4,3,9.38,0.05,,0,0,-1000,1,0,0,0,0,0,2,0,0,,2,40,2,2,11,2,8,1960,12,24,15,
1311,,35.245752,-85.03779,4/11/19,16:33:07,6380 Weldon Ln,3302221001,1.61,HAMILTON COUNTY,clear-day,Clear,clear-night,Clear,16,83.31,84.5,54.09,,,,51.44,0.33,4,3,9.38,0.05,,0,0,-1000,1,0,0,0,0,0,2,0,0,,2,40,2,2,11,2,8,1960,12,24,15,
1312,,35.118542,-85.249724,4/11/19,16:37:32,4500 Hixson Pike,3304133001,0.002,CHATTANOOGA,partly-cloudy-day,Partly Cloudy,clear-night,Clear,16,84.37,85.28,57.87,,,,49.85,0.3,4,3,7.76,0.33,,0,0.0004,1555038000,0,1,0,0,0,0,,7,0,,2,,2,2,18,4,16,6100,13,24,15,898
1313,,35.2451,-85.037472,4/11/19,16:38:04,6334 Weldon Ln,3302221001,1.572,HAMILTON COUNTY,clear-day,Clear,clear-night,Clear,16,83.34,84.53,54.1,,,,51.44,0.33,4,3,9.38,0.05,,0,0,-1000,1,0,0,0,0,0,2,0,0,,2,40,2,2,11,2,8,1960,12,24,15,
1314,,35.348069,-85.088069,4/11/19,16:47:08,1600 MAYFLOWER RD,3305707001,0.721,HAMILTON COUNTY,clear-day,Clear,clear-night,Clear,16,84.49,85.36,53.92,,,,52.44,0.33,4,3,9.06,0.05,,0,0.0006,1555038000,1,0,0,0,0,0,2,0,0,,2,35,2,2,11,2,8,770,15,22,15,
1315,,35.118542,-85.249724,4/11/19,17:10:54,4500 Hixson Pike,3304133001,0.002,CHATTANOOGA,clear-day,Clear,clear-night,Clear,17,85.28,85.28,57.87,,,,49.33,0.29,4,3,7.88,0.33,,0,0.0004,1555038000,1,0,0,0,0,0,,7,0,,2,,2,2,18,4,16,6100,13,24,15,898
1316,,35.118542,-85.249724,4/11/19,17:10:54,4500 Hixson Pike,3304133001,0.002,CHATTANOOGA,clear-day,Clear,clear-night,Clear,17,85.28,85.28,57.87,,,,49.33,0.29,4,3,7.88,0.33,,0,0.0004,1555038000,1,0,0,0,0,0,,7,0,,2,,2,2,18,4,16,6100,13,24,15,898
1317,,35.118542,-85.249724,4/11/19,17:10:54,4500 Hixson Pike,3304133001,0.002,CHATTANOOGA,clear-day,Clear,clear-night,Clear,17,85.28,85.28,57.87,,,,49.33,0.29,4,3,7.88,0.33,,0,0.0004,1555038000,1,0,0,0,0,0,,7,0,,2,,2,2,18,4,16,6100,13,24,15,898
1318,,35.049258,-85.041231,4/11/19,17:14:51,10300 Apison Pike,33SR317001,9.374,COLLEGEDALE,clear-day,Clear,clear-night,Clear,17,84.71,84.73,57.72,,,,49.63,0.3,4,3,6.88,0.13,,0,0,-1000,1,0,0,0,0,0,2,5,0,,2,40,2,2,13,1,14,5600,11,22,15,
1319,,35.21903,-85.22581,4/11/19,17:19:37,8419 Dayton Pike,3302162001,2.451,SODDY DAISY,partly-cloudy-day,Mostly Cloudy,partly-cloudy-night,Partly Cloudy,17,85.35,85.35,57.79,,,,50.55,0.3,4,3,7.35,0.38,,0,0.0009,1555038000,0,1,0,0,0,0,2,2,0,,2,40,2,2,18,4,16,8730,12,24,15,
1320,,35.21903,-85.22581,4/11/19,17:20:18,8419 Dayton Pike,3302162001,2.451,SODDY DAISY,partly-cloudy-day,Mostly Cloudy,partly-cloudy-night,Partly Cloudy,17,85.35,85.35,57.79,,,,50.55,0.3,4,3,7.35,0.38,,0,0.0009,1555038000,0,1,0,0,0,0,2,2,0,,2,40,2,2,18,4,16,8730,12,24,15,
1321,,35.21903,-85.22581,4/11/19,17:20:19,8419 Dayton Pike,3302162001,2.451,SODDY DAISY,partly-cloudy-day,Mostly Cloudy,partly-cloudy-night,Partly Cloudy,17,85.35,85.35,57.79,,,,50.55,0.3,4,3,7.35,0.38,,0,0.0009,1555038000,0,1,0,0,0,0,2,2,0,,2,40,2,2,18,4,16,8730,12,24,15,
1322,,35.055684,-85.136675,4/11/19,17:24:20,700 Interstate 75 Nb,33I0075001,7.063,CHATTANOOGA,clear-day,Clear,clear-night,Clear,17,85.18,85.18,57.44,,,,49.24,0.29,4,3,6,0.14,,0,0.0001,1555034400,1,0,0,0,0,0,2,4,2,0,2,65,8,8,2,1,11,79990,11,48,15,473
1323,,35.073618,-85.188262,4/11/19,17:25:55,6112 - 6189 Bonny Oaks Dr,33SR317001,1.425,CHATTANOOGA,clear-day,Clear,clear-night,Clear,17,85.04,85.04,57.12,,,,48.64,0.28,4,3,5.83,0.15,,0,0.0002,1555034400,1,0,0,0,0,0,2,2,0,1,2,45,4,4,13,1,14,21980,11,24,15,598
1324,,35.024501,-85.155628,4/11/19,17:26:15,1816 Gunbarrel Rd,3304988001,2.853,CHATTANOOGA,clear-day,Clear,clear-night,Clear,17,85.41,85.41,57.32,,,,48.9,0.28,4,3,6.19,0.15,,0,0.0003,1555034400,1,0,0,0,0,0,2,2,0,1,2,35,2,2,18,4,16,9540,12,26,15,250
1325,,35.017328,-85.276601,4/11/19,17:33:14,2303 E 23rd St,330A556001,0.032,CHATTANOOGA,clear-day,Clear,clear-night,Clear,17,85.23,85.23,56.6,,,,48.43,0.28,4,3,5.93,0.16,,0,0.0005,1555034400,1,0,0,0,0,0,2,7,0,1,2,30,2,2,12,4,19,,,24,15,191
1326,,35.048739,-85.293124,4/11/19,17:35:51,Palmetto St / E 3rd St,3303552001,1,CHATTANOOGA,clear-day,Clear,clear-night,Clear,17,85.16,85.16,58.46,,,,48.75,0.28,4,3,5.38,0.36,,0,0.0004,1555034400,1,0,0,0,0,0,2,2,0,1,2,30,4,4,18,4,16,15810,10,50,15,409
1327,,35.039745,-85.293002,4/11/19,17:37:10,1018 E Martin Luther King Blvd,3305404001,1.023,CHATTANOOGA,clear-day,Clear,clear-night,Clear,17,85.25,85.25,57.85,,,,48.71,0.28,4,3,5.43,0.36,,0,0.0004,1555034400,1,0,0,0,0,0,2,4,0,1,2,25,4,4,16,4,16,12610,13,46,15,321
1328,,35.034624,-85.17874,4/11/19,17:39:11,Dupre Rd / Lee Hwy,33SR002001,17.231,CHATTANOOGA,clear-day,Clear,clear-night,Clear,17,85.44,85.44,57.22,,,,48.88,0.28,4,3,6.12,0.15,,0,0.0003,1555034400,1,0,0,0,0,0,2,2,0,1,2,40,4,5,13,1,14,19990,11,24,15,291
1329,,35.179314,-85.049876,4/11/19,17:40:55,7700 MAHAN GAP RD,3302207001,7.108,HAMILTON COUNTY,partly-cloudy-day,Partly Cloudy,partly-cloudy-night,Partly Cloudy,17,85.48,85.48,56.4,,,,50.66,0.3,4,3,9.62,0.28,,0,0,-1000,0,1,0,0,0,0,2,0,0,,2,40,2,2,18,2,17,1430,12,22,15,
1330,,35.053199,-85.314524,4/11/19,17:44:58,160 Highway 27 Sb,33I0124001,1.845,CHATTANOOGA,partly-cloudy-day,Mostly Cloudy,partly-cloudy-night,Mostly Cloudy,17,85.08,85.16,58.46,,,,48.78,0.29,4,3,4.7,0.52,,0,0.0003,1555034400,0,1,0,0,0,0,2,2,2,1,2,55,4,5,2,1,11,75960,10,24,15,406
1331,,35.053199,-85.314524,4/11/19,17:46:01,160 Highway 27 Sb,33I0124001,1.845,CHATTANOOGA,partly-cloudy-day,Mostly Cloudy,partly-cloudy-night,Mostly Cloudy,17,85.08,85.16,58.46,,,,48.78,0.29,4,3,4.7,0.52,,0,0.0003,1555034400,0,1,0,0,0,0,2,2,2,1,2,55,4,5,2,1,11,75960,10,24,15,406
1332,,35.053199,-85.314524,4/11/19,17:46:01,160 Highway 27 Sb,33I0124001,1.845,CHATTANOOGA,partly-cloudy-day,Mostly Cloudy,partly-cloudy-night,Mostly Cloudy,17,85.08,85.16,58.46,,,,48.78,0.29,4,3,4.7,0.52,,0,0.0003,1555034400,0,1,0,0,0,0,2,2,2,1,2,55,4,5,2,1,11,75960,10,24,15,406
1333,,35.10579,-85.348083,4/11/19,18:31:05,1425 Signal Mountain Blvd,33SR008001,15.193,CHATTANOOGA,partly-cloudy-day,Mostly Cloudy,partly-cloudy-night,Mostly Cloudy,18,81.48,81.99,58,,,,45.77,0.29,4,3,6.1,0.53,,0,0.0002,1555038000,0,1,0,0,0,0,3,0,0,1,2,40,3,3,21,1,16,15340,11,22,15,798
1334,,35.105778,-85.333517,4/11/19,18:41:50,1100 - 1425 Signal Mountain Blvd,33SR008001,14.125,CHATTANOOGA,clear-day,Clear,clear-night,Clear,18,83.77,84.04,58.31,,,,45.88,0.27,4,3,6.55,0.36,,0,0.0002,1555038000,1,0,0,0,0,0,3,0,0,1,2,40,3,3,21,1,16,15340,11,22,15,800
1335,,35.046084,-85.156225,4/12/19,05:20:01,7024 Mccutcheon Rd,330E509001,0.525,CHATTANOOGA,cloudy,Overcast,clear-night,Clear,5,71.24,80.2,68.25,,,,62.8,0.75,4,4,8.13,0.56,rain,0.0052,0.0714,1555070400,0,1,0,0,0,0,2,7,0,1,2,25,2,2,12,4,19,,,18,15,382
1336,,35.055348,-85.200161,4/12/19,05:41:57,3000 JERSEY PIKE,3303601001,0.002,CHATTANOOGA,cloudy,Overcast,clear-night,Clear,5,71.02,79.94,68.31,,,,62.94,0.76,4,4,7.96,0.56,rain,0.0073,0.0869,1555070400,0,1,0,0,0,0,2,2,0,1,2,40,2,2,18,4,16,9920,11,30,15,465
1337,,35.362498,-85.095671,4/12/19,05:59:53,1040 Mayflower Rd,3305709001,2.372,HAMILTON COUNTY,cloudy,Overcast,partly-cloudy-night,Partly Cloudy,5,72.71,80.01,65.78,,,,61.47,0.68,4,4,7.93,0.59,rain,0.0122,0.1418,1555070400,0,1,0,0,0,0,2,0,0,,2,40,2,2,11,2,8,870,14,22,15,
1338,,35.02629,-85.323702,4/12/19,06:48:24,17800 INTERSTATE 24 EB,33I0024002,7.082,CHATTANOOGA,partly-cloudy-night,Mostly Cloudy,partly-cloudy-night,Partly Cloudy,6,70.66,79.26,68.34,,,,62.81,0.76,4,4,4.2,0.66,rain,0.0052,0.0853,1555070400,0,1,0,0,0,0,2,5,2,1,2,55,4,7,2,1,11,72780,9,24,15,229
1339,,35.02976,-85.309293,4/12/19,06:49:56,Exit 179 N Off Ramp Wb / Market St,33SR058001,4.445,CHATTANOOGA,partly-cloudy-night,Mostly Cloudy,partly-cloudy-night,Partly Cloudy,6,70.42,79.3,68.43,,,,62.85,0.77,4,4,4.36,0.67,rain,0.0057,0.0902,1555070400,0,1,0,0,0,0,2,2,1,1,2,35,5,5,21,1,16,14740,12,24,15,275
1340,,35.23467,-85.2001,4/12/19,07:08:42,9334 DAYTON PIKE,330D624001,0.091,SODDY DAISY,rain,Heavy Rain,partly-cloudy-night,Partly Cloudy,7,68.8,80.28,67.86,,,,62.97,0.82,4,4,5.87,0.62,rain,0.013,0.2141,1555066800,0,0,1,0,0,0,2,7,0,,2,20,2,2,12,4,19,,,14,15,
1341,,35.142171,-85.263559,4/12/19,07:18:43,Gadd Rd / Royal Crest Dr,3305793001,0.833,CHATTANOOGA,rain,Rain,partly-cloudy-night,Mostly Cloudy,7,69.1,79.71,68.1,,,,63.63,0.83,4,4,3.98,0.64,rain,0.0103,0.1463,1555066800,0,0,1,0,0,0,2,7,0,1,2,30,2,2,18,4,16,9540,11,22,15,1029
1342,,35.055695,-85.20878,4/12/19,07:19:40,4700 - 4899 Shallowford Rd,3303556001,4.551,CHATTANOOGA,rain,Rain,clear-night,Clear,7,69.52,79.98,68.47,,,,63.48,0.81,4,4,3.17,0.56,rain,0.0075,0.0897,1555070400,0,0,1,0,0,0,,,0,1,2,45,3,2,18,4,14,16800,11,24,15,464
1343,,35.055695,-85.20878,4/12/19,07:19:51,4700 - 4899 Shallowford Rd,3303556001,4.551,CHATTANOOGA,rain,Rain,clear-night,Clear,7,69.52,79.98,68.47,,,,63.48,0.81,4,4,3.17,0.56,rain,0.0075,0.0897,1555070400,0,0,1,0,0,0,,,0,1,2,45,3,2,18,4,14,16800,11,24,15,464
1344,,35.055695,-85.20878,4/12/19,07:21:34,4700 - 4899 Shallowford Rd,3303556001,4.551,CHATTANOOGA,rain,Rain,clear-night,Clear,7,69.52,79.98,68.47,,,,63.48,0.81,4,4,3.17,0.56,rain,0.0075,0.0897,1555070400,0,0,1,0,0,0,,,0,1,2,45,3,2,18,4,14,16800,11,24,15,464
1345,,35.055695,-85.20878,4/12/19,07:21:34,4700 - 4899 Shallowford Rd,3303556001,4.551,CHATTANOOGA,rain,Rain,clear-night,Clear,7,69.52,79.98,68.47,,,,63.48,0.81,4,4,3.17,0.56,rain,0.0075,0.0897,1555070400,0,0,1,0,0,0,,,0,1,2,45,3,2,18,4,14,16800,11,24,15,464
1346,,35.117382,-85.249767,4/12/19,07:25:14,1-9 Exit Hixson Pike On Ramp Sb,3303588001,3.313,CHATTANOOGA,rain,Rain,clear-night,Clear,7,69.65,80.03,68.73,,,,63.29,0.8,4,4,4.7,0.58,rain,0.0099,0.1302,1555066800,0,0,1,0,0,0,2,2,0,1,2,40,4,4,16,4,14,28190,10,24,15,854
1347,,35.074095,-85.198394,4/12/19,07:25:41,400 Highway 153 Nb,33SR153001,3.971,CHATTANOOGA,rain,Rain,clear-night,Clear,7,69.29,79.82,68.19,,,,63.41,0.82,4,4,3.18,0.55,rain,0.0073,0.0695,1555070400,0,0,1,0,0,0,2,4,2,0,2,55,6,6,13,1,12,71090,11,36,15,597
1348,,35.014684,-85.252618,4/12/19,07:35:25,18300-18309 Interstate 24 Eb,33I0024002,12.033,EAST RIDGE,rain,Light Rain,clear-night,Clear,7,69.25,79.27,68.06,,,,63.68,0.82,4,4,3.15,0.57,rain,0.0068,0.119,1555070400,0,0,1,0,0,0,2,0,2,1,2,55,6,6,2,1,11,118650,9,36,18,150
1349,,35.014684,-85.252618,4/12/19,07:35:37,18300-18309 Interstate 24 Eb,33I0024002,12.033,EAST RIDGE,rain,Light Rain,clear-night,Clear,7,69.25,79.27,68.06,,,,63.68,0.82,4,4,3.15,0.57,rain,0.0068,0.119,1555070400,0,0,1,0,0,0,2,0,2,1,2,55,6,6,2,1,11,118650,9,36,18,150
1350,,35.124815,-85.230839,4/12/19,07:53:32,2308 Hamill Rd,330G032001,0.003,CHATTANOOGA,rain,Rain,clear-night,Clear,7,69.44,80.49,68.47,,,,63.26,0.81,4,4,5.05,0.58,rain,0.0097,0.1278,1555066800,0,0,1,0,0,0,2,7,0,,2,,2,2,12,4,19,,,24,15,945
1351,,35.114046,-85.260917,4/12/19,07:56:03,3970 NORCROSS RD,3303593001,0.055,CHATTANOOGA,rain,Rain,clear-night,Clear,7,69.46,79.8,68.56,,,,63.24,0.81,4,4,4.22,0.58,rain,0.0094,0.121,1555066800,0,0,1,0,0,0,2,2,0,1,2,40,2,2,18,4,16,7070,12,12,15,853
1352,,35.093487,-85.06273,4/12/19,08:05:22,6123 Mountain View Rd,3302207001,0.787,CHATTANOOGA,rain,Light Rain,clear-night,Clear,8,68.81,80.16,67.03,,,,64.1,0.85,4,4,4.91,0.53,rain,0.0041,0.0319,1555066800,0,0,1,0,0,0,2,0,0,,2,40,2,2,18,2,17,7520,12,22,15,746
1353,,35.024501,-85.155628,4/12/19,08:06:11,1816 Gunbarrel Rd,3304988001,2.853,CHATTANOOGA,rain,Rain,clear-night,Clear,8,69.15,80.18,68.22,,,,64.17,0.84,4,4,3.95,0.56,rain,0.0046,0.0757,1555070400,0,0,1,0,0,0,2,2,0,1,2,35,2,2,18,4,16,9540,12,26,15,250
1354,,35.035572,-85.163223,4/12/19,08:33:25,500 Interstate 75 Nb,33I0075001,5.016,CHATTANOOGA,rain,Rain,clear-night,Clear,8,69.14,80.18,68.3,,,,64.16,0.84,4,4,3.92,0.56,rain,0.0051,0.0764,1555070400,0,0,1,0,0,0,2,4,2,0,2,55,6,8,2,1,11,90560,9,36,18,337
1355,,35.039328,-85.159223,4/12/19,08:33:25,1 - 9 Exit 5 Off Ramp Nb,33I0075001,5.359,CHATTANOOGA,rain,Rain,clear-night,Clear,8,69.17,80.2,68.28,,,,64.15,0.84,4,4,3.96,0.56,rain,0.0051,0.074,1555070400,0,0,1,0,0,0,2,4,2,0,2,55,6,8,2,1,11,81780,9,36,18,338
1356,,35.042127,-85.154861,4/12/19,08:34:16,Exit 5 Off Ramp Nb / Shallowford Rd,3301122001,0.067,CHATTANOOGA,rain,Rain,clear-night,Clear,8,69.12,80.16,68.19,,,,64.15,0.84,4,4,3.99,0.56,rain,0.0051,0.0718,1555070400,0,0,1,0,0,0,2,2,0,1,2,40,4,4,18,4,14,13110,11,24,15,382
1357,,35.040403,-85.15807,4/12/19,08:34:17,540 INTERSTATE 75 NB,33I0075001,5.457,CHATTANOOGA,rain,Rain,clear-night,Clear,8,69.16,80.19,68.26,,,,64.15,0.84,4,4,3.97,0.56,rain,0.0051,0.0734,1555070400,0,0,1,0,0,0,2,4,2,0,2,55,6,6,2,1,11,81780,9,36,18,338
1358,,35.037597,-85.161046,4/12/19,08:34:19,516 INTERSTATE 75 NB,33I0075001,5.202,CHATTANOOGA,rain,Rain,clear-night,Clear,8,69.16,80.2,68.3,,,,64.16,0.84,4,4,3.94,0.56,rain,0.0051,0.0751,1555070400,0,0,1,0,0,0,2,4,2,0,2,55,6,8,2,1,11,81780,9,36,18,338
1359,,35.035572,-85.163223,4/12/19,08:35:08,500 INTERSTATE 75 NB,33I0075001,5.016,CHATTANOOGA,rain,Rain,clear-night,Clear,8,69.14,80.18,68.3,,,,64.16,0.84,4,4,3.92,0.56,rain,0.0051,0.0764,1555070400,0,0,1,0,0,0,2,4,2,0,2,55,6,8,2,1,11,90560,9,36,18,337
1360,,35.039465,-85.159358,4/12/19,08:35:08,540 - 589 Interstate 75 Sb,33I0075001,5.361,CHATTANOOGA,rain,Rain,clear-night,Clear,8,69.17,80.2,68.28,,,,64.15,0.84,4,4,3.96,0.56,rain,0.0051,0.074,1555070400,0,0,1,0,0,0,2,4,2,0,2,55,6,8,2,1,11,81780,9,36,18,338
1361,,35.035572,-85.163223,4/12/19,08:35:15,500 Interstate 75 Nb,33I0075001,5.016,CHATTANOOGA,rain,Rain,clear-night,Clear,8,69.14,80.18,68.3,,,,64.16,0.84,4,4,3.92,0.56,rain,0.0051,0.0764,1555070400,0,0,1,0,0,0,2,4,2,0,2,55,6,8,2,1,11,90560,9,36,18,337
1362,,35.035572,-85.163223,4/12/19,08:35:15,500 Interstate 75 Nb,33I0075001,5.016,CHATTANOOGA,rain,Rain,clear-night,Clear,8,69.14,80.18,68.3,,,,64.16,0.84,4,4,3.92,0.56,rain,0.0051,0.0764,1555070400,0,0,1,0,0,0,2,4,2,0,2,55,6,8,2,1,11,90560,9,36,18,337
1363,,35.036914,-85.161007,4/12/19,08:35:40,2100-2129 Hamilton Place Blvd,3304986001,1.553,CHATTANOOGA,rain,Rain,clear-night,Clear,8,69.16,80.2,68.29,,,,64.16,0.84,4,4,3.94,0.56,rain,0.0051,0.0752,1555070400,0,0,1,0,0,0,2,2,0,1,2,35,3,3,18,4,17,5180,13,24,15,338
1364,,35.036914,-85.161007,4/12/19,08:35:41,2100-2129 Hamilton Place Blvd,3304986001,1.553,CHATTANOOGA,rain,Rain,clear-night,Clear,8,69.16,80.2,68.29,,,,64.16,0.84,4,4,3.94,0.56,rain,0.0051,0.0752,1555070400,0,0,1,0,0,0,2,2,0,1,2,35,3,3,18,4,17,5180,13,24,15,338
1365,,35.012278,-85.150532,4/12/19,08:38:54,1500-1599 Jenkins Rd,3305794001,0.005,CHATTANOOGA,rain,Rain,clear-night,Clear,8,69.26,80.29,68.27,,,,64.18,0.84,4,4,3.96,0.56,rain,0.0043,0.0763,1555070400,0,0,1,0,0,0,2,0,0,,2,,2,2,18,4,16,7350,13,18,15,163
1366,,35.084108,-85.176089,4/12/19,08:42:59,7821 Hancock Rd,330D297001,0.436,CHATTANOOGA,rain,Rain,clear-night,Clear,8,68.43,79.6,67.73,,,,64.18,0.86,4,4,3.93,0.54,rain,0.0068,0.0703,1555066800,0,0,1,0,0,0,2,7,0,,2,25,2,2,12,4,19,,,18,15,644
1367,,35.084108,-85.176089,4/12/19,08:44:02,7821 Hancock Rd,330D297001,0.436,CHATTANOOGA,rain,Rain,clear-night,Clear,8,68.43,79.6,67.73,,,,64.18,0.86,4,4,3.93,0.54,rain,0.0068,0.0703,1555066800,0,0,1,0,0,0,2,7,0,,2,25,2,2,12,4,19,,,18,15,644
1368,,35.010985,-85.146653,4/12/19,08:46:51,1600-1611 Jenkins Rd,3305794001,0.241,CHATTANOOGA,rain,Rain,clear-night,Clear,8,69.23,80.26,68.19,,,,64.18,0.84,4,4,3.98,0.56,rain,0.0042,0.075,1555070400,0,0,1,0,0,0,2,0,0,,2,,2,2,18,4,16,7350,13,18,15,163
1369,,35.27472,-85.14152,4/12/19,08:53:14,11256-11288 HIXSON PIKE,33SR319001,20.339,SODDY DAISY,rain,Light Rain,partly-cloudy-night,Partly Cloudy,8,68.87,81.26,67.87,,,,63.88,0.84,4,4,4.39,0.61,rain,0.0112,0.1471,1555066800,0,0,1,0,0,0,3,0,0,0,2,45,2,2,13,1,14,3370,12,20,15,
1370,,35.121644,-85.069655,4/12/19,08:55:13,7000 SNOW HILL RD,3302207001,2.799,HAMILTON COUNTY,rain,Light Rain,partly-cloudy-night,Partly Cloudy,8,68.86,80.25,67.18,,,,64.14,0.85,4,4,4.91,0.56,rain,0.0049,0.0442,1555066800,0,0,1,0,0,0,2,0,0,,2,40,2,2,18,2,17,7520,12,22,15,921
1371,,35.072948,-85.305436,4/12/19,08:58:44,902 Dallas Rd,330A293001,0.03,CHATTANOOGA,rain,Rain,clear-night,Clear,8,68.26,79.17,68.14,,,,63.87,0.86,4,4,3.79,0.58,rain,0.007,0.0778,1555070400,0,0,1,0,0,0,2,7,0,1,2,25,2,2,12,4,19,,,26,15,539
1372,,35.008334,-85.390573,4/12/19,09:00:00,400 Birmingham Hwy,33SR038001,2.059,CHATTANOOGA,partly-cloudy-day,Mostly Cloudy,partly-cloudy-night,Partly Cloudy,9,68.2,78.7,68.2,,,,63.1,0.84,4,4,5.77,0.65,rain,0.0031,0.0632,1555070400,0,1,0,0,0,0,2,0,0,0,2,50,2,2,21,1,16,5240,11,24,15,89
1373,,35.27472,-85.14152,4/12/19,09:02:18,11256-11288 HIXSON PIKE,33SR319001,20.339,SODDY DAISY,partly-cloudy-day,Mostly Cloudy,partly-cloudy-night,Partly Cloudy,9,67.87,81.26,67.87,,,,63.5,0.86,4,4,9.35,0.61,rain,0.0112,0.1471,1555066800,0,1,0,0,0,0,3,0,0,0,2,45,2,2,13,1,14,3370,12,20,15,
1374,,35.27472,-85.14152,4/12/19,09:02:19,11256-11288 HIXSON PIKE,33SR319001,20.339,SODDY DAISY,partly-cloudy-day,Mostly Cloudy,partly-cloudy-night,Partly Cloudy,9,67.87,81.26,67.87,,,,63.5,0.86,4,4,9.35,0.61,rain,0.0112,0.1471,1555066800,0,1,0,0,0,0,3,0,0,0,2,45,2,2,13,1,14,3370,12,20,15,
1375,,35.27472,-85.14152,4/12/19,09:02:19,11256-11288 HIXSON PIKE,33SR319001,20.339,SODDY DAISY,partly-cloudy-day,Mostly Cloudy,partly-cloudy-night,Partly Cloudy,9,67.87,81.26,67.87,,,,63.5,0.86,4,4,9.35,0.61,rain,0.0112,0.1471,1555066800,0,1,0,0,0,0,3,0,0,0,2,45,2,2,13,1,14,3370,12,20,15,
1376,,35.085843,-85.177529,4/12/19,09:04:35,4606 Oakwood Dr,330D012001,0.311,CHATTANOOGA,cloudy,Overcast,clear-night,Clear,9,67.73,79.58,67.73,,,,63.67,0.87,4,4,6.67,0.54,rain,0.0069,0.0722,1555066800,0,1,0,0,0,0,2,7,0,1,2,,2,2,12,4,19,,,20,15,643
1377,,35.008334,-85.390573,4/12/19,09:04:34,400 Birmingham Hwy,33SR038001,2.059,CHATTANOOGA,partly-cloudy-day,Mostly Cloudy,partly-cloudy-night,Partly Cloudy,9,68.2,78.7,68.2,,,,63.1,0.84,4,4,5.77,0.65,rain,0.0031,0.0632,1555070400,0,1,0,0,0,0,2,0,0,0,2,50,2,2,21,1,16,5240,11,24,15,89
1378,,35.008334,-85.390573,4/12/19,09:04:34,400 Birmingham Hwy,33SR038001,2.059,CHATTANOOGA,partly-cloudy-day,Mostly Cloudy,partly-cloudy-night,Partly Cloudy,9,68.2,78.7,68.2,,,,63.1,0.84,4,4,5.77,0.65,rain,0.0031,0.0632,1555070400,0,1,0,0,0,0,2,0,0,0,2,50,2,2,21,1,16,5240,11,24,15,89
1379,,35.123741,-85.242677,4/12/19,09:05:39,1809 WILLIAMS RD,330C852001,0.074,CHATTANOOGA,cloudy,Overcast,clear-night,Clear,9,68.64,80.02,68.64,,,,63.84,0.85,4,4,7.23,0.58,rain,0.0099,0.1331,1555066800,0,1,0,0,0,0,2,7,0,1,2,,2,2,12,4,19,,,18,15,899
1380,,35.132443,-85.243208,4/12/19,09:13:30,4990 - 5001 HIXSON PIKE,33SR319001,4.469,CHATTANOOGA,cloudy,Overcast,clear-night,Clear,9,68.47,80.37,68.47,,,,63.78,0.85,4,4,7.26,0.58,rain,0.0102,0.1422,1555066800,0,1,0,0,0,0,2,2,0,1,2,40,4,4,13,1,14,30820,10,24,15,987
1381,,35.01811,-85.380825,4/12/19,09:13:35,3713 Cummings Hwy,33SR002001,2.31,CHATTANOOGA,partly-cloudy-day,Mostly Cloudy,partly-cloudy-night,Partly Cloudy,9,67.91,78.54,67.91,,,,63.11,0.85,4,4,5.64,0.66,rain,0.0034,0.0658,1555070400,0,1,0,0,0,0,2,2,0,1,2,45,4,4,21,1,16,13990,11,24,15,178
1382,,35.048715,-85.298308,4/12/19,09:25:03,642 E 5th St,3305768001,0.269,CHATTANOOGA,cloudy,Overcast,clear-night,Clear,9,68.5,79.6,68.5,,,,63.97,0.85,4,4,4.66,0.58,rain,0.0065,0.0884,1555070400,0,1,0,0,0,0,2,9,0,1,2,,3,3,18,4,17,2530,0,30,15,408
