,Accident,Latitude,Longitude,Date,Time,Address,Route,Log_Mile,City,Event,Conditions,EventBefore,ConditionBefore,Hour,Temperature,Temp_Max,Temp_Min,Monthly_Avg_Temp,Daily_Avg_Temp,Relative_Temp,Dewpoint,Humidity,Month,Weekday,Visibility,Cloud_Coverage,Precipitation_Type,Precipitation_Intensity,Precip_Intensity_Max,Precip_Intensity_Time,Clear,Cloudy,Rain,Fog,Snow,RainBefore,Terrain,Land_Use,Access_Control,Illumination,Operation,Speed_Limit,Thru_Lanes,Num_Lanes,Ad_Sys,Gov_Cont,Func_Class,AADT,DHV,Pavement_Width,Pavement_Type,Unix
1515,,35.0829321999,-85.2699777871,2019-03-06,07:48:02,,330F958001,0.123,,clear-night,Clear,clear-night,Clear,7,23.33,43.61,23.33,,,,9.87,0.56,3,2,3.87,0.04,snow,0.0001,0.0018,1551862800,1,0,0,0,0,0,2,5,0,,2,,4,4,12,4,19,,,24,15,
1514,,35.0750572279,-85.0550988996,2019-03-06,07:41:07,,330D998001,0.03,,clear-night,Clear,clear-night,Clear,7,23.68,42.73,23.38,,,,10.88,0.57,3,2,5.24,0.03,snow,0.0001,0.0018,1551862800,1,0,0,0,0,0,2,7,0,,2,,2,2,11,2,19,,,14,6,
1513,,35.1952627761,-85.0649801472,2019-03-06,07:36:56,,330E769001,0.06,,partly-cloudy-night,Partly Cloudy,clear-night,Clear,7,22.42,43.28,22.42,,,,9.77,0.58,3,2,9.33,0.19,snow,0.0001,0.0018,1551862800,0,1,0,0,0,0,2,7,0,,2,,2,2,11,2,19,,,26,15,
1512,,35.0571450477,-85.0786634925,2019-03-06,06:34:42,,330F734001,0.01,,clear-night,Clear,clear-night,Clear,6,25,42.92,23.62,,,,11.55,0.56,3,2,5.1,0.03,snow,0.0001,0.0018,1551862800,1,0,0,0,0,0,2,7,0,1,2,,2,2,12,4,19,,,26,15,
1511,,35.0091932206,-85.1734300953,2019-03-06,06:33:43,,330C348001,0.04,,clear-night,Clear,clear-night,Clear,6,25.63,43.75,24.43,,,,11.92,0.55,3,2,3.72,0.03,snow,0.0001,0.0018,1551862800,1,0,0,0,0,0,2,7,0,1,2,,2,2,12,4,19,,,24,15,
1510,,35.0225954189,-85.4085010798,2019-03-06,06:20:01,,330C049001,0.432,,clear-night,Clear,clear-night,Clear,6,24.95,42.33,22.9,,,,10.54,0.54,3,2,3.79,0.09,snow,0.0001,0.0018,1551862800,1,0,0,0,0,0,2,0,0,,2,20,2,2,11,2,19,,,24,15,
1509,,35.0257853122,-85.2735128648,2019-03-06,06:14:35,,330A516001,0.166,,clear-night,Clear,clear-night,Clear,6,25.53,43.57,23.75,,,,11.34,0.54,3,2,2.63,0.04,snow,0.0001,0.0018,1551862800,1,0,0,0,0,0,2,0,0,,2,,2,2,12,4,19,,,30,15,
1508,,35.0000622444,-85.2381583196,2019-03-06,02:22:31,,330B773001,0,,clear-night,Clear,clear-night,Clear,2,28.81,43.91,24.23,,,,10.99,0.47,3,2,2.28,0.03,snow,0.0001,0.0018,1551862800,1,0,0,0,0,0,,,,,,,,,,,,,,,,
1507,,34.9970490137,-85.2957697989,2019-03-06,01:51:40,,330A934001,0.707,,clear-night,Clear,clear-night,Clear,1,30.59,44.08,24.3,,,,8.49,0.39,3,2,3.03,0,snow,0.0001,0.0018,1551862800,1,0,0,0,0,0,2,5,0,1,2,30,2,2,12,4,19,,,34,15,
1506,,35.022928812,-85.2240443798,2019-03-06,00:21:44,,330B078001,0.027,,clear-night,Clear,clear-night,Clear,0,29.75,39.84,23.9,,,,12.75,0.49,3,2,10,0.1,snow,0.0001,0.0016,1551844800,1,0,0,0,0,0,2,7,0,1,2,,2,2,12,4,19,,,24,15,
1505,,34.9870924308,-85.2538031594,2019-03-05,19:26:25,,330B950001,0.042,,clear-night,Clear,clear-night,Clear,19,36.48,39.55,24.29,,,,8.1,0.3,3,1,7.94,0.11,snow,0.0001,0.0016,1551844800,1,0,0,0,0,0,2,7,0,1,2,30,2,2,12,4,19,,,16,15,
1504,,35.0699900533,-85.2453002448,2019-03-05,18:46:23,,330B476001,0.097,,clear-day,Clear,clear-night,Clear,18,38.22,39.29,23.12,,,,6.18,0.26,3,1,7.63,0.11,snow,0.0001,0.0016,1551844800,1,0,0,0,0,0,2,7,0,1,2,,2,2,12,4,19,,,28,15,
1503,,35.0714130546,-85.3319397226,2019-03-05,18:30:37,,330A669001,0.125,,clear-day,Clear,clear-night,Clear,18,38.61,39.55,22.59,,,,5.99,0.25,3,1,6.93,0.13,snow,0.0001,0.0016,1551844800,1,0,0,0,0,0,2,5,0,1,2,,2,2,12,4,19,,,26,15,
1502,,35.0167584291,-85.0857252237,2019-03-05,17:49:48,,330D927001,0.162,,clear-day,Clear,clear-night,Clear,17,39.62,39.62,23.47,,,,7.67,0.26,3,1,8.11,0.09,snow,0.0001,0.0016,1551844800,1,0,0,0,0,0,2,0,0,,2,,2,2,11,2,19,,,18,15,
1501,,35.0064520755,-85.249659046,2019-03-05,17:47:59,,330B737001,0.01,,clear-day,Clear,clear-night,Clear,17,39.4,39.4,24.16,,,,7.27,0.26,3,1,7.55,0.1,snow,0.0001,0.0016,1551844800,1,0,0,0,0,0,2,7,0,,2,,2,2,12,4,19,,,14,15,
1500,,34.9855044484,-85.3317156498,2019-03-05,17:34:43,,330A748001,0.025,,clear-day,Clear,clear-night,Clear,17,39.92,39.92,23.8,,,,7.27,0.25,3,1,6.23,0.12,snow,0.0001,0.0016,1551844800,1,0,0,0,0,0,2,7,0,1,2,,2,2,12,4,19,,,18,15,
1499,,35.0287743709,-85.2980216687,2019-03-05,17:34:37,,3304417001,0.288,,clear-day,Clear,clear-night,Clear,17,39.84,39.84,23.51,,,,6.99,0.25,3,1,7,0.11,snow,0.0001,0.0016,1551844800,1,0,0,0,0,0,2,2,0,1,2,35,4,4,18,4,16,9650,11,40,15,
1498,,35.1147560063,-85.3134952057,2019-03-05,17:28:05,,330D698001,0.037,,clear-day,Clear,clear-night,Clear,17,39.44,39.44,21.73,,,,6.4,0.25,3,1,7.46,0.11,snow,0.0001,0.0016,1551844800,1,0,0,0,0,0,2,7,0,1,2,,2,2,12,4,19,,,24,15,
1497,,35.2043301551,-85.1333051665,2019-03-05,17:16:49,,330C298001,0.209,,clear-day,Clear,clear-night,Clear,17,39.22,39.22,21.56,,,,6.9,0.26,3,1,9.31,0.15,snow,0.0001,0.0016,1551844800,1,0,0,0,0,0,2,7,0,,2,25,2,2,12,4,19,,,28,15,
1496,,35.160101621,-85.3346246198,2019-03-05,17:13:43,,330G435001,0.094,,clear-day,Clear,clear-night,Clear,17,32.34,33,21.1,,,,6.2,0.33,3,1,7.09,0.15,snow,0.0001,0.0016,1551844800,1,0,0,0,0,0,2,7,0,,2,,2,2,12,4,19,,,24,15,
1495,,35.0205414469,-85.1705940386,2019-03-05,17:09:57,,330E423001,0.08,,clear-day,Clear,clear-night,Clear,17,40.09,40.09,23.93,,,,7.15,0.25,3,1,7.92,0.1,snow,0.0001,0.0016,1551844800,1,0,0,0,0,0,2,7,0,,2,,2,2,12,4,19,,,18,15,
1494,,34.9914231435,-85.1996923733,2019-03-05,17:09:56,,330B827001,0.07,,clear-day,Clear,clear-night,Clear,17,40.42,40.42,24.29,,,,7.19,0.25,3,1,7.65,0.1,snow,0.0001,0.0016,1551844800,1,0,0,0,0,0,2,7,0,,2,,2,2,12,4,19,,,15,15,
1493,,35.0149184275,-85.1457512281,2019-03-05,17:09:22,,330C330001,0.074,,clear-day,Clear,clear-night,Clear,17,40.1,40.1,23.94,,,,7.33,0.25,3,1,7.97,0.1,snow,0.0001,0.0016,1551844800,1,0,0,0,0,0,2,7,0,1,2,,2,2,12,4,19,,,20,15,
1492,,35.0187447391,-85.3947118799,2019-03-05,16:59:41,,330C395001,0.302,,clear-day,Clear,clear-night,Clear,16,37.9,39.4,22.64,,,,8.28,0.29,3,1,6.22,0.13,snow,0.0001,0.0016,1551844800,1,0,0,0,0,0,2,7,0,1,2,,2,2,12,4,19,,,24,15,
1491,,35.1893226173,-85.1927581933,2019-03-05,16:53:46,,330F123001,0.147,,clear-day,Clear,clear-night,Clear,16,38.78,39.03,22.63,,,,8.47,0.28,3,1,7.9,0.15,snow,0.0001,0.0016,1551844800,1,0,0,0,0,0,,,,,,,,,,,,,,,,
1490,,35.1180650784,-85.2454403115,2019-03-05,16:30:48,,330E697001,0.295,,clear-day,Clear,clear-night,Clear,16,38.76,39.62,22.41,,,,8.56,0.28,3,1,8,0.11,snow,0.0001,0.0016,1551844800,1,0,0,0,0,0,2,4,0,,2,,2,2,12,4,19,,,24,15,
1489,,35.0076282579,-85.2248962915,2019-03-05,16:29:32,,330B226001,0,,clear-day,Clear,clear-night,Clear,16,38.92,39.82,24.12,,,,7.9,0.27,3,1,6.1,0.1,snow,0.0001,0.0016,1551844800,1,0,0,0,0,0,,,,,,,,,,,,,,,,
1488,,35.0713005409,-85.3215074663,2019-03-05,16:15:36,,330A018001,0.264,,clear-day,Clear,clear-night,Clear,16,38.18,39.42,22.57,,,,8.25,0.28,3,1,7.19,0.11,snow,0.0001,0.0016,1551844800,1,0,0,0,0,0,2,0,0,,2,,2,2,12,4,19,,,30,15,
1487,,35.1187743739,-85.2765082919,2019-03-05,16:14:51,,330F208001,0.108,,clear-day,Clear,clear-night,Clear,16,38.09,39.17,22.05,,,,8.05,0.28,3,1,7.53,0.11,snow,0.0001,0.0016,1551844800,1,0,0,0,0,0,2,7,0,1,2,,2,2,12,4,19,,,26,15,
1486,,35.1227689083,-85.3319527531,2019-03-05,16:13:47,,330C407001,0.076,,clear-day,Clear,clear-night,Clear,16,32.76,34.53,20.35,,,,8.04,0.35,3,1,6.92,0.11,snow,0.0001,0.0016,1551844800,1,0,0,0,0,0,3,7,0,1,2,,2,2,12,4,19,,,18,15,
1485,,35.1097821005,-85.2537750934,2019-03-05,15:50:39,,330A091001,0.212,,clear-day,Clear,clear-night,Clear,15,38.37,39.67,22.43,,,,7.68,0.27,3,1,7.47,0.11,snow,0.0001,0.0016,1551844800,1,0,0,0,0,0,2,0,0,,2,,2,2,12,4,19,,,16,15,
1484,,35.0719581631,-85.1726303563,2019-03-05,15:38:19,,330D242001,0.046,,clear-day,Clear,clear-night,Clear,15,38.1,39.58,22.97,,,,7.96,0.28,3,1,5.93,0.09,snow,0.0001,0.0016,1551844800,1,0,0,0,0,0,2,7,0,,2,,2,2,12,4,19,,,20,15,
1483,,34.9852208655,-85.3346895977,2019-03-05,15:36:09,,330A749001,0.03,,clear-day,Clear,clear-night,Clear,15,37.67,39.67,23.74,,,,7.6,0.28,3,1,4.74,0.12,snow,0.0001,0.0016,1551844800,1,0,0,0,0,0,2,7,0,1,2,,1,1,12,4,19,,,10,6,
1482,,35.151859599,-85.0473246551,2019-03-05,15:24:22,,330F654001,0.038,,clear-day,Clear,clear-night,Clear,15,38.96,40.23,22.23,,,,8.89,0.28,3,1,9.62,0.16,snow,0.0001,0.0016,1551844800,1,0,0,0,0,0,2,0,0,,2,,2,2,11,2,19,,,24,15,
1481,,35.0694936013,-85.2886480686,2019-03-05,15:08:42,,330A191001,0.031,,clear-day,Clear,clear-night,Clear,15,37.99,39.6,22.89,,,,7.68,0.28,3,1,5.09,0.11,snow,0.0001,0.0016,1551844800,1,0,0,0,0,0,2,7,0,1,2,,2,2,12,4,19,,,22,15,
1480,,35.1302704956,-85.3326486711,2019-03-05,14:56:58,,330C430001,0.013,,clear-day,Clear,clear-night,Clear,14,29.32,32.77,21.33,,,,6.9,0.38,3,1,4.18,0.11,snow,0.0001,0.0016,1551844800,1,0,0,0,0,0,2,7,0,,2,,2,2,12,4,19,,,20,15,
1479,,35.1189567485,-85.2609672248,2019-03-05,14:56:16,,330A180001,0.039,,clear-day,Clear,clear-night,Clear,14,36,39.45,22.17,,,,7.05,0.29,3,1,5.29,0.11,snow,0.0001,0.0016,1551844800,1,0,0,0,0,0,2,7,0,1,2,,2,2,12,4,19,,,18,15,
1478,,35.0118906338,-85.0973623266,2019-03-05,14:43:43,,330F401001,0.053,,clear-day,Clear,clear-night,Clear,14,35.92,39.78,23.56,,,,7.89,0.3,3,1,5.07,0.09,snow,0.0001,0.0016,1551844800,1,0,0,0,0,0,2,7,0,,2,,2,2,11,2,19,,,22,15,
1477,,35.079799398,-85.1909492098,2019-03-05,13:50:29,,330D233001,0,,clear-day,Clear,clear-night,Clear,13,33.51,39.47,22.98,,,,7.01,0.32,3,1,3.62,0.09,snow,0.0001,0.0016,1551844800,1,0,0,0,0,0,,,,,,,,,,,,,,,,
1476,,35.0339513283,-85.3699835793,2019-03-05,13:46:37,,330C078001,0,,clear-day,Clear,clear-night,Clear,13,33.32,39.82,22.92,,,,6.61,0.32,3,1,4.24,0.13,snow,0.0001,0.0016,1551844800,1,0,0,0,0,0,,,,,,,,,,,,,,,,
1475,,35.2123091831,-85.1901048786,2019-03-05,13:14:07,,330F039001,0.071,,clear-day,Clear,clear-night,Clear,13,33.84,38.71,22.27,,,,7.59,0.33,3,1,7.24,0.15,snow,0.0001,0.0016,1551844800,1,0,0,0,0,0,2,7,0,,2,,2,2,12,4,19,,,20,15,
1474,,35.0035436873,-85.338242083,2019-03-05,13:11:25,,330C379001,0.653,,clear-day,Clear,clear-night,Clear,13,30.62,36.93,22.92,,,,6.85,0.36,3,1,2.93,0.13,snow,0.0001,0.0016,1551844800,1,0,0,0,0,0,2,0,0,,2,20,2,2,11,2,19,,,18,15,
1473,,35.0656853169,-85.043532846,2019-03-05,13:04:36,,330F743001,0.039,,clear-day,Clear,clear-night,Clear,13,33.45,39.33,23.12,,,,8.64,0.35,3,1,6.9,0.09,snow,0.0001,0.0016,1551844800,1,0,0,0,0,0,2,7,0,,2,,2,2,12,4,19,,,26,15,
1472,,35.1202422037,-85.0683080143,2019-03-05,12:29:31,,330F770001,0.042,,clear-day,Clear,clear-night,Clear,12,31.28,40.37,22.78,,,,9.24,0.39,3,1,6.68,0.09,snow,0.0001,0.0016,1551844800,1,0,0,0,0,0,2,7,0,,2,25,2,2,11,2,19,,,22,15,
1471,,35.0471589782,-85.0238095952,2019-03-05,12:24:33,,330E034001,0.628,,clear-day,Clear,clear-night,Clear,12,30.74,39.61,23.18,,,,9.32,0.4,3,1,6.99,0.09,snow,0.0001,0.0016,1551844800,1,0,0,0,0,0,2,7,0,,2,25,2,2,12,4,19,,,28,15,
1470,,34.9907025949,-85.2762238056,2019-03-05,12:21:14,,330B328001,0.061,,clear-day,Clear,clear-night,Clear,12,30.38,38.73,23.91,,,,8.03,0.38,3,1,5.67,0.11,snow,0.0001,0.0016,1551844800,1,0,0,0,0,0,2,7,0,1,2,,2,2,12,4,19,,,22,15,
1469,,35.0524791558,-85.3158605176,2019-03-05,12:13:47,,330A369001,0.216,,clear-day,Clear,clear-night,Clear,12,30.32,39.43,23.05,,,,7.55,0.38,3,1,4.84,0.13,snow,0.0001,0.0016,1551844800,1,0,0,0,0,0,2,2,0,1,2,,2,2,12,4,19,,,24,15,
1468,,35.0194793172,-85.2723569747,2019-03-05,12:07:31,,330A546001,0.267,,clear-day,Clear,clear-night,Clear,12,30.89,39.58,23.8,,,,7.97,0.37,3,1,5.69,0.1,snow,0.0001,0.0016,1551844800,1,0,0,0,0,0,2,7,0,1,2,,2,2,12,4,19,,,22,15,
1467,,35.1252925759,-85.2426482264,2019-03-05,12:06:39,,330C856001,0.117,,clear-day,Clear,clear-night,Clear,12,30.38,39.57,22.29,,,,7.53,0.37,3,1,7.85,0.11,snow,0.0001,0.0016,1551844800,1,0,0,0,0,0,2,7,0,1,2,,2,2,12,4,19,,,22,15,
1466,,35.0582886765,-85.1801109526,2019-03-05,12:05:19,,330D197001,0.129,,clear-day,Clear,clear-night,Clear,12,31.08,39.77,23.15,,,,8.01,0.37,3,1,6.03,0.09,snow,0.0001,0.0016,1551844800,1,0,0,0,0,0,2,7,0,1,2,,2,2,12,4,19,,,18,15,
1465,,35.0959166172,-85.0850532993,2019-03-05,11:52:49,,330E849001,0.117,,clear-day,Clear,clear-night,Clear,11,28.51,39.72,22.84,,,,8.54,0.42,3,1,6.84,0.09,snow,0.0001,0.0016,1551844800,1,0,0,0,0,0,2,7,0,,2,,2,2,11,2,19,,,26,15,
1464,,35.2958057948,-84.9836145405,2019-03-05,11:24:44,,330E160001,1.504,,clear-day,Clear,clear-night,Clear,11,28.14,39.89,22.58,,,,8.84,0.44,3,1,10,0.11,snow,0.0001,0.0016,1551844800,1,0,0,0,0,0,2,7,0,,2,35,2,2,11,2,9,,,14,6,
1463,,35.0066712748,-85.2426657872,2019-03-05,10:58:38,,330B743001,0.021,,clear-day,Clear,clear-night,Clear,10,26.16,39.67,24.18,,,,7.92,0.45,3,1,6.32,0.1,snow,0.0001,0.0016,1551844800,1,0,0,0,0,0,2,7,0,,2,,2,2,12,4,19,,,22,15,
1462,,35.1028940714,-85.2974238699,2019-03-05,10:44:36,,330C762001,0.019,,clear-day,Clear,clear-night,Clear,10,24.54,39.37,22.22,,,,6.8,0.46,3,1,7.77,0.11,snow,0.0001,0.0016,1551844800,1,0,0,0,0,0,2,7,0,1,2,,2,2,12,4,19,,,18,15,
1461,,35.1871724975,-85.1992969742,2019-03-05,10:42:58,,330D086001,0.01,,clear-day,Clear,clear-night,Clear,10,24.93,39.06,22.56,,,,6.49,0.45,3,1,8.68,0.15,snow,0.0001,0.0016,1551844800,1,0,0,0,0,0,2,7,0,,2,,2,2,11,2,19,,,26,15,
1460,,35.3768582621,-85.1084623206,2019-03-05,10:34:22,,330D764001,0.166,,clear-day,Clear,clear-night,Clear,10,25.58,40.59,21.73,,,,7.71,0.46,3,1,9.9,0.11,snow,0.0001,0.0016,1551844800,1,0,0,0,0,0,2,7,0,,2,,1,1,11,2,9,,,8,15,
1459,,35.1579929194,-85.3059997916,2019-03-05,08:58:11,,330C518001,0.15,,partly-cloudy-day,Partly Cloudy,clear-night,Clear,8,21.34,33.42,21.34,,,,7.64,0.55,3,1,8.33,0.14,snow,0.0001,0.0016,1551844800,0,1,0,0,0,0,2,7,0,,2,,2,2,12,4,19,,,24,15,
1458,,35.1493276745,-85.1502987698,2019-03-05,08:49:50,,330F335001,0.025,,partly-cloudy-day,Partly Cloudy,clear-night,Clear,8,23.75,39.17,23.75,,,,8.71,0.52,3,1,8.73,0.15,snow,0.0001,0.0016,1551844800,0,1,0,0,0,0,2,7,0,1,2,,2,2,11,2,19,,,26,15,
1457,,35.118532721,-85.2548571726,2019-03-05,08:47:29,,330A380001,0.083,,partly-cloudy-day,Partly Cloudy,clear-night,Clear,8,23.3,39.53,22.32,,,,7.72,0.51,3,1,9.3,0.11,snow,0.0001,0.0016,1551844800,0,1,0,0,0,0,2,7,0,1,2,,2,2,12,4,19,,,30,15,
1456,,35.1926177797,-85.2109749001,2019-03-05,08:42:13,,330D051001,0.147,,partly-cloudy-day,Partly Cloudy,clear-night,Clear,8,22.52,38.77,22.45,,,,7.39,0.52,3,1,9.24,0.14,snow,0.0001,0.0016,1551844800,0,1,0,0,0,0,2,7,0,,2,25,2,2,11,2,19,,,26,15,
1455,,35.0882351332,-85.1937196823,2019-03-05,08:23:42,,330D406001,0.317,,partly-cloudy-day,Partly Cloudy,clear-night,Clear,8,23.49,39.24,22.97,,,,8.62,0.52,3,1,6.74,0.11,snow,0.0001,0.0016,1551844800,0,1,0,0,0,0,2,7,0,1,2,,2,2,12,4,19,,,22,15,
1454,,35.0639241057,-85.2499013157,2019-03-05,08:23:07,,330B508001,0.116,,partly-cloudy-day,Partly Cloudy,clear-night,Clear,8,23.82,39.48,23.25,,,,8.61,0.52,3,1,6.8,0.11,snow,0.0001,0.0016,1551844800,0,1,0,0,0,0,2,7,0,,2,,2,2,12,4,19,,,24,15,
1453,,35.1115374574,-85.1579251373,2019-03-05,08:21:58,,330D383001,0.344,,partly-cloudy-day,Partly Cloudy,clear-night,Clear,8,23.52,39.5,22.9,,,,8.62,0.52,3,1,6.75,0.11,snow,0.0001,0.0016,1551844800,0,1,0,0,0,0,2,7,0,,2,30,2,2,,,,,,26,15,
1452,,35.030775963,-85.2795012928,2019-03-05,08:00:39,,330A496001,0.068,,partly-cloudy-day,Partly Cloudy,clear-night,Clear,8,24.02,39.79,23.62,,,,8.99,0.52,3,1,6.27,0.11,snow,0.0001,0.0016,1551844800,0,1,0,0,0,0,2,7,0,1,2,,2,2,12,4,19,,,20,15,
1451,,35.1021684234,-85.0365548942,2019-03-05,07:56:11,,330F689001,0,,partly-cloudy-night,Mostly Cloudy,clear-night,Clear,7,22.52,38.97,22.22,,,,10.86,0.6,3,1,6.34,0.09,snow,0.0001,0.0016,1551844800,0,1,0,0,0,0,,,,,,,,,,,,,,,,
1450,,35.2281751084,-85.2154127539,2019-03-05,07:42:11,,330F026001,0.082,,partly-cloudy-night,Mostly Cloudy,clear-night,Clear,7,21.87,38.52,21.87,,,,7.57,0.53,3,1,9.43,0.15,snow,0.0001,0.0016,1551844800,0,1,0,0,0,0,2,7,0,,2,15,2,2,12,4,19,,,24,15,
1449,,35.1197257238,-85.2068819587,2019-03-05,07:35:50,,330E910001,0.157,,partly-cloudy-night,Mostly Cloudy,clear-night,Clear,7,22.65,39.19,22.65,,,,9.19,0.56,3,1,9.32,0.11,snow,0.0001,0.0016,1551844800,0,1,0,0,0,0,2,7,0,1,2,,2,2,12,4,19,,,26,15,
1448,,35.2630890807,-85.0950745983,2019-03-05,07:17:37,,330E151001,0.409,,partly-cloudy-night,Mostly Cloudy,clear-night,Clear,7,21.84,40.22,21.55,,,,8.64,0.56,3,1,9.13,0.16,snow,0.0001,0.0016,1551844800,0,1,0,0,0,0,2,0,0,,2,,2,2,11,2,9,,,24,15,
1447,,34.9904367641,-85.2433463956,2019-03-05,07:07:17,,330B928001,0.192,,partly-cloudy-night,Mostly Cloudy,clear-night,Clear,7,24.32,39.71,24.32,,,,10.93,0.56,3,1,6.65,0.1,snow,0.0001,0.0016,1551844800,0,1,0,0,0,0,2,0,0,,2,,2,2,12,4,19,,,20,15,
1446,,35.0418143352,-85.2974464316,2019-03-05,07:05:24,,330A413001,0,,partly-cloudy-night,Mostly Cloudy,clear-night,Clear,7,23.29,39.69,23.29,,,,9.85,0.56,3,1,6.22,0.11,snow,0.0001,0.0016,1551844800,0,1,0,0,0,0,,,,,,,,,,,,,,,,
1445,,35.1437524547,-85.2458481669,2019-03-05,06:55:18,,330C943001,0.052,,partly-cloudy-night,Mostly Cloudy,clear-night,Clear,6,23.24,39.25,23.1,,,,9.18,0.54,3,1,8.5,0.14,snow,0.0001,0.0016,1551844800,0,1,0,0,0,0,2,7,0,1,2,,2,2,12,4,19,,,22,15,
1444,,35.0318799168,-85.1729086318,2019-03-05,06:47:11,,330E649001,0.056,,partly-cloudy-night,Partly Cloudy,clear-night,Clear,6,24.07,40.15,23.82,,,,11.35,0.58,3,1,6.38,0.1,snow,0.0001,0.0016,1551844800,0,1,0,0,0,0,2,7,0,,2,,2,2,12,4,19,,,26,15,
1443,,34.9908422765,-85.2576283365,2019-03-05,06:46:24,,330B958001,0.05,,partly-cloudy-night,Mostly Cloudy,clear-night,Clear,6,24.5,39.43,24.23,,,,11.52,0.57,3,1,6.73,0.11,snow,0.0001,0.0016,1551844800,0,1,0,0,0,0,2,7,0,1,2,20,2,2,12,4,19,,,26,15,
1442,,35.0703789494,-85.2498490287,2019-03-05,02:00:30,,330B482001,0.067,,clear-night,Clear,clear-night,Clear,2,27.23,39.61,23.15,,,,11.64,0.51,3,1,10,0.11,snow,0.0001,0.0016,1551844800,1,0,0,0,0,0,2,7,0,,2,,2,2,12,4,19,,,20,15,
1441,,35.1439017339,-85.3166853953,2019-03-05,02:00:30,,330C521001,0.273,,clear-night,Clear,clear-night,Clear,2,23.69,33.75,21.49,,,,10.97,0.58,3,1,10,0.15,snow,0.0001,0.0016,1551844800,1,0,0,0,0,0,2,0,0,,2,,2,2,12,4,19,,,14,15,
1440,,35.0244763048,-85.1689521645,2019-03-04,23:09:37,,330E430001,0.325,,clear-night,Clear,clear-night,Clear,23,30.32,38.77,30.32,,,,13.87,0.5,3,0,7.95,0.79,NA,0,0.0008,1551711600,1,0,0,0,0,0,2,7,0,,2,,2,2,12,4,19,,,16,15,
1439,,34.9854134012,-85.2377455674,2019-03-04,22:15:14,,330B914001,0.024,,clear-night,Clear,clear-night,Clear,22,31.6,38.74,30.33,,,,15.79,0.51,3,0,4.9,0.8,NA,0,0.0008,1551711600,1,0,0,0,0,0,2,7,0,,2,30,2,2,12,4,19,,,18,15,
1438,,34.999898575,-85.1476276962,2019-03-04,22:01:14,,330E368001,0.132,,clear-night,Clear,clear-night,Clear,22,31.85,39.08,30.52,,,,15.49,0.5,3,0,5.96,0.8,NA,0,0.0008,1551711600,1,0,0,0,0,0,2,7,0,1,2,25,2,2,12,4,19,,,18,15,
1437,,35.1681555803,-85.2355792837,2019-03-04,20:47:25,,330C976001,0,,partly-cloudy-night,Mostly Cloudy,clear-night,Clear,20,32.95,38.01,28.7,,,,12.35,0.42,3,0,9.33,0.76,NA,0,0.0008,1551711600,0,1,0,0,0,0,,,,,,,,,,,,,,,,
1436,,35.0999030875,-85.2871037888,2019-03-04,20:36:33,,330A131001,0.275,,clear-night,Clear,clear-night,Clear,20,33.04,38.45,28.91,,,,13.42,0.44,3,0,8.08,0.78,NA,0,0.0008,1551711600,1,0,0,0,0,0,2,7,0,,2,,2,2,12,4,19,,,18,15,
1435,,35.1129538286,-85.2560826181,2019-03-04,20:30:32,,330A097001,0.013,,clear-night,Clear,clear-night,Clear,20,32.53,38.22,29.35,,,,13.28,0.44,3,0,8.28,0.78,NA,0,0.0008,1551711600,1,0,0,0,0,0,2,7,0,,2,,2,2,12,4,19,,,20,15,
1434,,35.0672308602,-85.2885945021,2019-03-04,20:14:32,,330A200001,0.047,,clear-night,Clear,clear-night,Clear,20,32.58,38.3,29.66,,,,14.23,0.46,3,0,7.14,0.78,NA,0,0.0008,1551711600,1,0,0,0,0,0,2,7,0,1,2,,2,2,12,4,19,,,30,15,
1433,,35.0742982997,-85.1748351424,2019-03-04,20:09:36,,33SR317001,2.187,,clear-night,Clear,clear-night,Clear,20,32.78,38.26,29.72,,,,15.61,0.49,3,0,7.7,0.79,NA,0,0.0008,1551711600,1,0,0,0,0,0,2,2,0,1,2,45,2,2,13,1,14,21980,11,22,15,
1432,,35.0371775814,-85.3699186008,2019-03-04,19:40:55,,330C067001,0.021,,partly-cloudy-night,Partly Cloudy,clear-night,Clear,19,33.61,38.12,29.36,,,,15.65,0.47,3,0,7.66,0.78,NA,0,0.0008,1551711600,0,1,0,0,0,0,2,7,0,1,2,,2,2,12,4,19,,,18,15,
1431,,35.0110112776,-85.3298935025,2019-03-04,19:02:49,,330A853001,0,,partly-cloudy-night,Partly Cloudy,clear-night,Clear,19,33.98,38.5,29.83,,,,16.46,0.48,3,0,6.58,0.78,NA,0,0.0008,1551711600,0,1,0,0,0,0,,,,,,,,,,,,,,,,
1430,,35.180639267,-85.199867208,2019-03-04,18:18:20,,330D059001,0.08,,partly-cloudy-day,Mostly Cloudy,clear-night,Clear,18,35.04,38.08,28.76,,,,16.96,0.47,3,0,8.62,0.76,NA,0,0.0008,1551711600,0,1,0,0,0,0,2,7,0,,2,20,2,2,11,2,19,,,26,15,
1429,,35.2800134356,-85.0867148781,2019-03-04,18:06:05,,330E146001,0.743,,clear-day,Clear,clear-night,Clear,18,36.09,37.83,28.11,,,,17.22,0.46,3,0,10,0.75,NA,0,0.0008,1551711600,1,0,0,0,0,0,2,0,0,,2,30,2,2,11,2,9,,,20,15,
